"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.436328125,1.315321985724,24,NA,NA,0,TRUE,TRUE,7.369,0.347811148063822,0.879376400728494,0.472114741324921,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 17:06:23,1.315321985724,NA,NA,NA
"Nelder-Mead1",1.64394839965787,1.3026250131358,67,NA,NA,0,FALSE,TRUE,22.571,0.366235218381394,0.972571886475861,0.248043703367902,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 17:17:28,1.3026250131358,-0.00183165024994398,0.00514580080172879,0.000955743574324676
"Nelder-Mead2",0.8328125,1.34572444428083,18,NA,NA,0,TRUE,TRUE,5.099,0.419985753948913,0.944021446510285,0.202261218638571,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 17:07:00,1.34572444428083,NA,NA,NA
"Nelder-Mead11",0.204678557719218,1.18653883443221,83,NA,NA,0,FALSE,TRUE,32.275,0.848455086006534,0.79636014212151,0.162904803272106,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 17:34:23,1.18653883443221,0.00667476439016072,0.00665180964530177,0.00123267807346672
"Nelder-Mead3",1.380078125,1.38586087270325,24,NA,NA,0,TRUE,TRUE,7.38,0.00406616739657935,0.998766900796213,0.00402112789123643,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .11",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 17:06:22,1.38586087270325,NA,NA,NA
"Nelder-Mead12",0.939022087685257,1.33016943857995,67,NA,NA,0,FALSE,TRUE,29.187,0.913246057887309,0.998446497086779,0.567597867939065,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .11",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 17:34:34,1.33016943857995,0.00403601437928102,0.0232659248985687,0.00727374346524967
"Nelder-Mead4",0.98125,1.17805117706697,18,NA,NA,0,TRUE,TRUE,5.988,0.457547219580231,0.993155024045578,0.209958045150603,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .12",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 17:38:16,1.17805117706697,NA,NA,NA
"Nelder-Mead13",0.505594546598586,1.12438905657153,75,NA,NA,0,FALSE,TRUE,22.324,110.562834828887,0,86.5566404663866,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .12",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 17:45:18,1.12438905657153,0.00441092534005065,0.733925255069177,0.582707288250052
"Nelder-Mead5",0.65390625,1.28516600395657,24,NA,NA,0,TRUE,TRUE,7.256,0.466482670260779,0.871741558909804,0.188341983320057,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .13",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 17:39:31,1.28516600395657,NA,NA,NA
"Nelder-Mead14",-0.26490742509933,1.1133817647341,73,NA,NA,0,FALSE,TRUE,22.346,1.50449795155786,0.163481075068831,0.195126119404192,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .13",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 17:44:41,1.1133817647341,0.00854274812063203,0.0158298214973312,0.00232127416157581
"Nelder-Mead6",0.93125,1.97660440820074,16,NA,NA,0,TRUE,TRUE,5.39400000000001,0.42422360745539,0.976732697811464,0.254886820201701,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .14",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 17:40:13,1.97660440820074,NA,NA,NA
"Nelder-Mead15",0.372741437885508,1.82532420335713,67,NA,NA,0,FALSE,TRUE,20.33,1.2255556167177,0.744071681337137,0.475168896596816,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .14",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 17:45:41,1.82532420335713,0.00727507394912284,0.0255524118989213,0.00628972970606227
