"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",0.8525390625,0.833286326026336,22,NA,NA,0,TRUE,TRUE,7.13,0.740212327293295,0.913081610982666,0.332721242733729,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 05:56:34,0.833286326026336,NA,NA,NA
"Nelder-Mead1",0.76121748463936,0.832214558123796,55,NA,NA,0,FALSE,TRUE,18.174,1.10940055902649,0.965520863619274,0.263077796857007,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 06:04:20,0.832214558123796,0.000767260952534343,0.00179437998430775,0.00115010754427372
"Nelder-Mead2",0.8703125,1.31747622974674,22,NA,NA,0,TRUE,TRUE,7.079,0.463121713434304,0.952106973928047,0.179823544749433,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 05:56:34,1.31747622974674,NA,NA,NA
"Nelder-Mead11",0.254493970301456,1.21201902763948,73,NA,NA,0,TRUE,TRUE,24.646,0.502008575427512,0.932332076666632,0.227744220490614,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 06:06:40,1.21201902763948,0.00656456984391473,0.0148830877618203,0.00290552869843144
"Nelder-Mead3",1.002734375,0.952004179621964,18,NA,NA,0,TRUE,TRUE,5.173,0.431429842631739,0.999058743002094,0.273638989241081,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 05:53:29,0.952004179621964,NA,NA,NA
"Nelder-Mead12",0.833785137234219,0.946315636466943,57,NA,NA,0,FALSE,TRUE,19.059,1.20334879326109,0.980193365127452,0.609405706390453,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 06:10:38,0.946315636466943,0.00147193334881877,0.00873023907339899,0.00208628432273523
"Nelder-Mead4",1.340234375,1.93702118647066,22,NA,NA,0,TRUE,TRUE,7.20600000000002,0.300716021721013,0.918507500614809,0.240078203263846,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 06:09:22,1.93702118647066,NA,NA,NA
"Nelder-Mead13",0.398733179204289,1.70535526763656,135,NA,NA,0,FALSE,TRUE,42.842,0.228170920626152,0.990624624518191,0.113131118879845,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 06:18:36,1.70535526763656,0.00843194008416687,0.00915578027288597,0.00225117872924348
"Nelder-Mead5",1.15546875,1.2626328058445,20,NA,NA,0,TRUE,TRUE,6.39400000000001,0.206024675002623,0.974447808678752,0.28348138704997,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .105",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 06:11:19,1.2626328058445,NA,NA,NA
"Nelder-Mead14",0.45240011706165,1.17636808787086,73,NA,NA,0,FALSE,TRUE,21.587,0.983670854197995,0.864928022137039,0.270358412074423,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .105",240,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 06:18:21,1.17636808787086,0.00564155440555829,0.0109210140170144,0.00314549126539316
