"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",0.94775390625,47.957454120421,24,NA,NA,0,TRUE,TRUE,0.089,2.39588912077604,0.900384337641253,4.5028327708608,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:9 .1",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 20:12:32,47.957454120421,NA,NA,NA
"Nelder-Mead1",-0.127741279968722,40.7603770601308,79,NA,NA,0,FALSE,TRUE,0.334,1180.66956831683,0,484.780746570649,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:9 .1",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 20:12:34,40.7603770601308,0.00841618280334354,20.0267826180669,8.24554597148615
"Nelder-Mead2",0.7587890625,23.8920312342663,24,NA,NA,0,FALSE,TRUE,0.103,2.12871240656418,0.607623489329195,5.67502034855889,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:9 .10",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 20:12:32,23.8920312342663,NA,NA,NA
"Nelder-Mead11",1.31858696391452,21.1020904590549,77,NA,NA,0,FALSE,TRUE,0.339,13.0325072317153,0.000180140809535434,4.93609314790398,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:9 .10",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 20:12:33,21.1020904590549,-0.00400881878471962,0.136619700062902,0.0517049054658807
"Nelder-Mead3",1.055859375,34.885966322672,22,NA,NA,0,TRUE,TRUE,0.096,0.979989895880091,0.956344308628207,1.14137193066736,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:9 .100",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 20:12:32,34.885966322672,NA,NA,NA
"Nelder-Mead12",1.32863619734562,34.5013212029005,69,NA,NA,0,FALSE,TRUE,0.277,30.9781947233793,0,12.1227253492892,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:9 .100",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 20:12:33,34.5013212029005,-0.00188239956332836,0.323870443535201,0.126384856415586
"Nelder-Mead4",1.0380859375,36.6899064145715,22,NA,NA,0,TRUE,TRUE,0.083,2.18448645533898,0.933693932356226,3.3106088534464,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:9 .101",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 20:12:33,36.6899064145715,NA,NA,NA
"Nelder-Mead13",0.730044516362716,35.8231612848973,73,NA,NA,0,FALSE,TRUE,0.306,4.07345255892835,0.546373841092434,4.3580757182681,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:9 .101",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 20:12:35,35.8231612848973,0.00226023591146713,0.083083152675789,0.0310251783415733
"Nelder-Mead5",0.930859375,34.3090188624008,20,NA,NA,0,FALSE,TRUE,0.0780000000000003,27.6104607258952,0.0562615097271695,36.8411067598051,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:9 .102",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 20:12:34,34.3090188624008,NA,NA,NA
"Nelder-Mead14",1.3920490510537,32.1712033749415,69,NA,NA,0,FALSE,TRUE,0.223,0.362933203356133,0.989927990575168,0.139258284279765,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:9 .102",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 20:12:35,32.1712033749415,-0.00310261633349422,0.000443011621144492,0.000262572777769891
