"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.19296875,13.8390654084256,26,NA,NA,0,FALSE,TRUE,0.584,4.0366683732324,1.46744116102937e-06,3.5411004369316,"MKT","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .1",1,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 10:06:12,13.8390654084256,NA,NA,NA
"Nelder-Mead1",2.21484375000001,6.90018115704218,19,NA,NA,0,TRUE,NA,0.386,2.53224809785876,0.0163638399264264,0.827636490659209,"Alpha","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .1",1,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 10:06:16,6.90018115704218,6.91328125,0.0301299029412836,0.00984761609864083
"Nelder-Mead2",2.321875,18.8010892242917,30,NA,NA,0,TRUE,TRUE,0.664,3.05354172508029,5.42775368731485e-05,2.34932586817555,"MKT","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .10",1,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 10:06:13,18.8010892242917,NA,NA,NA
"Nelder-Mead11",2.21484375000001,6.83977338805899,19,NA,NA,0,TRUE,NA,0.369,2.54623846430691,0.0157846272650863,0.832596946051578,"Alpha","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .10",1,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 10:06:16,6.83977338805899,6.91328125,0.030774761518915,0.0100630686462781
"Nelder-Mead3",1.969140625,11.1726208940457,30,NA,NA,0,TRUE,TRUE,0.624,1.25662087040981,0.223283892755676,0.787031057033236,"MKT","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .100",1,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 10:06:12,11.1726208940457,NA,NA,NA
"Nelder-Mead12",2.21484375000001,6.72792687237309,19,NA,NA,0,TRUE,NA,0.385,2.69416266762346,0.00939472951792664,0.877817068250161,"Alpha","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .100",1,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 10:06:16,6.72792687237309,6.91328125,0.0314797866107965,0.0102568023541822
"Nelder-Mead4",2.128125,10.5468192127522,24,NA,NA,0,FALSE,TRUE,0.457,2.48017286631333,0.00514288668385698,4.69787664839935,"MKT","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .1000",1,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 10:06:20,10.5468192127522,NA,NA,NA
"Nelder-Mead13",2.21484375000001,6.82678548073689,19,NA,NA,0,TRUE,NA,0.454000000000001,2.52094750960042,0.0167927036716021,0.833487749870618,"Alpha","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .1000",1,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 10:06:23,6.82678548073689,6.91328125,0.0294509491750216,0.00973721399035935
"Nelder-Mead5",1.998828125,13.6584078548234,30,NA,NA,0,TRUE,TRUE,0.574,4.31965252736845,1.59899068359337e-05,4.04556586379399,"MKT","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .101",1,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 10:06:21,13.6584078548234,NA,NA,NA
"Nelder-Mead14",2.21484375000001,6.70820393249937,19,NA,NA,0,TRUE,NA,0.436999999999999,2.64298459708665,0.0112013293347186,0.863008343852674,"Alpha","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .101",1,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 10:06:23,6.70820393249937,6.91328125,0.0308932390071601,0.0100875060192188
