"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.57265625,1.01825265575438,24,NA,NA,0,TRUE,TRUE,7.253,0.457731513314221,0.793226760119045,0.428629789743606,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 15:37:44,1.01825265575438,NA,NA,NA
"Nelder-Mead1",1.30209683502011,1.0019753928448,65,NA,NA,0,FALSE,TRUE,20.677,3.77836625218083,0.521310926495804,3.3329542203756,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 15:41:07,1.0019753928448,0.00248624782644811,0.00961619334966999,0.00214420587259304
"Nelder-Mead2",0.866015625,1.24133462842758,20,NA,NA,0,TRUE,TRUE,5.606,0.417322505370337,0.955409764183293,0.209647702392496,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 15:38:12,1.24133462842758,NA,NA,NA
"Nelder-Mead11",0.0657956964429768,0.92040864072438,79,NA,NA,0,FALSE,TRUE,24.114,0.666494853472179,0.823760117798842,0.102422571902433,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 15:47:04,0.92040864072438,0.00950924402603079,0.00578699246656985,0.00102920269845918
"Nelder-Mead3",1.63828125,1.14257705780599,24,NA,NA,0,TRUE,TRUE,7.268,0.493391935307461,0.752820253766073,0.241432606303134,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .11",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 15:37:44,1.14257705780599,NA,NA,NA
"Nelder-Mead12",1.0880788456971,1.04739030661367,53,NA,NA,0,FALSE,TRUE,16.66,4.42055692870177,0.927019540196371,5.19883725769771,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .11",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 15:40:49,1.04739030661367,0.00543718505168727,0.00966856745563231,0.0122145165378893
"Nelder-Mead4",1.17734375,1.00012762059396,18,NA,NA,0,TRUE,TRUE,6.175,0.309904944171194,0.956170566042551,0.223893497927095,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .12",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 15:46:00,1.00012762059396,NA,NA,NA
"Nelder-Mead13",0.511185467178754,0.882276583150482,73,NA,NA,0,FALSE,TRUE,20.845,1.33814313038992,0.807366598905926,0.313664811091665,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .12",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 15:51:15,0.882276583150482,0.00652427887636049,0.0121717785608251,0.0030254853198674
"Nelder-Mead5",0.875,1.15194131156889,22,NA,NA,0,TRUE,TRUE,6.65600000000001,0.305208413307909,0.969567247570769,0.220858264349648,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .13",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 15:48:16,1.15194131156889,NA,NA,NA
"Nelder-Mead14",-0.229947883984823,0.887359044552031,101,NA,NA,0,FALSE,TRUE,28.713,83.7748221085916,0,12.5306364937628,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .13",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 15:53:17,0.887359044552031,0.0102098634936978,0.180515085279368,0.0272850863958157
