"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.066357421875,45858.4619726623,24,NA,NA,0,TRUE,TRUE,0.237,3.20936950136002,0.831353883346756,3.06629032953404,"MKT","PE",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-07-04 12:14:58,7753.8224070345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",0.996668316464036,40278.8116185118,71,NA,NA,0,TRUE,TRUE,0.618,16.4499735086342,0,13.305321898202,"ME","PE",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-07-04 12:14:59,8448.04743083831,0.845693419319985,11.3228978826444,11.9687621498926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.00706042331812,44564.7960833823,71,NA,NA,0,TRUE,TRUE,0.681,9.97698566414359,0,6.73008802016437,"IA","PE",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:02,12665.4704121859,NA,NA,NA,0.465502958031532,32.7314244454298,18.8485619188842,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.720311845431836,34956.9306190521,67,NA,NA,0,TRUE,TRUE,0.56,26.9939301661538,0,12.1498310461456,"ROE","PE",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:03,96264.0396394006,NA,NA,NA,NA,NA,NA,1.86414795397931,24.3328444002254,10.8542006419375,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.738950862714337,39076.0700820052,59,NA,NA,0,TRUE,TRUE,0.470000000000001,21.6552272007611,0,10.1745363457408,"EG","PE",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:05,30521.1492578418,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.702378533268069,14.0809247353506,6.34317858091053,NA,NA,NA
"Nelder-Mead5",0.56663884385874,39172.5324231221,63,NA,NA,0,FALSE,TRUE,0.567,33.1668649666549,0,14.2286160229517,"Alpha","PE",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:07,6993.6832013525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00356149377372201,0.100977710839242,0.0450413772854831
"Nelder-Mead6",0.6990234375,9418.67392170641,26,NA,NA,0,TRUE,TRUE,0.253,2.18085980991898,0.511574709603902,2.19356880194483,"MKT","VC",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-07-04 12:14:58,1488.82927896941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.06191246806355,5692.78094213872,61,NA,NA,0,TRUE,TRUE,0.62,5.39797673688928,1.11022302462516e-16,4.72256902878431,"ME","VC",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:01,1779.30578444191,-1.32107779140367,6.23066501162716,2.8847922688625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.04815165766928,6195.7236284291,63,NA,NA,0,TRUE,TRUE,0.443,12.8396553367613,0,12.7204268681752,"IA","VC",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:03,2852.02835491254,NA,NA,NA,-1.96763193714899,10.3414240317644,6.34719410595148,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.35813518388112,6135.37116366796,69,NA,NA,0,TRUE,TRUE,0.636000000000001,13.2576023577032,0,6.71574087112157,"ROE","VC",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:06,2917.69367559289,NA,NA,NA,NA,NA,NA,-1.43011072842623,7.60648014080594,3.36829493819956,NA,NA,NA,NA,NA,NA
