"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep","RF","best.key","Tables","Alpha.p.a.","ID"
"261",1.00771751208458,30315.7317894782,63,NA,NA,0,TRUE,TRUE,0.878,3.11702753079037,0.00647072308256724,2.76702158408503,"IA","PE",180,0,12,"ALL","FW_VYP","L2_Lasso","linear","2020-07-04 12:17:34",30315.7317894782,NA,NA,NA,0.453813515786958,6.96030730340441,3.64064263069722,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"PE 180 IA",NA,NA,"FW_VYP - 180"
"266",1.05570829987542,3960.03309388604,57,NA,NA,0,TRUE,TRUE,0.821,3.63210203517992,1.71356262512745e-11,3.50089295880729,"ME","VC",180,0,12,"ALL","FW_VYP","L2_Lasso","linear","2020-07-04 12:17:34",3960.03309388604,-1.30931078366746,5.25754783455972,2.48868318799313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"VC 180 ME",NA,NA,"FW_VYP - 180"
"275",0.782993789648293,2326.54630765418,65,NA,NA,0,TRUE,TRUE,0.645,1.01697254922443,0.0640301573523521,1.28560751491286,"EG","PD",180,0,12,"ALL","FW_VYP","L2_Lasso","linear","2020-07-04 12:17:38",2326.54630765418,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.367873710122454,6.86742838563701,4.50928484799499,NA,NA,NA,1,"PD 180 EG",NA,NA,"FW_VYP - 180"
"277",0.451171875,15970.0049369251,26,NA,NA,0,TRUE,TRUE,0.194000000000001,1.55463512434361,0.393533166904071,3.10432882621761,"MKT","RE",180,0,12,"ALL","FW_VYP","L2_Lasso","linear","2020-07-04 12:17:44",15970.0049369251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RE 180 MKT",NA,NA,"FW_VYP - 180"
"284",0.00295855442236555,3109.5503073468,73,NA,NA,0,TRUE,TRUE,0.549000000000003,2.60775061488231,0.000219918758514792,5.17590679794909,"ME","NATRES",180,0,12,"ALL","FW_VYP","L2_Lasso","linear","2020-07-04 12:17:47",3109.5503073468,0.743315840493596,3.9784831246065,4.98863859417191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"NATRES 180 ME",NA,NA,"FW_VYP - 180"
"291",0.550529836118221,4802.21300259731,57,NA,NA,0,TRUE,TRUE,0.229999999999997,6.39923705633618,0.000627822301398018,7.79686107555706,"IA","INF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear","2020-07-04 12:17:52",4802.21300259731,NA,NA,NA,-0.261492892354727,3.94564822915859,10.5469761013492,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"INF 180 IA",NA,NA,"FW_VYP - 180"
