"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.759375,26401.815948822,26,NA,NA,0,TRUE,TRUE,0.266,0.669298554521302,0.61127901883526,0.418191056518888,"MKT","PE",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:50,631268.746009249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.14908879796923,11847.3406121501,69,NA,NA,0,TRUE,TRUE,0.686,45.0332992351049,0,38.6722347222298,"ME","PE",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:52,965756.137579483,1.40412321946002,178.579252455125,154.947768946089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.59486822873114,21375.0584259344,59,NA,NA,0,TRUE,TRUE,0.586,0.682483526162994,0.686243946545405,1.01682127670431,"IA","PE",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:54,633752.261323778,NA,NA,NA,0.982497028686703,1.20963300440645,1.18843118423516,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.53150918486672,22355.103137417,83,NA,NA,0,TRUE,TRUE,0.816999999999999,1.44417639882704,0.957140667826102,0.971900908502623,"ROE","PE",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:56,610321.758293403,NA,NA,NA,NA,NA,NA,0.708624392153567,1.20903981167736,0.723141164298283,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.50008174292554,22182.1861021678,59,NA,NA,0,TRUE,TRUE,0.534,601.743404149461,0,350.972093163482,"EG","PE",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:58,665077.507803542,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513602290659253,336.985720159658,196.639237175303,NA,NA,NA
"Nelder-Mead5",1.19244687565835,13066.7183060194,61,NA,NA,0,FALSE,TRUE,0.601,0.82723224379097,0.987407078931593,0.732918506432084,"Alpha","PE",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:59,1099100.38877788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0061441472842148,0.000866398161098059,0.00062129058756034
"Nelder-Mead6",0.0453124999999992,7465.20779521955,24,NA,NA,0,TRUE,TRUE,0.268,2.39590015944877,0.0221762226320853,4.89724710710643,"MKT","VC",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:51,54956.7115736073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.15657912542869,4788.85601633011,55,NA,NA,0,TRUE,TRUE,0.505,2.98912179384229,2.37306320038932e-07,2.81742745250594,"ME","VC",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:54,21133.6682790417,-1.33576942370943,4.14404507050397,2.10275590683576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",0.73143778972542,5058.17327631186,109,NA,NA,0,TRUE,TRUE,1.049,11.1808799576618,0,10.135545056727,"IA","VC",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:58,29550.3033731189,NA,NA,NA,-1.81674890370002,5.30534310002382,4.94549027638427,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.93318377128502,4702.96796149379,75,NA,NA,0,TRUE,TRUE,0.77,1.21913930771802,4.84692221913718e-08,0.893763593371187,"ROE","VC",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:17:01,46813.4235930826,NA,NA,NA,NA,NA,NA,-1.39637963213175,3.47605296910657,3.18819173047958,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",2.67330745733804,5193.76336569078,81,NA,NA,0,TRUE,TRUE,0.772,1.57996416166829,0.000501847766030128,0.976732476341851,"EG","VC",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:17:03,94344.9006842077,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.898761087899605,1.66774067515151,1.42480706832176,NA,NA,NA
"Nelder-Mead51",2.44626257545224,4184.42498776193,105,NA,NA,0,FALSE,TRUE,1.082,1.64756827157996,0.0585463701943185,1.12139467733055,"Alpha","VC",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:17:05,55702.032231834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00549284154270942,0.0994428699669177,0.0592177473891794
"Nelder-Mead7",0.672265625,3433.78269309737,24,NA,NA,0,TRUE,TRUE,0.148,1.99867844012317,0.512444814667142,2.17230791282661,"MKT","PD",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:50,28549.3853798471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.03180051882523,1444.8194536578,71,NA,NA,0,TRUE,TRUE,0.486,2.72738361729443,0.0108196708507614,2.96184735586102,"ME","PD",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:52,44980.2868860772,1.15267993940775,2.68261234050036,3.25732862723274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.99853894301923,1947.20481063933,71,NA,NA,0,TRUE,TRUE,0.567,0.70578319890795,0.0217947166225747,0.888213960072098,"IA","PD",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:53,43809.1283764435,NA,NA,NA,1.19915252331702,2.30752827535408,2.27592471912633,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.914311593408956,2959.5307902421,61,NA,NA,0,TRUE,TRUE,0.377,5.0964738908601,0.00275290143943785,7.14610119838511,"ROE","PD",180,0,12,"2006","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:54,14179.6265799241,NA,NA,NA,NA,NA,NA,0.967823882528875,3.0982349520297,4.72714914210202,NA,NA,NA,NA,NA,NA
