"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.06689453125,44348.0620103475,24,NA,NA,0,TRUE,TRUE,0.258,3.75160772361028,0.801843457737887,3.5774894792426,"MKT","PE",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:37,14608.5374151286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",0.987681945128606,40007.5117746293,71,NA,NA,0,TRUE,TRUE,0.641,12.5189697194384,0,7.84190728556642,"ME","PE",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:39,14784.2812809256,1.03268455757533,69.0518415756388,50.6887298283691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.03207877286522,44032.4195531397,49,NA,NA,0,TRUE,TRUE,0.395,4.05001450054257,0.428071791758573,3.60363513949628,"IA","PE",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:40,11865.4043605242,NA,NA,NA,0.26127030896032,4.54565834060298,2.83096439761965,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.781057616925803,37092.0421171093,61,NA,NA,0,TRUE,TRUE,0.563,10.4746699974813,0.830459163989436,4.77945923487498,"ROE","PE",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:42,21757.435733873,NA,NA,NA,NA,NA,NA,1.36219917254986,2.00638483194115,0.890103055549601,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.740886846155559,39273.8664609325,57,NA,NA,0,TRUE,TRUE,0.486,20.8766988068764,0,10.062406162724,"EG","PE",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:43,20671.3779215915,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.694189855103491,17.727359804903,8.27766276028758,NA,NA,NA
"Nelder-Mead5",0.601855298777562,38962.3201007031,77,NA,NA,0,FALSE,TRUE,0.63,43.381965775218,0,27.5637746338863,"Alpha","PE",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:46,13094.6300842465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00330563216366616,0.33421543770685,0.178632718804982
"Nelder-Mead6",0.65751953125,7080.91290913389,28,NA,NA,0,TRUE,TRUE,0.262,3.08258417720824,0.29109392957875,2.93668346606862,"MKT","VC",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:38,31410.9207277987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.06443898746809,3547.6009270425,63,NA,NA,0,TRUE,TRUE,0.534,12.5717053059428,0,7.64193946783154,"ME","VC",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:41,21781.6852857648,-1.40422494125342,19.3860292732223,11.3972287665755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.16535845907027,3937.21232536437,77,NA,NA,0,TRUE,TRUE,0.595,8.95786218724575,0,6.93557609847631,"IA","VC",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:43,23026.9287457889,NA,NA,NA,-2.49610211111316,29.5051001717946,16.0081838611778,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.36294205691229,4200.43544427895,69,NA,NA,0,TRUE,TRUE,0.589,8.03252931801066,0,11.6021386793115,"ROE","VC",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:46,22353.3740420189,NA,NA,NA,NA,NA,NA,-1.46808831649214,34.6957962614838,19.4678164095278,NA,NA,NA,NA,NA,NA
