"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.055810546875,35914.7990938406,24,NA,NA,0,TRUE,TRUE,0.272,4.28282923356025,0.811084614164935,4.24151858630504,"MKT","PE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:55,73518.1120097811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.01322030506183,35062.7928827264,67,NA,NA,0,TRUE,TRUE,0.57,3.84271995390381,0.789274600046767,4.16074837881856,"ME","PE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:57,29782.4975341887,0.431665576963581,1.58854696985196,2.29326095700441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.04512927082033,35879.3244312607,49,NA,NA,0,TRUE,TRUE,0.39,4.87578587391768,0.833558754445794,4.51012692184397,"IA","PE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:58,67547.1584060518,NA,NA,NA,0.0788086161141109,5.0401352698585,3.35299620086616,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.787766297265797,29607.8715830656,61,NA,NA,0,FALSE,TRUE,0.527,9.67058925123695,0.122077368480505,4.53843229676311,"ROE","PE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:00,9045.99457516907,NA,NA,NA,NA,NA,NA,1.24426359525827,0.337075130219017,0.308104504283119,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.768758822068608,31258.4093208077,57,NA,NA,0,TRUE,TRUE,0.481,8.94634496751241,1.20237153566904e-13,4.45327584331527,"EG","PE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:01,14269.7150436531,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606470770374511,9.30928513985569,4.40032250345597,NA,NA,NA
"Nelder-Mead5",0.677976838882523,31641.9398286504,73,NA,NA,0,FALSE,TRUE,0.600000000000001,11.0376855970672,0.00180350445193622,6.38032119608585,"Alpha","PE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:04,36475.4696230332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00268304332305384,0.125715607020561,0.0593977876188936
"Nelder-Mead6",0.861328125,4088.47067850807,24,NA,NA,0,TRUE,TRUE,0.209,24.7815054559222,0.000589287080817513,35.3515911219323,"MKT","VC",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:56,24197.344610465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.09467814075106,3522.320487695,77,NA,NA,0,TRUE,TRUE,0.632,3.49577294961317,0,3.6101102648592,"ME","VC",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-07-04 12:15:58,21156.4764705637,-1.61195079873651,15.7719704768005,7.44382530941504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.02585457351935,3659.5810485395,69,NA,NA,0,TRUE,TRUE,0.596,29.2631328757222,0,59.0631630958408,"IA","VC",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:01,17541.0842696759,NA,NA,NA,-1.40961591470538,184.366772370467,317.966201880464,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",0.9921648153667,4057.30869287517,59,NA,NA,0,TRUE,TRUE,0.517000000000001,7.32764346848677,0.0591626454288654,4.05000614254288,"ROE","VC",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-07-04 12:16:04,20088.5449016357,NA,NA,NA,NA,NA,NA,-0.432711572794667,5.61813764191338,6.55210676599654,NA,NA,NA,NA,NA,NA
