"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.68125,31462.8122415879,28,NA,NA,0,TRUE,TRUE,0.342,0.248832884673836,0.865389685086429,0.166574364547231,"MKT","PE",180,0,12,"2009","FW_VYP","L2_Lasso","linear",2020-07-04 12:17:07,122691.044332433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.68952114876733,19739.5987873331,63,NA,NA,0,TRUE,TRUE,0.805,0.546260355691855,0.00035905778777201,0.445941635485329,"ME","PE",180,0,12,"2009","FW_VYP","L2_Lasso","linear",2020-07-04 12:17:09,76744.3944483861,1.29809720567583,2.8123673304567,2.85541573976979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.59093894265766,24401.636124478,65,NA,NA,0,TRUE,TRUE,0.682999999999999,0.615603070855579,0.604624297574254,0.527074006280316,"IA","PE",180,0,12,"2009","FW_VYP","L2_Lasso","linear",2020-07-04 12:17:11,72166.5128895267,NA,NA,NA,1.17943486875761,1.08852990596437,1.19979628749714,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.57614468307991,23731.0687670348,61,NA,NA,0,TRUE,TRUE,0.665999999999999,0.290108445473623,0.938345171958959,0.209423391917469,"ROE","PE",180,0,12,"2009","FW_VYP","L2_Lasso","linear",2020-07-04 12:17:13,200340.34335357,NA,NA,NA,NA,NA,NA,0.900736657506446,0.452663317953507,0.223277033382795,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.48296310424014,22870.8910269017,73,NA,NA,0,TRUE,TRUE,0.729,0.415256737491112,0.878213996527592,0.308612489751338,"EG","PE",180,0,12,"2009","FW_VYP","L2_Lasso","linear",2020-07-04 12:17:15,162706.668219455,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.614053944361133,1.04407931339459,0.559047484558936,NA,NA,NA
"Nelder-Mead5",0.999462735880792,18246.1923204049,73,NA,NA,0,FALSE,FALSE,0.728,17.4731858008956,0.999955172995568,12.865963777101,"Alpha","PE",180,0,12,"2009","FW_VYP","L2_Lasso","linear",2020-07-04 12:17:17,77749.6224638647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00448284331441862,0.0180896208780181,0.0137478790838673
"Nelder-Mead6",0.158984374999999,6654.34280699318,28,NA,NA,0,TRUE,TRUE,0.331,9.27565818771228,6.10622663543836e-15,13.3620717117077,"MKT","VC",180,0,12,"2009","FW_VYP","L2_Lasso","linear",2020-07-04 12:17:07,29290.7015804436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.08134581283271,4196.29883405955,57,NA,NA,0,TRUE,TRUE,0.55,8.98567016602792,4.41847788723582e-06,5.80145526738595,"ME","VC",180,0,12,"2009","FW_VYP","L2_Lasso","linear",2020-07-04 12:17:11,5788.78996540388,-1.30853910210626,3.63829074246946,2.04214976933391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",0.789060808088145,4453.96913345054,95,NA,NA,0,TRUE,TRUE,0.983,52.0490235093381,0,32.4020399800504,"IA","VC",180,0,12,"2009","FW_VYP","L2_Lasso","linear",2020-07-04 12:17:15,7856.00398844041,NA,NA,NA,-1.84259311656829,29.2664290153146,18.746203540875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.72532675949078,4101.07919146801,113,NA,NA,0,TRUE,TRUE,1.129,3.88143684538589,2.32447394665769e-12,2.45998915241903,"ROE","VC",180,0,12,"2009","FW_VYP","L2_Lasso","linear",2020-07-04 12:17:19,9823.3036023139,NA,NA,NA,NA,NA,NA,-1.45022645946088,3.79048992572194,2.26533700313371,NA,NA,NA,NA,NA,NA
