"","Weighting","Inference","MKT","SE.MKT","SE.MKT.indep","Coef","SE.Coef","SE.Coef.indep"
"sum.abs","FW_2011","asymptotic",0.708390126277778,9.994001475,7.20190902777778,0.714005266611111,6.07873396222222,7.73109945
