"";"MKT";"HML";"SMB";"HDY";"QLT";"MOM";"ESG";"LOV";"type";"ensemble"
"1";1,18778292399898;0,598491240903696;0;0;0;0;0;0;"Inf";"Ensemble1"
"2";0,857748345936423;0;0,465961907592392;0;0;0;0;0;"Inf";"Ensemble2"
"3";1,09559804052761;0;0;1,01093580618009;0;0;0;0;"Inf";"Ensemble3"
"4";-0,127525228777168;0;0;0;4,06125604733958;0;0;0;"Inf";"Ensemble4"
"5";0,5382318443868;0;0;0;0;1,62912617657252;0;0;"Inf";"Ensemble5"
"6";1,00917688269905;0;0;0;0;0;-6,88092518495125;0;"Inf";"Ensemble6"
"7";0,918223134099438;0;0;0;0;0;0;0,675618294790855;"Inf";"Ensemble7"
"8";1,15846742184738;0,550525064284512;0;0;0;0;0;0;"Inf";"Ensemble8"
"9";0,854944405595472;0;0,439951375287228;0;0;0;0;0;"Inf";"Ensemble9"
"10";1,07416881677234;0;0;0,943517378962463;0;0;0;0;"Inf";"Ensemble10"
"11";-0,167308170560376;0;0;0;4,35502003462183;0;0;0;"Inf";"Ensemble11"
"12";0,557797415103999;0;0;0;0;1,52446705351191;0;0;"Inf";"Ensemble12"
"13";0,981950781268864;0;0;0;0;0;-6,02519661218889;0;"Inf";"Ensemble13"
"14";0,908459896637253;0;0;0;0;0;0;0,651163251453992;"Inf";"Ensemble14"
"15";1,17427192180801;0,577942526588112;0;0;0;0;0;0;"Inf";"Ensemble15"
"16";0,85227793288301;0;0,437270303670766;0;0;0;0;0;"Inf";"Ensemble16"
"17";1,07498701356308;0;0;0,961456737505432;0;0;0;0;"Inf";"Ensemble17"
"18";-0,190028860158545;0;0;0;4,53410603101429;0;0;0;"Inf";"Ensemble18"
"19";0,581873568482865;0;0;0;0;1,44099496734779;0;0;"Inf";"Ensemble19"
"20";0,979328230026847;0;0;0;0;0;-5,85801006410575;0;"Inf";"Ensemble20"
"21";0,903898006448035;0;0;0;0;0;0;0,661807861773389;"Inf";"Ensemble21"
"22";1,19417179735961;0,602566569568835;0;0;0;0;0;0;"Inf";"Ensemble22"
"23";0,855914877208812;0;0,457868241844403;0;0;0;0;0;"Inf";"Ensemble23"
"24";1,08679157648257;0;0;0,996357846341016;0;0;0;0;"Inf";"Ensemble24"
"25";-0,190186668693003;0;0;0;4,54296558262123;0;0;0;"Inf";"Ensemble25"
"26";0,590323877173134;0;0;0;0;1,42872883723533;0;0;"Inf";"Ensemble26"
"27";0,989687808182487;0;0;0;0;0;-6,04000245828691;0;"Inf";"Ensemble27"
"28";0,907194130802782;0;0;0;0;0;0;0,674982842402096;"Inf";"Ensemble28"
"29";1,19430604362519;0,602737731638278;0;0;0;0;0;0;"Inf";"Ensemble29"
"30";0,855926740201732;0;0,457649863854522;0;0;0;0;0;"Inf";"Ensemble30"
"31";1,0865562091265;0;0;0,99530754810894;0;0;0;0;"Inf";"Ensemble31"
"32";-0,191740739469963;0;0;0;4,55549947253211;0;0;0;"Inf";"Ensemble32"
"33";0,590362214636577;0;0;0;0;1,42879954240078;0;0;"Inf";"Ensemble33"
"34";0,989703241568701;0;0;0;0;0;-6,04178001566238;0;"Inf";"Ensemble34"
"35";0,907184579963576;0;0;0;0;0;0;0,675399358969344;"Inf";"Ensemble35"
"36";1,24149459537068;0,566439052716912;0;0;0;0;0;0;"Inf";"Ensemble36"
"37";0,99652646104522;0;0,389927908311762;0;0;0;0;0;"Inf";"Ensemble37"
"38";1,17039687449635;0;0;0,732545199841689;0;0;0;0;"Inf";"Ensemble38"
"39";-0,0725402795374542;0;0;0;3,75067013706815;0;0;0;"Inf";"Ensemble39"
"40";0,477855111052557;0;0;0;0;1,99643807711416;0;0;"Inf";"Ensemble40"
"41";0,947905275949256;0;0;0;0;0;-7,56490243269673;0;"Inf";"Ensemble41"
"42";0,933908076559239;0;0;0;0;0;0;0,96393411330121;"Inf";"Ensemble42"
"43";1,21499987624759;0,494283707832817;0;0;0;0;0;0;"Inf";"Ensemble43"
"44";0,996526553997347;0;0,389927575498333;0;0;0;0;0;"Inf";"Ensemble44"
"45";1,17039607967983;0;0;0,732537321419811;0;0;0;0;"Inf";"Ensemble45"
"46";-0,124810953409528;0;0;0;4,13245113415905;0;0;0;"Inf";"Ensemble46"
"47";0,495427245927399;0;0;0;0;1,89996142524213;0;0;"Inf";"Ensemble47"
"48";0,947906529827453;0;0;0;0;0;-7,5647128492735;0;"Inf";"Ensemble48"
"49";0,933908060875456;0;0;0;0;0;0;0,963934150058141;"Inf";"Ensemble49"
"50";1,2414965119671;0,566444691244269;0;0;0;0;0;0;"Inf";"Ensemble50"
"51";0,996526639874688;0;0,38992721202553;0;0;0;0;0;"Inf";"Ensemble51"
"52";1,20200400530948;0;0;1,0269131058278;0;0;0;0;"Inf";"Ensemble52"
"53";-0,164037630426429;0;0;0;4,46332312742696;0;0;0;"Inf";"Ensemble53"
"54";0,536913611016842;0;0;0;0;1,68099323950639;0;0;"Inf";"Ensemble54"
"55";0,947905623331652;0;0;0;0;0;-7,5648399784853;0;"Inf";"Ensemble55"
"56";0,933908068385858;0;0;0;0;0;0;0,963934190030867;"Inf";"Ensemble56"
"57";1,24149609260732;0,566443516483432;0;0;0;0;0;0;"Inf";"Ensemble57"
"58";0,996526393824009;0;0,389928158638077;0;0;0;0;0;"Inf";"Ensemble58"
"59";1,17898446296775;0;0;0,815800367720952;0;0;0;0;"Inf";"Ensemble59"
"60";-0,178589110784228;0;0;0;4,59897384079131;0;0;0;"Inf";"Ensemble60"
