"";"MKT";"HML";"SMB";"HDY";"QLT";"MOM";"ESG";"LOV";"type";"ensemble"
"1";1,39351586235763;0,994643234299835;0;0;0;0;0;0;"DD";"Ensemble1"
"2";0,713233109743669;0;1,1574880235552;0;0;0;0;0;"DD";"Ensemble2"
"3";1,27243020582259;0;0;2,42520529960332;0;0;0;0;"DD";"Ensemble3"
"4";1,01313566287281;0;0;0;0,172936901694629;0;0;0;"DD";"Ensemble4"
"5";1,33721554055961;0;0;0;0;-0,987438135441744;0;0;"DD";"Ensemble5"
"6";1,09782754665195;0;0;0;0;0;8,50700576102901;0;"DD";"Ensemble6"
"7";1,04914691643397;0;0;0;0;0;0;0,823315211644518;"DD";"Ensemble7"
"8";1,41081220397482;1,02141878303242;0;0;0;0;0;0;"DD";"Ensemble8"
"9";0,69977812906013;0;1,17678599533679;0;0;0;0;0;"DD";"Ensemble9"
"10";1,27520226263489;0;0;2,48922133626054;0;0;0;0;"DD";"Ensemble10"
"11";1,03932872450823;0;0;0;0,140420694609929;0;0;0;"DD";"Ensemble11"
"12";1,36830447184912;0;0;0;0;-1,04174684268655;0;0;"DD";"Ensemble12"
"13";1,13160092089334;0;0;0;0;0;10,1230771375417;0;"DD";"Ensemble13"
"14";1,06061141929131;0;0;0;0;0;0;0,694055150617533;"DD";"Ensemble14"
"15";1,44665137439767;1,10948527344052;0;0;0;0;0;0;"DD";"Ensemble15"
"16";0,677387201478453;0;1,21244066825558;0;0;0;0;0;"DD";"Ensemble16"
"17";1,27610251605279;0;0;2,54184830689179;0;0;0;0;"DD";"Ensemble17"
"18";1,08284862313885;0;0;0;0,0912644868600182;0;0;0;"DD";"Ensemble18"
"19";1,40640163957724;0;0;0;0;-1,06826412652154;0;0;"DD";"Ensemble19"
"20";1,16044379102569;0;0;0;0;0;10,0819254660075;0;"DD";"Ensemble20"
"21";1,07003405994083;0;0;0;0;0;0;0,72260729492109;"DD";"Ensemble21"
"22";1,44330017572227;1,10890820600914;0;0;0;0;0;0;"DD";"Ensemble22"
"23";0,674869554764236;0;1,21348006428394;0;0;0;0;0;"DD";"Ensemble23"
"24";1,27370175564635;0;0;2,53179513339626;0;0;0;0;"DD";"Ensemble24"
"25";1,08140613588039;0;0;0;0,0933948139077984;0;0;0;"DD";"Ensemble25"
"26";1,39777996247285;0;0;0;0;-1,04649131682236;0;0;"DD";"Ensemble26"
"27";1,15838914068797;0;0;0;0;0;10,019844543159;0;"DD";"Ensemble27"
"28";1,06720168980467;0;0;0;0;0;0;0,737154473497625;"DD";"Ensemble28"
"29";1,44207103264157;1,11752156739423;0;0;0;0;0;0;"DD";"Ensemble29"
"30";0,675796419702796;0;1,209736837666;0;0;0;0;0;"DD";"Ensemble30"
"31";1,27085191040068;0;0;2,51208385056354;0;0;0;0;"DD";"Ensemble31"
"32";1,07896867680247;0;0;0;0,0906790269102202;0;0;0;"DD";"Ensemble32"
"33";1,39280467582212;0;0;0;0;-1,04710122708639;0;0;"DD";"Ensemble33"
"34";1,15520654249715;0;0;0;0;0;10,0628631265563;0;"DD";"Ensemble34"
"35";1,06402136876459;0;0;0;0;0;0;0,766021563300637;"DD";"Ensemble35"
"36";1,27127661788216;1,03792104219095;0;0;0;0;0;0;"DD";"Ensemble36"
"37";0,780904669725291;0;1,2392623514882;0;0;0;0;0;"DD";"Ensemble37"
"38";1,27450065663326;0;0;2,30933449694369;0;0;0;0;"DD";"Ensemble38"
"39";0,658568008915898;0;0;0;0,35822811786798;0;0;0;"DD";"Ensemble39"
"40";1,09741187713486;0;0;0;0;-0,788675078925343;0;0;"DD";"Ensemble40"
"41";0,849254009469638;0;0;0;0;0;8,54819418035574;0;"DD";"Ensemble41"
"42";0,843336642646323;0;0;0;0;0;0;1,04293548832975;"DD";"Ensemble42"
"43";1,26071335518359;1,0252878351353;0;0;0;0;0;0;"DD";"Ensemble43"
"44";0,780905056436931;0;1,23926157709513;0;0;0;0;0;"DD";"Ensemble44"
"45";1,27783960922272;0;0;2,31882390194565;0;0;0;0;"DD";"Ensemble45"
"46";0,658568481728435;0;0;0;0,358227784173122;0;0;0;"DD";"Ensemble46"
"47";1,11994866568192;0;0;0;0;-0,852840846438818;0;0;"DD";"Ensemble47"
"48";0,860343913143956;0;0;0;0;0;9,7466538517579;0;"DD";"Ensemble48"
"49";0,843336733496375;0;0;0;0;0;0;1,04293561415022;"DD";"Ensemble49"
"50";1,29544968069343;1,06664091301911;0;0;0;0;0;0;"DD";"Ensemble50"
"51";0,780905057340175;0;1,23926172429481;0;0;0;0;0;"DD";"Ensemble51"
"52";1,26921204612448;0;0;2,29429231863441;0;0;0;0;"DD";"Ensemble52"
"53";0,65856729310103;0;0;0;0,358229728784265;0;0;0;"DD";"Ensemble53"
"54";1,00500080796735;0;0;0;0;-1,06263495194945;0;0;"DD";"Ensemble54"
"55";0,865511310435538;0;0;0;0;0;10,190392147769;0;"DD";"Ensemble55"
"56";0,84319037935896;0;0;0;0;0;0;1,03691595398034;"DD";"Ensemble56"
"57";1,29545889264386;1,06665167708117;0;0;0;0;0;0;"DD";"Ensemble57"
"58";0,780905152448162;0;1,23926138097654;0;0;0;0;0;"DD";"Ensemble58"
"59";1,20305587193637;0;0;2,10490257401292;0;0;0;0;"DD";"Ensemble59"
"60";0,658567302820007;0;0;0;0,358229560821578;0;0;0;"DD";"Ensemble60"
"61";1,00639123150239;0;0;0;0;-1,0658794062929;0;0;"DD";"Ensemble61"
"62";0,868606228250826;0;0;0;0;0;10,4348686645529;0;"DD";"Ensemble62"
"63";0,84333643106679;0;0;0;0;0;0;1,04293313792781;"DD";"Ensemble63"
"64";1,29545994006933;1,06665302768424;0;0;0;0;0;0;"DD";"Ensemble64"
"65";0,780905008537135;0;1,23926189912738;0;0;0;0;0;"DD";"Ensemble65"
"66";1,18313601915151;0;0;2,04743028017458;0;0;0;0;"DD";"Ensemble66"
"67";0,658572356223746;0;0;0;0,358220192960919;0;0;0;"DD";"Ensemble67"
"68";1,00562548964932;0;0;0;0;-1,06409539464411;0;0;"DD";"Ensemble68"
"69";0,87055025528213;0;0;0;0;0;10,581717409921;0;"DD";"Ensemble69"
"70";0,843336469640048;0;0;0;0;0;0;1,04293464658658;"DD";"Ensemble70"
