"";"MKT";"HML";"SMB";"HDY";"QLT";"MOM";"ESG";"LOV";"type";"ensemble"
"1";0,748994094507361;-0,0105149033352063;0;0;0;0;0;0;"MEZZ";"Ensemble1"
"2";0,730906563649705;0;0,84597475131908;0;0;0;0;0;"MEZZ";"Ensemble2"
"3";0,932510487686698;0;0;0,759866077621751;0;0;0;0;"MEZZ";"Ensemble3"
"4";0,534473832500208;0;0;0;0,808432744693884;0;0;0;"MEZZ";"Ensemble4"
"5";0,817058490744974;0;0;0;0;-0,355816849070891;0;0;"MEZZ";"Ensemble5"
"6";0,699345988389075;0;0;0;0;0;2,8659561864142;0;"MEZZ";"Ensemble6"
"7";0,911173529021471;0;0;0;0;0;0;0,936825892092384;"MEZZ";"Ensemble7"
"8";0,726156446900358;-0,0494513300782386;0;0;0;0;0;0;"MEZZ";"Ensemble8"
"9";0,720252993502795;0;0,857485440777144;0;0;0;0;0;"MEZZ";"Ensemble9"
"10";0,915694627152515;0;0;0,743366249681185;0;0;0;0;"MEZZ";"Ensemble10"
"11";0,534641212678047;0;0;0;0,815804682339609;0;0;0;"MEZZ";"Ensemble11"
"12";0,822556750805551;0;0;0;0;-0,423137948992337;0;0;"MEZZ";"Ensemble12"
"13";0,684413111793124;0;0;0;0;0;3,72805325490512;0;"MEZZ";"Ensemble13"
"14";0,909269088070026;0;0;0;0;0;0;0,977232088158917;"MEZZ";"Ensemble14"
"15";0,714389370467655;-0,0664534789498378;0;0;0;0;0;0;"MEZZ";"Ensemble15"
"16";0,712269993904654;0;0,869506811143079;0;0;0;0;0;"MEZZ";"Ensemble16"
"17";0,91046533765766;0;0;0,765893946288997;0;0;0;0;"MEZZ";"Ensemble17"
"18";0,531809382546407;0;0;0;0,836428138665872;0;0;0;"MEZZ";"Ensemble18"
"19";0,827978632308076;0;0;0;0;-0,506813924844028;0;0;"MEZZ";"Ensemble19"
"20";0,669947143485479;0;0;0;0;0;4,56490259461061;0;"MEZZ";"Ensemble20"
"21";0,924404225538804;0;0;0;0;0;0;1,06696743518302;"MEZZ";"Ensemble21"
"22";0,705645420703797;-0,0748601281230524;0;0;0;0;0;0;"MEZZ";"Ensemble22"
"23";0,710348878288647;0;0,874364604455456;0;0;0;0;0;"MEZZ";"Ensemble23"
"24";0,913578020841578;0;0;0,812646512353013;0;0;0;0;"MEZZ";"Ensemble24"
"25";0,533273195001356;0;0;0;0,83459010334426;0;0;0;"MEZZ";"Ensemble25"
"26";0,825712093422253;0;0;0;0;-0,553015471434726;0;0;"MEZZ";"Ensemble26"
"27";0,656824098007321;0;0;0;0;0;5,31640526464734;0;"MEZZ";"Ensemble27"
"28";0,933857969742665;0;0;0;0;0;0;1,11574657457155;"MEZZ";"Ensemble28"
"29";0,719183919478732;-0,039901022106977;0;0;0;0;0;0;"MEZZ";"Ensemble29"
"30";0,709225518445302;0;0,873061236610796;0;0;0;0;0;"MEZZ";"Ensemble30"
"31";0,91770403455488;0;0;0,831151370703305;0;0;0;0;"MEZZ";"Ensemble31"
"32";0,547635227795092;0;0;0;0,770481874543347;0;0;0;"MEZZ";"Ensemble32"
"33";0,830813152666914;0;0;0;0;-0,584752360932535;0;0;"MEZZ";"Ensemble33"
"34";0,654335050265365;0;0;0;0;0;5,41089907756069;0;"MEZZ";"Ensemble34"
"35";0,932028258582855;0;0;0;0;0;0;1,10414469073538;"MEZZ";"Ensemble35"
"36";0,783190359666234;0,182441664680265;0;0;0;0;0;0;"MEZZ";"Ensemble36"
"37";0,782283493272395;0;0,919303761193567;0;0;0;0;0;"MEZZ";"Ensemble37"
"38";0,854107500350016;0;0;0,529196652864891;0;0;0;0;"MEZZ";"Ensemble38"
"39";0,307630455901368;0;0;0;1,28257731175865;0;0;0;"MEZZ";"Ensemble39"
"40";0,718330236840515;0;0;0;0;-0,307791296462767;0;0;"MEZZ";"Ensemble40"
"41";0,617978886940396;0;0;0;0;0;0,677883584033724;0;"MEZZ";"Ensemble41"
"42";0,960437611053461;0;0;0;0;0;0;0,928358910107271;"MEZZ";"Ensemble42"
"43";0,783189076433257;0,182439773699568;0;0;0;0;0;0;"MEZZ";"Ensemble43"
"44";0,782283453409328;0;0,919303911791807;0;0;0;0;0;"MEZZ";"Ensemble44"
"45";0,805330990906993;0;0;0,405384413169361;0;0;0;0;"MEZZ";"Ensemble45"
"46";0,288748424021726;0;0;0;1,36083588646844;0;0;0;"MEZZ";"Ensemble46"
"47";0,72060056903502;0;0;0;0;-0,443876799135586;0;0;"MEZZ";"Ensemble47"
"48";0,617978592031199;0;0;0;0;0;0,677888164141491;0;"MEZZ";"Ensemble48"
"49";0,960403012090782;0;0;0;0;0;0;0,928258302901283;"MEZZ";"Ensemble49"
"50";0,734259996852576;0,117181024760099;0;0;0;0;0;0;"MEZZ";"Ensemble50"
"51";0,782283353880458;0;0,919303866754938;0;0;0;0;0;"MEZZ";"Ensemble51"
"52";0,761810577773275;0;0;0,29407127540859;0;0;0;0;"MEZZ";"Ensemble52"
"53";0,255787021380929;0;0;0;1,4994510553855;0;0;0;"MEZZ";"Ensemble53"
"54";0,748331291970425;0;0;0;0;-0,602968095667579;0;0;"MEZZ";"Ensemble54"
"55";0,617978408626874;0;0;0;0;0;0,677892132744179;0;"MEZZ";"Ensemble55"
"56";0,838551661122815;0;0;0;0;0;0;0,570610275779699;"MEZZ";"Ensemble56"
"57";0,695906579988245;0,0652923023983032;0;0;0;0;0;0;"MEZZ";"Ensemble57"
"58";0,782283414504733;0;0,919303873182737;0;0;0;0;0;"MEZZ";"Ensemble58"
"59";0,760655928084916;0;0;0,291107302387922;0;0;0;0;"MEZZ";"Ensemble59"
"60";0,240687247474141;0;0;0;1,56381773167579;0;0;0;"MEZZ";"Ensemble60"
"61";0,766281884638631;0;0;0;0;-0,702998780972348;0;0;"MEZZ";"Ensemble61"
"62";0,592318806477242;0;0;0;0;0;1,27122559777342;0;"MEZZ";"Ensemble62"
"63";0,838549049445326;0;0;0;0;0;0;0,570602064639302;"MEZZ";"Ensemble63"
"64";0,712534242995046;0,0878678941835983;0;0;0;0;0;0;"MEZZ";"Ensemble64"
"65";0,782283503269587;0;0,919303742844349;0;0;0;0;0;"MEZZ";"Ensemble65"
"66";0,760652047189923;0;0;0,291096936782192;0;0;0;0;"MEZZ";"Ensemble66"
"67";0,262011435483946;0;0;0;1,47307731116316;0;0;0;"MEZZ";"Ensemble67"
"68";0,773115106684356;0;0;0;0;-0,740496361157457;0;0;"MEZZ";"Ensemble68"
"69";0,566735498663091;0;0;0;0;0;1,88251506656534;0;"MEZZ";"Ensemble69"
"70";0,83854920354306;0;0;0;0;0;0;0,570603088305595;"MEZZ";"Ensemble70"
