"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.0498046875,32.8575757946376,24,NA,NA,0,TRUE,TRUE,0.226,0.959103141455037,0.961901273431535,1.10725874233172,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:09,32.8575757946376,NA,NA,NA
"Nelder-Mead1",1.61891756780456,24.0202920456819,105,NA,NA,0,FALSE,TRUE,1.124,11.5788859447851,7.06479319489972e-12,4.01771803331582,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:13,24.0202920456819,-0.00342164355835077,0.105247842758669,0.0366232312580883
"Nelder-Mead2",0.79912109375,42.3472950123403,26,NA,NA,0,TRUE,TRUE,0.223,1.22098228242426,0.806247699908901,1.03766965531264,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:11,42.3472950123403,NA,NA,NA
"Nelder-Mead11",0.855555029907433,42.2622518463547,71,NA,NA,0,TRUE,TRUE,0.714,1.18138363157217,0.985547447808369,0.726734438427803,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:16,42.2622518463547,-0.000440176262943921,0.0299103558243372,0.0112218596792869
"Nelder-Mead3",0.8578125,23.6873416207468,22,NA,NA,0,TRUE,TRUE,0.19,1.23242610771594,0.860894522406709,1.15539552315176,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:10,23.6873416207468,NA,NA,NA
"Nelder-Mead12",1.14632044725505,21.8484181215041,71,NA,NA,0,FALSE,TRUE,0.789,0.386340776276334,0.998403422867709,0.153809335236302,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:13,21.8484181215041,-0.00210971021466395,0.000502736116901367,0.000270624290822391
"Nelder-Mead4",0.71865234375,30.1589303850247,26,NA,NA,0,TRUE,TRUE,0.263,0.366997942962311,0.917761374282859,0.734917129048757,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:22,30.1589303850247,NA,NA,NA
"Nelder-Mead13",0.570096394481639,29.8205536887018,75,NA,NA,0,FALSE,TRUE,0.773,0.173602652924089,0.997218895612893,0.0728947539941597,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:26,29.8205536887018,0.00112407894615619,0.000254911727737111,0.000341849894817636
"Nelder-Mead5",0.8892578125,36.1269266056775,24,NA,NA,0,TRUE,TRUE,0.289,1.04670001765945,0.907720819284365,1.49819224283544,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:21,36.1269266056775,NA,NA,NA
"Nelder-Mead14",1.71194239238652,25.539430851556,95,NA,NA,0,FALSE,TRUE,1.024,0.699230194537052,0.883527768900275,0.265467646497214,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:24,25.539430851556,-0.00485914121580191,0.033725949000918,0.0121976696425108
"Nelder-Mead6",1.084765625,39.2029195562189,24,NA,NA,0,TRUE,TRUE,0.228000000000002,0.692076199682143,0.953219517426274,0.371844470640006,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:22,39.2029195562189,NA,NA,NA
"Nelder-Mead15",1.07614121870278,39.2003548557192,61,NA,NA,0,TRUE,TRUE,0.636999999999999,1.21470510880607,0.99573213503392,0.630457228532615,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:24,39.2003548557192,6.33035147188821e-05,0.0212340893957292,0.00893681709145699
"Nelder-Mead7",0.853125,28.4684290466242,26,NA,NA,0,TRUE,TRUE,0.255000000000001,0.796243453315765,0.90690105677382,0.810113657352399,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:28,28.4684290466242,NA,NA,NA
"Nelder-Mead16",1.15917811004466,26.4971292705827,73,NA,NA,0,FALSE,TRUE,0.715999999999999,1.65145570397318,0.966027577199788,0.720051513681411,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:30,26.4971292705827,-0.00203263085054388,0.0210482756892846,0.00772868487222405
"Nelder-Mead8",1.125390625,59.2384144021581,22,NA,NA,0,TRUE,TRUE,0.209000000000001,0.506036201209673,0.949406424919605,1.01862380973185,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-26 14:17:27,59.2384144021581,NA,NA,NA
