"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.2375,0.436646584606303,20,NA,NA,0,TRUE,TRUE,6.054,0.33714576315819,0.93617989754181,0.31135396438217,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 19:52:57,0.436646584606303,NA,NA,NA
"Nelder-Mead1",9.83735351562509,0.105830052449091,25,NA,NA,0,TRUE,FALSE,8.322,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 19:56:57,0.105830052449091,44.970263671875,NA,NA
"Nelder-Mead2",1.844921875,0.773764975170294,26,NA,NA,0,TRUE,TRUE,7.769,0.789559891127204,0.504697770244495,0.212345158369944,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .51",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 19:53:04,0.773764975170294,NA,NA,NA
"Nelder-Mead11",9.83735351562509,0.105178419846759,25,NA,NA,0,TRUE,TRUE,8.594,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .51",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 19:57:12,0.105178419846759,44.970263671875,NA,NA
"Nelder-Mead3",1.084765625,0.687849974229015,18,NA,NA,0,TRUE,TRUE,5.35,0.527537855823096,0.964332822585155,0.179664676507656,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .52",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 19:52:55,0.687849974229015,NA,NA,NA
"Nelder-Mead12",9.83735351562509,0.109430343147955,25,NA,NA,0,TRUE,TRUE,8.531,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .52",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 19:57:09,0.109430343147955,44.970263671875,NA,NA
"Nelder-Mead4",1.6640625,0.529735154212487,28,NA,NA,0,TRUE,TRUE,8.40299999999999,0.462093940080653,0.75895050196635,0.276484957750423,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .53",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 19:59:40,0.529735154212487,NA,NA,NA
"Nelder-Mead13",9.83735351562509,0.108742815861569,25,NA,NA,0,TRUE,TRUE,8.173,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .53",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 20:02:43,0.108742815861569,44.970263671875,NA,NA
"Nelder-Mead5",1.412890625,0.377340025509637,26,NA,NA,0,TRUE,TRUE,7.833,1.08574132909067,0.653942173333026,0.598902726903694,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .54",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 19:59:38,0.377340025509637,NA,NA,NA
"Nelder-Mead14",9.83735351562509,0.107470926307461,25,NA,NA,0,TRUE,TRUE,8.25,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .54",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 20:02:53,0.107470926307461,44.970263671875,NA,NA
