"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",0.8224609375,28.086623209152,24,NA,NA,0,TRUE,TRUE,0.2,0.832679406410063,0.882474469601476,0.776182366476301,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:26,28.086623209152,NA,NA,NA
"Nelder-Mead1",0.848327203414089,28.069301865601,97,NA,NA,0,FALSE,TRUE,1.07,0.908873493377282,0.990544708544897,0.773453436290159,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:35,28.069301865601,-0.000366624988334925,0.035988555483509,0.0135317291707669
"Nelder-Mead2",0.9162109375,16.3837640028654,24,NA,NA,0,TRUE,TRUE,0.185,2.33698953677375,0.844755624704473,1.98460344091415,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:26,16.3837640028654,NA,NA,NA
"Nelder-Mead11",1.0391738209637,15.6040322930867,53,NA,NA,0,FALSE,TRUE,0.497,0.0874995920985123,0.999994125659364,0.0502103210601638,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:29,15.6040322930867,-0.00129826187549042,0.000121522346840289,0.000235275136578091
"Nelder-Mead3",0.9375,17.4121181132825,22,NA,NA,0,TRUE,TRUE,0.191,1.1549684270097,0.942454263153665,1.63229260127806,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:26,17.4121181132825,NA,NA,NA
"Nelder-Mead12",1.25119824121211,12.6798080420396,77,NA,NA,0,FALSE,TRUE,0.725,2.06787413954769,0.873880217705569,1.35376698522625,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:30,12.6798080420396,-0.00280594499317992,0.0698543896451615,0.027689847876119
"Nelder-Mead4",0.8419921875,24.027473870928,26,NA,NA,0,TRUE,TRUE,0.279,1.56389404580586,0.804825047210176,2.27686233857167,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:37,24.027473870928,NA,NA,NA
"Nelder-Mead13",1.03262647021218,22.923216281689,67,NA,NA,0,FALSE,TRUE,0.725,3.80405372099015,0.992325019093742,1.79828359840999,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:40,22.923216281689,-0.00223493121506131,0.00932815666877704,0.0048704067794984
"Nelder-Mead5",0.90986328125,18.8127088565538,26,NA,NA,0,TRUE,TRUE,0.281000000000001,3.00945783117279,0.78618902763798,2.33873232818798,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:38,18.8127088565538,NA,NA,NA
"Nelder-Mead14",0.895899396006627,18.8056946315165,63,NA,NA,0,FALSE,TRUE,0.601000000000001,2.81105736408413,0.958086080520021,2.4191672314427,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:42,18.8056946315165,0.000149180280267247,0.0900545567674195,0.038945758607586
"Nelder-Mead6",1.04130859375,28.7785781139457,22,NA,NA,0,TRUE,TRUE,0.209,15.0572622110519,0.533945597866356,11.7739259345237,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:40,28.7785781139457,NA,NA,NA
"Nelder-Mead15",1.3730654106741,26.3104900547293,69,NA,NA,0,FALSE,TRUE,0.685,0.78367893119439,0.958126331746507,0.537924070941121,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:42,26.3104900547293,-0.00426421643423965,0.0392767621006432,0.0133946297211189
"Nelder-Mead7",1.128125,41.4240831100837,16,NA,NA,0,TRUE,TRUE,0.136000000000001,3.16720181709384,0.6848912246505,6.58939668418094,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:42,41.4240831100837,NA,NA,NA
"Nelder-Mead16",1.31644081905724,30.2780290506792,57,NA,NA,0,FALSE,TRUE,0.608000000000001,0.662855648394367,0.978164956157851,0.317335976079719,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:45,30.2780290506792,-0.0146612738586555,0.025926040284029,0.00873858355596742
"Nelder-Mead8",1.0349609375,24.4043274302419,20,NA,NA,0,TRUE,TRUE,0.159000000000001,1.02943942946281,0.971290199032144,1.36339554004934,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:46,24.4043274302419,NA,NA,NA
"Nelder-Mead17",1.17266843454786,23.737541965376,77,NA,NA,0,FALSE,TRUE,0.697000000000001,0.807769596522168,0.99031062165253,0.951636204509571,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",300,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 16:26:48,23.737541965376,-0.00165031117949184,0.0690384547789728,0.0229154594581611
