"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.884375,0.458108539836703,28,NA,NA,0,TRUE,TRUE,8.234,1.07846580264339,0.340200992402424,0.369026456640263,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:21:35,0.458108539836703,NA,NA,NA
"Nelder-Mead1",9.83735351562509,0.110651479888155,25,NA,NA,0,TRUE,TRUE,7.481,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:23:46,0.110651479888155,44.970263671875,NA,NA
"Nelder-Mead2",1.01796875,0.872660549119591,20,NA,NA,0,TRUE,TRUE,5.9,0.2334734833764,0.996652703242069,0.265597341214315,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:21:31,0.872660549119591,NA,NA,NA
"Nelder-Mead11",-7.83735351562503,0.111747483195361,27,NA,NA,0,TRUE,FALSE,8.084,386.585420650652,0,32.0417659712373,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:23:46,0.111747483195361,53.8076171875,2.91899967959932,0.241938520201875
"Nelder-Mead3",1.661328125,0.714222001027099,28,NA,NA,0,TRUE,TRUE,8.288,0.504391518159782,0.738705344638246,0.236423994812287,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .11",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:21:35,0.714222001027099,NA,NA,NA
"Nelder-Mead12",9.83735351562509,0.104343183780243,25,NA,NA,0,TRUE,FALSE,7.456,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .11",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:23:47,0.104343183780243,44.970263671875,NA,NA
"Nelder-Mead4",1.6904296875,0.495599200283448,28,NA,NA,0,TRUE,TRUE,9.316,0.668864798040632,0.644221800760099,0.200278236295812,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .12",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:27:46,0.495599200283448,NA,NA,NA
"Nelder-Mead13",9.83735351562509,0.107761310318195,25,NA,NA,0,TRUE,TRUE,7.20399999999999,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .12",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:30:20,0.107761310318195,44.970263671875,NA,NA
"Nelder-Mead5",0.975,0.830924151109709,20,NA,NA,0,TRUE,TRUE,6.113,0.30232176470975,0.993969610701997,0.222399514463726,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .13",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:29:13,0.830924151109709,NA,NA,NA
"Nelder-Mead14",-7.83735351562503,0.108050913927071,27,NA,NA,0,TRUE,TRUE,8.944,1038.18286155399,0,84.8693635203122,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .13",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:32:11,0.108050913927071,53.8076171875,5.94545937772287,0.486029361405493
