"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",0.9333984375,10.7456912467033,22,NA,NA,0,TRUE,TRUE,0.205,1.01322852088196,0.946197511517131,1.46288225662347,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:47:22,10.7456912467033,NA,NA,NA
"Nelder-Mead1",1.28963796443693,9.83528195296422,87,NA,NA,0,FALSE,TRUE,0.731,0.475606989468793,0.99055650662018,0.660230479941618,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:47:24,9.83528195296422,-0.0020698499078355,0.00195296855315845,0.00109963055423725
"Nelder-Mead2",1.0984375,14.3428915958312,20,NA,NA,0,TRUE,TRUE,0.174,0.691059743214307,0.945764783200622,0.37225428099965,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:47:22,14.3428915958312,NA,NA,NA
"Nelder-Mead11",14.7477783203127,6.69496079155071,27,NA,NA,0,TRUE,FALSE,0.231,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:47:23,6.69496079155071,76.2927490234376,NA,NA
"Nelder-Mead3",1.00498046875,7.1824204998029,22,NA,NA,0,TRUE,TRUE,0.224,0.809357511256916,0.99678375216877,0.825554537080059,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:47:22,7.1824204998029,NA,NA,NA
"Nelder-Mead12",0.89233510689893,7.00123398403584,71,NA,NA,0,FALSE,TRUE,0.612,0.541838393526443,0.998299818956244,1.22394506602729,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:47:25,7.00123398403584,0.000684171865373174,0.00105606833739727,0.00165263323610531
"Nelder-Mead4",1.3203125,14.1964878096104,22,NA,NA,0,TRUE,TRUE,0.194,0.422322370474046,0.892394344308201,0.900704844231113,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:47:24,14.1964878096104,NA,NA,NA
"Nelder-Mead13",14.7477783203127,7.0551399702942,27,NA,NA,0,TRUE,TRUE,0.236,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:47:25,7.0551399702942,76.2927490234376,NA,NA
"Nelder-Mead5",1.1185546875,15.4775068886048,20,NA,NA,0,TRUE,TRUE,0.17,3.20438073240034,0.704023836818701,3.86575713912517,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .105",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:47:25,15.4775068886048,NA,NA,NA
"Nelder-Mead14",14.7477783203127,7.18627163419551,27,NA,NA,0,TRUE,TRUE,0.212,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .105",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:47:26,7.18627163419551,76.2927490234376,NA,NA
