"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",0.96171875,1.05728737587631,18,NA,NA,0,TRUE,TRUE,5.54,0.413676014621944,0.987365200315954,0.219725871655033,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .151",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:11:34,1.05728737587631,NA,NA,NA
"Nelder-Mead1",0.371344747824598,0.934636512924182,71,NA,NA,0,FALSE,TRUE,24.252,6.2282773002544,0.000468801611136493,1.37729781964417,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .151",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:25:17,0.934636512924182,0.00689909722254068,0.000505761707693845,0.000608079806356097
"Nelder-Mead2",1.122265625,0.658831205397786,20,NA,NA,0,TRUE,TRUE,6.043,0.19646049217381,0.980836364580773,0.304338923912778,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .152",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:09:37,0.658831205397786,NA,NA,NA
"Nelder-Mead11",0.75472699663535,0.640233147393016,65,NA,NA,0,FALSE,TRUE,22.224,1.18960084216059,0.958327263125436,0.449561929490953,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .152",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:19:33,0.640233147393016,0.002915522327703,0.00137697849492414,0.00221141861964131
"Nelder-Mead3",1.3671875,0.952338919071852,22,NA,NA,0,TRUE,TRUE,6.658,0.272837409961433,0.920199449830179,0.235686840783056,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .153",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:09:37,0.952338919071852,NA,NA,NA
"Nelder-Mead12",0.79284409439831,0.903763301532389,69,NA,NA,0,FALSE,TRUE,23.448,8.93291015952494,0.180434383043504,4.08742053889391,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .153",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:21:05,0.903763301532389,0.00491529590068449,0.0223786853543871,0.00980380312133845
"Nelder-Mead4",0.84765625,2.18209861564684,20,NA,NA,0,TRUE,TRUE,5.97900000000001,0.287322864014709,0.965086271942579,0.202733313617353,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .154",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:27:46,2.18209861564684,NA,NA,NA
"Nelder-Mead13",-0.427861427863922,1.84067631083395,81,NA,NA,0,FALSE,TRUE,23.956,1.31188623764175,0.172923244654685,0.195548863995345,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .154",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:33:22,1.84067631083395,0.0143443618295301,0.0180201994651033,0.0030404384580171
"Nelder-Mead5",0.920703125,0.789528738081467,22,NA,NA,0,TRUE,TRUE,7.11000000000001,0.234672891055393,0.98515316120191,0.295101365098127,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .155",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:31:32,0.789528738081467,NA,NA,NA
"Nelder-Mead14",0.462841169336875,0.760731507992438,65,NA,NA,0,FALSE,TRUE,17.541,0.23847302227753,0.991827323635222,0.12500396246123,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .155",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:34:59,0.760731507992438,0.00395364631798874,0.00380020684343509,0.00126450297860409
"Nelder-Mead6",0.9234375,0.631261171322693,22,NA,NA,0,TRUE,TRUE,5.566,0.440069888013733,0.973122079971774,0.308317548397515,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .156",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:30:44,0.631261171322693,NA,NA,NA
"Nelder-Mead15",0.664973136780219,0.623842181592181,65,NA,NA,0,TRUE,TRUE,17.963,0.513085344866698,0.985334657811196,0.207219013260061,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .156",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:34:27,0.623842181592181,0.00212153386263587,0.00155197569970648,0.00107922777298841
"Nelder-Mead7",1.21171875,0.905695523544167,20,NA,NA,0,TRUE,TRUE,5.65600000000001,0.211687811050113,0.964252155399589,0.260655809145502,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .157",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:34:51,0.905695523544167,NA,NA,NA
"Nelder-Mead16",0.465312925225861,0.821808037971958,95,NA,NA,0,FALSE,TRUE,25.578,0.226232893793219,0.992707433673647,0.0581479744176361,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .157",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:39:14,0.821808037971958,0.00622959876263594,0.00423914058489662,0.000922489703483452
"Nelder-Mead8",1.09765625,1.10331066931975,18,NA,NA,0,TRUE,TRUE,5.524,0.375500789174632,0.970748129922849,0.259481191919793,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .158",120,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 18:36:14,1.10331066931975,NA,NA,NA
