"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.06025390625,18.1687735364771,22,NA,NA,0,TRUE,TRUE,0.185,0.959226724204256,0.953910202690883,1.10631801455531,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 21:39:40,18.1687735364771,NA,NA,NA
"Nelder-Mead1",1.40117948960111,16.418806547778,69,NA,NA,0,FALSE,TRUE,0.554,26.0742367983356,0,10.5109615322075,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 21:39:42,16.418806547778,-0.00204715118064645,0.0807471232156301,0.037523643452429
"Nelder-Mead2",0.89482421875,28.1183759641362,24,NA,NA,0,TRUE,TRUE,0.18,1.17621012557592,0.901545828852767,1.01811649059888,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 21:39:41,28.1183759641362,NA,NA,NA
"Nelder-Mead11",0.636787548593894,27.0330242216012,65,NA,NA,0,TRUE,TRUE,0.532,1.26820960835336,0.899311825927664,1.31758269449496,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 21:39:45,27.0330242216012,0.00182105387791935,0.0484508474381005,0.0242472956446431
"Nelder-Mead3",0.86083984375,15.4122604589184,24,NA,NA,0,TRUE,TRUE,0.156,1.23312922649525,0.863750076618961,1.15602698119133,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 21:39:41,15.4122604589184,NA,NA,NA
"Nelder-Mead12",0.997079142254201,15.0794843668851,61,NA,NA,0,FALSE,TRUE,0.505,0.281363565428112,0.999999662533798,0.124193856323984,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 21:39:45,15.0794843668851,-0.000945852010252679,0.000307697710381637,0.00027833264616785
"Nelder-Mead4",0.8935546875,21.8887260332253,24,NA,NA,0,TRUE,TRUE,0.169,1.04351401822935,0.911555147821996,1.49482550080779,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 21:39:45,21.8887260332253,NA,NA,NA
"Nelder-Mead13",1.40541855919551,19.5352530971756,71,NA,NA,0,FALSE,TRUE,0.577,0.977618326495406,0.924459987331927,0.374329498564107,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 21:39:47,19.5352530971756,-0.00296488122776282,0.000853743682914027,0.000493289392337657
"Nelder-Mead5",1.13076171875,25.071185584411,22,NA,NA,0,TRUE,TRUE,0.168,0.634888128331805,0.933836381954421,0.434264389179888,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 21:39:46,25.071185584411,NA,NA,NA
"Nelder-Mead14",0.79155646793909,22.4961032082642,71,NA,NA,0,FALSE,TRUE,0.578,0.146476966435755,0.99953405469563,0.0723707163660125,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 21:39:49,22.4961032082642,0.0024520348848169,0.000790409292234917,0.000420660416565086
"Nelder-Mead6",0.91103515625,16.4402199357217,24,NA,NA,0,TRUE,TRUE,0.169,0.800980467316985,0.943191544224649,0.815924740405023,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 21:39:47,16.4402199357217,NA,NA,NA
"Nelder-Mead15",0.916030815392411,16.4397840771652,83,NA,NA,0,FALSE,TRUE,0.561,7.74796477163519,0.809262377145113,3.38358253439569,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 21:39:50,16.4397840771652,-3.33437086779248e-05,0.0815703968316891,0.0326219702904718
