"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.2783203125,88.6895003868777,30,NA,NA,0,TRUE,TRUE,0.382,0.495650475380296,0.526341854760501,0.529879098326969,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:28,88.6895003868777,NA,NA,NA
"Nelder-Mead1",3.23397708363954,30.6084781484272,89,NA,NA,0,FALSE,TRUE,1.003,4.58094486884057,0,1.98338611254672,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:34,30.6084781484272,-0.00443538154314769,0.0658313225046082,0.0278189087652523
"Nelder-Mead2",1.950390625,81.1030702510915,32,NA,NA,0,TRUE,TRUE,0.415,1.12630851141363,0.284424429414132,1.01955139802973,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:28,81.1030702510915,NA,NA,NA
"Nelder-Mead11",2.70639082065462,55.8061486289135,79,NA,NA,0,FALSE,TRUE,0.878,2.51864319887777,9.75990172865648e-05,1.04890789575948,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:34,55.8061486289135,-0.004296892139865,0.0463737772611426,0.0181623304005393
"Nelder-Mead3",1.958203125,50.6282182993523,30,NA,NA,0,TRUE,TRUE,0.392,1.06891788192845,0.305721715083192,1.75109136475481,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:28,50.6282182993523,NA,NA,NA
"Nelder-Mead12",2.72907587363075,32.0368605167995,89,NA,NA,0,FALSE,TRUE,1.01,4.66099068337854,7.88258347483861e-15,1.83458885169412,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:34,32.0368605167995,-0.00451108794266242,0.0699021551791639,0.0277956770086795
"Nelder-Mead4",1.7609375,49.0509329769099,30,NA,NA,0,TRUE,TRUE,0.283,3.36022759005788,0.010560253513392,4.4391762393232,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:43,49.0509329769099,NA,NA,NA
"Nelder-Mead13",2.49742308421849,36.3630361775726,77,NA,NA,0,FALSE,TRUE,0.789,2.58084372396485,0.000571637125035385,1.10897507670995,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:46,36.3630361775726,-0.00400979306106655,0.0400149104733923,0.0163145330671845
"Nelder-Mead5",2.1671875,100.013027530237,28,NA,NA,0,TRUE,TRUE,0.298,1.15371045108856,0.178110248716968,1.68867981688965,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:43,100.013027530237,NA,NA,NA
"Nelder-Mead14",3.44006826975644,41.7278443922794,111,NA,NA,0,FALSE,TRUE,1.121,2.2896934054452,1.66683841507087e-07,1.05595180457871,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:46,41.7278443922794,-0.00551712638417845,0.00530544859518599,0.00256212206549233
"Nelder-Mead6",2.206640625,63.2742088272573,32,NA,NA,0,TRUE,TRUE,0.326000000000001,1.16204541987401,0.160864126096778,0.890026532151766,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:43,63.2742088272573,NA,NA,NA
"Nelder-Mead15",2.63587878735406,53.2040033982575,103,NA,NA,0,FALSE,TRUE,1.134,0.507012083974278,0.708988120567673,0.250499741697386,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:46,53.2040033982575,-0.00233440426138621,0.0233162344444579,0.00945259607589159
"Nelder-Mead7",1.8865234375,60.7187157082244,28,NA,NA,0,TRUE,TRUE,0.286,2.99694763789127,0.00788711784755547,2.86974864604315,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:54,60.7187157082244,NA,NA,NA
"Nelder-Mead16",2.69996757287506,37.8980489274573,85,NA,NA,0,FALSE,TRUE,0.983000000000001,2.20270156079965,0.000902092166639723,0.956787120836137,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:56,37.8980489274573,-0.00428456289019474,0.00463167748389348,0.0020928589968343
"Nelder-Mead8",2.384375,85.4696308248879,32,NA,NA,0,TRUE,TRUE,0.324,3.75741201540055,1.9750860735801e-07,8.4538710464693,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:54,85.4696308248879,NA,NA,NA
"Nelder-Mead17",3.00224050980011,67.9421628596586,75,NA,NA,0,FALSE,TRUE,0.790000000000001,2.99695077068416,1.519312120557e-08,1.27154646539365,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:56,67.9421628596586,-0.0032059272797824,0.0663041437364557,0.0275838945407358
"Nelder-Mead9",1.9046875,87.4744647257517,28,NA,NA,0,TRUE,TRUE,0.263,3.00503358123442,0.00655556016826442,3.90358692698487,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .105",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:54,87.4744647257517,NA,NA,NA
"Nelder-Mead18",2.69961063813988,58.669790851583,77,NA,NA,0,FALSE,TRUE,0.848000000000001,1.05371917742183,0.201201294493503,0.405340637385648,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .105",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:45:56,58.669790851583,-0.0046043852118895,0.0287059521958364,0.0117323739105858
"Nelder-Mead10",1.8708984375,57.0133561932966,28,NA,NA,0,TRUE,TRUE,0.309000000000001,0.905846123194113,0.430170471323403,1.65066609762349,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .106",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:46:03,57.0133561932966,NA,NA,NA
"Nelder-Mead19",2.60435292616146,40.1309456989793,163,NA,NA,0,FALSE,TRUE,1.772,9.83157324064953,0,4.14134585786416,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .106",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:46:08,40.1309456989793,-0.00398159894047599,0.0344693683372186,0.014582038783045
"Nelder-Mead20",2.209375,68.9035211997415,32,NA,NA,0,TRUE,TRUE,0.318999999999999,1.62532206023525,0.0493420751002501,2.89258559465134,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .107",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:46:02,68.9035211997415,NA,NA,NA
"Nelder-Mead110",2.82409744134049,43.527817781667,137,NA,NA,0,FALSE,TRUE,1.419,2.09687198515234,0.000665819104775811,0.937743585606385,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .107",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:46:06,43.527817781667,-0.00358024003276911,0.0316594080107917,0.0139890172087433
"Nelder-Mead21",1.92919921875,60.4208634912149,32,NA,NA,0,TRUE,TRUE,0.262999999999998,1.14238649762349,0.288460624856085,1.76675857500516,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .108",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:46:02,60.4208634912149,NA,NA,NA
"Nelder-Mead111",2.86466030342461,36.8702949083058,89,NA,NA,0,FALSE,TRUE,0.856999999999999,5.99239797942262,0,2.72045141110655,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .108",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 02:46:05,36.8702949083058,-0.00450535870847057,0.0387484842532045,0.017149073197162
