"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.2193359375,52.8942321388117,30,NA,NA,0,TRUE,TRUE,0.351,0.542105955658442,0.508606366345023,0.559404776500672,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 01:58:44,52.8942321388117,NA,NA,NA
"Nelder-Mead1",3.13053617110748,27.805626811946,87,NA,NA,0,FALSE,TRUE,0.927,0.122450052980577,0.966540562470729,0.246718948763058,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 01:58:48,27.805626811946,-0.00413012506412747,0.00284130064809139,0.00117151867562473
"Nelder-Mead2",1.8984375,52.0697619223933,30,NA,NA,0,TRUE,TRUE,0.323,1.14949374009401,0.301721712186344,1.01790702682945,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 01:58:44,52.0697619223933,NA,NA,NA
"Nelder-Mead11",2.45258642479584,44.1220412887024,77,NA,NA,0,FALSE,TRUE,0.822000000000001,1.57122589051378,0.0739692261059122,0.734204538273866,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 01:58:47,44.1220412887024,-0.00308868882799935,0.0618911113331399,0.0239829528679278
"Nelder-Mead3",1.93359375,35.8113050779338,32,NA,NA,0,TRUE,TRUE,0.319,1.12980593741317,0.2915260625991,1.84060985460663,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 01:58:44,35.8113050779338,NA,NA,NA
"Nelder-Mead12",2.51398191179207,26.4147890119107,75,NA,NA,0,FALSE,TRUE,0.708,3.70056974735875,1.53046840867255e-07,1.58685207590347,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 01:58:47,26.4147890119107,-0.00332177666128456,0.1105141902506,0.0447780107439672
"Nelder-Mead4",1.73671875,33.2709379871896,28,NA,NA,0,TRUE,TRUE,0.243,1.76249745108433,0.19412762361212,3.34953135568761,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 01:58:52,33.2709379871896,NA,NA,NA
"Nelder-Mead13",2.22106036438629,29.0476031466578,81,NA,NA,0,FALSE,TRUE,0.715999999999999,4.80224151255536,3.4155124173374e-08,1.86131725583077,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 01:58:54,29.0476031466578,-0.00267420724169484,0.00772362543776455,0.00298956401053005
"Nelder-Mead5",2.1703125,62.8869773145859,30,NA,NA,0,TRUE,TRUE,0.238,1.14680429723547,0.179557283251188,1.67983687268596,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 01:58:53,62.8869773145859,NA,NA,NA
"Nelder-Mead14",3.28856205944635,40.809467202658,81,NA,NA,0,FALSE,TRUE,0.783999999999999,2.07519765354175,1.26552129219304e-05,0.947814932280843,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 01:58:55,40.809467202658,-0.0046509057064354,0.00441739488001716,0.00221146261597493
"Nelder-Mead6",2.19453125,36.0993729689653,26,NA,NA,0,FALSE,TRUE,0.222,1.1533277362947,0.168300248703765,0.880199344902503,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 01:58:53,36.0993729689653,NA,NA,NA
"Nelder-Mead15",2.28106116319972,35.7233979199101,83,NA,NA,0,FALSE,TRUE,0.746999999999999,10.8012166091312,0,4.60963996865541,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-27 01:58:55,35.7233979199101,-0.000513382051963765,0.0964988970452871,0.0400744843735621
