"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",0.8783203125,16.8793062079111,22,NA,NA,0,TRUE,TRUE,0.261,1.05474218314367,0.897879358069436,1.50669861998128,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:38,16.8793062079111,NA,NA,NA
"Nelder-Mead1",1.26434192075047,15.2915540742111,143,NA,NA,0,FALSE,TRUE,1.484,0.812718400379052,0.977186686494503,0.31600142181747,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:41,15.2915540742111,-0.00247214156771734,0.000783974219588097,0.000464201655695618
"Nelder-Mead2",1.1744140625,20.2082068748149,22,NA,NA,0,TRUE,TRUE,0.257,0.628534898861556,0.912706525152086,0.435468604028699,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:37,20.2082068748149,NA,NA,NA
"Nelder-Mead11",0.786065875606228,17.288854322921,113,NA,NA,0,FALSE,TRUE,1.191,0.0482437858796757,0.999946750152388,0.0277310691602076,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:42,17.288854322921,0.00278928425030965,0.000367241604429677,0.000185792065926833
"Nelder-Mead3",0.93974609375,13.1878429922037,24,NA,NA,0,TRUE,TRUE,0.26,0.803436343130047,0.961389347868534,0.818835166225042,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:38,13.1878429922037,NA,NA,NA
"Nelder-Mead12",0.920008637996227,13.1823800456452,61,NA,NA,0,FALSE,TRUE,0.703,7.62941192171923,0.830081450932269,3.38842688921606,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:41,13.1823800456452,0.000128586711595346,0.0804770516633466,0.0325803740869966
"Nelder-Mead4",1.2787109375,28.8215572039398,24,NA,NA,0,TRUE,TRUE,0.227,0.437641359883046,0.902918474040473,0.926971056657066,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:42,28.8215572039398,NA,NA,NA
"Nelder-Mead13",0.816315838930663,25.4825637406683,71,NA,NA,0,FALSE,TRUE,0.62,15.3722004440875,0.0185289834861619,8.67612938071544,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:44,25.4825637406683,0.00323143753057242,0.219451357118551,0.0982750028199586
"Nelder-Mead5",0.98125,22.5273046712708,22,NA,NA,0,TRUE,TRUE,0.214,0.940526753545922,0.985930133471839,2.20893187640462,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .105",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:43,22.5273046712708,NA,NA,NA
"Nelder-Mead14",0.759364691346175,21.9942967787455,65,NA,NA,0,FALSE,TRUE,0.569,8.90045547454315,0.100910713774451,5.97911974087548,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .105",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:45,21.9942967787455,0.00147364654248463,0.0187557402160697,0.0163112328493833
"Nelder-Mead6",0.87275390625,14.6252912232359,24,NA,NA,0,TRUE,TRUE,0.224,1.69582227566569,0.829153968972905,1.72070799409011,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .106",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:43,14.6252912232359,NA,NA,NA
"Nelder-Mead15",0.766150772573978,14.4545570720393,81,NA,NA,0,FALSE,TRUE,0.754999999999999,10.813439231288,0.0408739442043959,5.13762452701102,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .106",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:46,14.4545570720393,0.000742971817799326,0.0372886360198895,0.0207298013756547
"Nelder-Mead7",1.04921875,15.8116165647826,20,NA,NA,0,TRUE,TRUE,0.182,0.544514554667577,0.978618993411405,0.626023130905968,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .107",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:45,15.8116165647826,NA,NA,NA
"Nelder-Mead16",0.866075958459264,15.0625794572233,63,NA,NA,0,FALSE,TRUE,0.589,290.962900195974,0,125.882367274447,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .107",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:48,15.0625794572233,0.001347709838128,2.94691077417465,1.2708923642101
"Nelder-Mead8",0.9353515625,15.8350997782661,24,NA,NA,0,TRUE,TRUE,0.199,1.57572179280694,0.9188614883234,1.30498307689626,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .108",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:47,15.8350997782661,NA,NA,NA
"Nelder-Mead17",0.964495876064709,15.8226137866216,59,NA,NA,0,FALSE,TRUE,0.535,3.41054244080351,0.992696552805063,2.05316961281025,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .108",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-17 22:51:49,15.8226137866216,-0.000193215817029113,0.0404511806018969,0.0203429900404599
