"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.484375,0.36386702676767,22,NA,NA,0,TRUE,TRUE,6.695,1.542594257333,0.454946408966644,0.567296380533464,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 01:37:29,0.36386702676767,NA,NA,NA
"Nelder-Mead1",9.83735351562509,0.104910676298729,25,NA,NA,0,TRUE,TRUE,8.735,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 01:47:08,0.104910676298729,44.970263671875,NA,NA
"Nelder-Mead2",0.8345703125,0.845563307291037,24,NA,NA,0,TRUE,TRUE,7.977,0.4763168788891,0.93719412812405,0.179559874424554,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 01:44:00,0.845563307291037,NA,NA,NA
"Nelder-Mead11",-7.83735351562503,0.105118980210381,27,NA,NA,0,TRUE,FALSE,9.234,507.522526220482,0,41.1025393706835,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 01:53:26,0.105118980210381,53.8076171875,3.43375596913681,0.278088326368103
"Nelder-Mead3",1.3125,0.530624271016175,22,NA,NA,0,TRUE,TRUE,6.656,0.23724640895561,0.940899383048376,0.351904694396694,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 01:37:28,0.530624271016175,NA,NA,NA
"Nelder-Mead12",9.83735351562509,0.110425314133532,25,NA,NA,0,TRUE,TRUE,8.69,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 01:47:07,0.110425314133532,44.970263671875,NA,NA
"Nelder-Mead4",1.669140625,0.766895160482105,28,NA,NA,0,TRUE,TRUE,9.184,0.639281046599028,0.668819367546727,0.245925406642621,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 01:59:03,0.766895160482105,NA,NA,NA
"Nelder-Mead13",9.83735351562509,0.109886304885932,25,NA,NA,0,TRUE,FALSE,9.20100000000001,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 02:10:03,0.109886304885932,44.970263671875,NA,NA
"Nelder-Mead5",1.337890625,0.763736649824626,22,NA,NA,0,TRUE,TRUE,7.08800000000001,0.265696972887641,0.928464810151904,0.283503380501439,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .105",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 01:58:50,0.763736649824626,NA,NA,NA
"Nelder-Mead14",9.83735351562509,0.108339743406893,25,NA,NA,0,TRUE,TRUE,9.24199999999999,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .105",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 02:09:25,0.108339743406893,44.970263671875,NA,NA
"Nelder-Mead6",1.4625,0.431556936131559,20,NA,NA,0,TRUE,TRUE,6.56400000000001,0.597134264753542,0.782413967066217,0.253360345121292,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .106",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 01:58:49,0.431556936131559,NA,NA,NA
"Nelder-Mead15",9.83735351562509,0.108195425049034,25,NA,NA,0,TRUE,FALSE,8.42000000000002,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .106",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 02:08:19,0.108195425049034,44.970263671875,NA,NA
"Nelder-Mead7",1.4173828125,0.547567088024499,26,NA,NA,0,TRUE,TRUE,9.00699999999998,0.206312221343846,0.931378040101429,0.216871212592503,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .107",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 02:14:21,0.547567088024499,NA,NA,NA
