"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.081640625,14.0216318957687,24,NA,NA,0,TRUE,TRUE,0.281,0.959284326680855,0.937576235414499,1.10423890552576,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 21:41:10,14.0216318957687,NA,NA,NA
"Nelder-Mead1",1.28686961188364,13.3943711019396,71,NA,NA,0,FALSE,TRUE,0.714,18.7412897243926,5.28478750982941e-07,7.47844943032033,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 21:41:13,13.3943711019396,-0.0012631289344077,0.136743656967572,0.0523183491994543
"Nelder-Mead2",0.9642578125,23.8560059050499,20,NA,NA,0,TRUE,TRUE,0.205,3.93196136803672,0.888235799429084,5.37360994868911,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 21:41:11,23.8560059050499,NA,NA,NA
"Nelder-Mead11",0.592695141508123,21.4469416598607,71,NA,NA,0,FALSE,TRUE,0.755,0.0455729881788001,0.999827716273309,0.0657217823748816,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 21:41:15,21.4469416598607,0.00263847253113738,0.000697869052580454,0.00040286821336978
"Nelder-Mead3",0.858984375,12.4888381866585,24,NA,NA,0,TRUE,TRUE,0.267,1.23269856449016,0.861999256514102,1.15564018959562,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 21:41:11,12.4888381866585,NA,NA,NA
"Nelder-Mead12",0.967422423052923,12.2885775188436,67,NA,NA,0,FALSE,TRUE,0.739,0.237386092224765,0.99997009806762,0.108574033045435,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 21:41:15,12.2885775188436,-0.000773304668557984,0.000160585466043492,0.000285961511410546
"Nelder-Mead4",0.81044921875,18.8421201667207,26,NA,NA,0,TRUE,TRUE,0.274,0.332458210314705,0.949752399023625,0.701813110815549,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 21:41:16,18.8421201667207,NA,NA,NA
"Nelder-Mead13",0.351348966622616,16.3142377638869,75,NA,NA,0,FALSE,TRUE,0.681999999999999,0.0358517035307576,0.999729598945531,0.0240073683006712,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 21:41:20,16.3142377638869,0.00324942632251776,0.000543968540782114,0.000239789661281839
"Nelder-Mead5",0.8783203125,16.8793062079111,22,NA,NA,0,TRUE,TRUE,0.177,1.05474218314367,0.897879358069436,1.50669861998128,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 21:41:19,16.8793062079111,NA,NA,NA
"Nelder-Mead14",1.26434192075047,15.2915540742111,143,NA,NA,0,FALSE,TRUE,1.185,0.812718400379052,0.977186686494503,0.31600142181747,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 21:41:22,15.2915540742111,-0.00247214156771734,0.000783974219588097,0.000464201655695618
"Nelder-Mead6",1.1744140625,20.2082068748149,22,NA,NA,0,TRUE,TRUE,0.191000000000001,0.628534898861556,0.912706525152086,0.435468604028699,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 21:41:19,20.2082068748149,NA,NA,NA
"Nelder-Mead15",0.786065875606228,17.288854322921,113,NA,NA,0,FALSE,TRUE,0.984,0.0482437858796757,0.999946750152388,0.0277310691602076,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 21:41:24,17.288854322921,0.00278928425030965,0.000367241604429677,0.000185792065926833
