"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.338671875,37.5063364386916,32,NA,NA,0,TRUE,TRUE,0.661,2.60080171017831,0.000498390222802625,1.52921437222347,"MKT","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .1",120,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 11:02:56,37.5063364386916,NA,NA,NA
"Nelder-Mead1",3.18589826098281,32.6565100867242,107,NA,NA,0,FALSE,TRUE,2.305,20.1517975271879,0,8.78307192008065,"Alpha","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .1",120,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 11:03:03,32.6565100867242,-0.00656023195744581,0.131318188738971,0.0512079261222606
"Nelder-Mead2",2.20771484375,27.472764768056,32,NA,NA,0,TRUE,TRUE,0.647,30.9124576043455,0,32.515990447804,"MKT","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .10",120,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 11:02:56,27.472764768056,NA,NA,NA
"Nelder-Mead11",2.22910985488791,27.4677993041629,101,NA,NA,0,FALSE,TRUE,2.18,2.11952150107751,0.0335963418927917,0.796315484519126,"Alpha","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .10",120,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 11:03:03,27.4677993041629,-0.000162288171669702,0.00146958496244285,0.0012061486090238
"Nelder-Mead3",2.064453125,19.2747023980655,30,NA,NA,0,FALSE,TRUE,0.604,1.92744717095636,0.0402010474474708,3.25121295742719,"MKT","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .100",120,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 11:02:56,19.2747023980655,NA,NA,NA
"Nelder-Mead12",2.32873736116895,18.3529927246516,85,NA,NA,0,FALSE,TRUE,1.795,3.14305886560317,0.000163162935513661,1.28145982365117,"Alpha","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .100",120,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 11:03:02,18.3529927246516,-0.0022492884702614,0.00230689282476619,0.0011321542925126
"Nelder-Mead4",2.034375,23.5131867335079,30,NA,NA,0,TRUE,TRUE,0.616999999999999,2.39472066765496,0.0132477354502486,4.53998918350775,"MKT","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .1000",120,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 11:03:13,23.5131867335079,NA,NA,NA
"Nelder-Mead13",1.70296010777031,22.412573502064,89,NA,NA,0,FALSE,TRUE,2.002,0.360376108597342,0.968420848169011,0.1433634212977,"Alpha","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .1000",120,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 11:03:17,22.412573502064,0.00252559173802223,0.000759216243175247,0.000413049852460521
"Nelder-Mead5",2.00126953125,29.3969757647696,32,NA,NA,0,TRUE,TRUE,0.664999999999999,4.31788895589445,1.53663247006719e-05,4.04134649977613,"MKT","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .101",120,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 11:03:14,29.3969757647696,NA,NA,NA
"Nelder-Mead14",2.37369922517744,28.571378047086,71,NA,NA,0,FALSE,TRUE,1.57,8.71678621349228,0,4.07822882112687,"Alpha","sdf:ea stdv:0.2 #d:15 #f:20 #y:19 .101",120,0,12,"ALL","EW_VYP","L2_Lasso","exp.aff",2020-06-25 11:03:18,28.571378047086,-0.00293680059773111,0.075790469131278,0.0320622523687493
