"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.0498046875,32.8575757946376,24,NA,NA,0,TRUE,TRUE,0.284,0.959103141455037,0.961901273431535,1.10725874233172,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:05:46,32.8575757946376,NA,NA,NA
"Nelder-Mead1",1.61891756780456,24.0202920456819,105,NA,NA,0,FALSE,TRUE,1.042,11.5788859447851,7.06479319489972e-12,4.01771803331582,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:05:49,24.0202920456819,-0.00342164355835077,0.105247842758669,0.0366232312580883
"Nelder-Mead2",0.79912109375,42.3472950123403,26,NA,NA,0,TRUE,TRUE,0.249,1.22098228242426,0.806247699908901,1.03766965531264,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:05:47,42.3472950123403,NA,NA,NA
"Nelder-Mead11",0.855555029907433,42.2622518463547,71,NA,NA,0,TRUE,TRUE,0.782,1.18138363157217,0.985547447808369,0.726734438427803,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:05:52,42.2622518463547,-0.000440176262943921,0.0299103558243372,0.0112218596792869
"Nelder-Mead3",0.8578125,23.6873416207468,22,NA,NA,0,TRUE,TRUE,0.249,1.23242610771594,0.860894522406709,1.15539552315176,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:05:47,23.6873416207468,NA,NA,NA
"Nelder-Mead12",1.14632044725505,21.8484181215041,71,NA,NA,0,FALSE,TRUE,0.725000000000001,0.386340776276334,0.998403422867709,0.153809335236302,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:05:49,21.8484181215041,-0.00210971021466395,0.000502736116901367,0.000270624290822391
"Nelder-Mead4",0.71865234375,30.1589303850247,26,NA,NA,0,TRUE,TRUE,0.25,0.366997942962311,0.917761374282859,0.734917129048757,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:05:54,30.1589303850247,NA,NA,NA
"Nelder-Mead13",0.570096394481639,29.8205536887018,75,NA,NA,0,FALSE,TRUE,0.755000000000001,0.173602652924089,0.997218895612893,0.0728947539941597,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:05:57,29.8205536887018,0.00112407894615619,0.000254911727737111,0.000341849894817636
"Nelder-Mead5",0.8892578125,36.1269266056775,24,NA,NA,0,TRUE,TRUE,0.225999999999999,1.04670001765945,0.907720819284365,1.49819224283544,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:05:54,36.1269266056775,NA,NA,NA
"Nelder-Mead14",1.71194239238652,25.539430851556,95,NA,NA,0,FALSE,TRUE,0.851000000000001,0.699230194537052,0.883527768900275,0.265467646497214,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:05:56,25.539430851556,-0.00485914121580191,0.033725949000918,0.0121976696425108
"Nelder-Mead6",1.084765625,39.2029195562189,24,NA,NA,0,TRUE,TRUE,0.218999999999999,0.692076199682143,0.953219517426274,0.371844470640006,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:05:55,39.2029195562189,NA,NA,NA
"Nelder-Mead15",1.07614121870278,39.2003548557192,61,NA,NA,0,TRUE,TRUE,0.541,1.21470510880607,0.99573213503392,0.630457228532615,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:05:56,39.2003548557192,6.33035147188821e-05,0.0212340893957292,0.00893681709145699
"Nelder-Mead7",0.853125,28.4684290466242,26,NA,NA,0,TRUE,TRUE,0.220000000000001,0.796243453315765,0.90690105677382,0.810113657352399,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:05:59,28.4684290466242,NA,NA,NA
"Nelder-Mead16",1.15917811004466,26.4971292705827,73,NA,NA,0,FALSE,TRUE,0.625999999999999,1.65145570397318,0.966027577199788,0.720051513681411,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:06:00,26.4971292705827,-0.00203263085054388,0.0210482756892846,0.00772868487222405
"Nelder-Mead8",1.125390625,59.2384144021581,22,NA,NA,0,TRUE,TRUE,0.199,0.506036201209673,0.949406424919605,1.01862380973185,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:05:59,59.2384144021581,NA,NA,NA
"Nelder-Mead17",1.38435021017912,57.8609214037989,61,NA,NA,0,FALSE,TRUE,0.548,0.571123495868877,0.976183593695978,0.428027710964189,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .104",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:06:01,57.8609214037989,-0.00193411659082088,0.0301332090226455,0.0107627813590929
"Nelder-Mead9",0.81669921875,44.390976521435,26,NA,NA,0,TRUE,TRUE,0.216999999999999,0.764414276557694,0.888566969039282,0.700377523065635,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .105",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:06:00,44.390976521435,NA,NA,NA
"Nelder-Mead18",1.15119686615138,42.3404454970163,83,NA,NA,0,FALSE,TRUE,0.751999999999999,1.32344860569093,0.980176844381804,0.599101197976044,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .105",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:06:03,42.3404454970163,-0.00226365504153437,0.00448773236252833,0.00160692399311311
"Nelder-Mead10",0.8333984375,26.4171334855204,28,NA,NA,0,TRUE,TRUE,0.268999999999998,0.898413155573543,0.881019427075501,0.833571512987911,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .106",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:06:05,26.4171334855204,NA,NA,NA
"Nelder-Mead19",0.966255771577306,26.0222214902608,65,NA,NA,0,FALSE,TRUE,0.573999999999998,0.280187304944857,0.999955306780278,0.114508862838458,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .106",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:06:08,26.0222214902608,-0.000923530144643792,0.000323705694763168,0.000292083412011588
"Nelder-Mead20",1.031494140625,32.7637847504244,24,NA,NA,0,TRUE,TRUE,0.233000000000001,0.547674394095535,0.986238343097831,0.62604721077019,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .107",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:06:04,32.7637847504244,NA,NA,NA
"Nelder-Mead110",1.19522537362991,31.8761253630255,67,NA,NA,0,FALSE,TRUE,0.739000000000001,0.686549834693858,0.991055364990525,0.403500790002459,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .107",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:06:06,31.8761253630255,-0.00120897925268952,0.0174731360314701,0.00684300151948178
"Nelder-Mead21",0.89375,30.3960618700409,24,NA,NA,0,TRUE,TRUE,0.218,1.4981881298842,0.873525099857997,1.24948813183134,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .108",360,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 05:06:06,30.3960618700409,NA,NA,NA
