"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.30976354165372,-0.611546008954747,28393.8764627233,65,NA,NA,0,TRUE,TRUE,0.970000000000027,1.64255928833277,6.89635099084477,1.56172535266119e-05,1.08888762372077,2.78599490935403,"HML","BO",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:47:42,28393.8764627233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.3066770696301,NA,25804.7206945717,65,NA,NA,0,TRUE,TRUE,1.20000000000005,2.13951682439626,NA,0,1.66676310712636,NA,"SMB","BO",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:47:45,25804.7206945717,0.887626854998916,18.5483899103708,11.4939231280748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.5415035716027,NA,28307.5175262438,63,NA,NA,0,TRUE,TRUE,0.899999999999977,0.95103029178993,NA,0,0.900682660188924,NA,"HDY","BO",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:47:48,28307.5175262438,NA,NA,NA,1.10155687529063,15.2471536949131,6.63369381443852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.22393339641403,NA,26457.9740174719,59,NA,NA,0,TRUE,TRUE,1.05000000000007,8.0329903050692,NA,0,3.33143331293293,NA,"QLT","BO",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:47:51,26457.9740174719,NA,NA,NA,NA,NA,NA,0.608350239376341,27.3795393314648,11.5977234315359,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.11855314321656,NA,26592.2499600954,69,NA,NA,0,TRUE,TRUE,1.24000000000001,1.95613972064648,NA,0.0034426504522258,0.830721207740912,NA,"MOM","BO",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:47:54,26592.2499600954,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09955392534648,2.88088387949341,1.16270897372804,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.54253537040836,NA,28689.1288919271,77,NA,NA,0,TRUE,TRUE,1.13999999999999,1.10444020231499,NA,0,0.960276409008995,NA,"ESG","BO",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:47:57,28689.1288919271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44605300724379,26.3342668727591,12.3187948754166,NA,NA,NA
"Nelder-Mead6",1.1974225360663,NA,21611.1725597979,71,NA,NA,0,TRUE,TRUE,1.06999999999994,36.439367452443,NA,0,19.7081209556823,NA,"LOV","BO",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:47:59,21611.1725597979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68916362555601,39.6271796905612,27.6566070690951
"Nelder-Mead7",0.977023709423157,-0.561229824762813,3196.27430783604,57,NA,NA,0,TRUE,TRUE,0.559999999999945,4.10715318269034,12.7984328482886,1.14795950523217e-11,1.86731799906047,8.60219410968005,"HML","DD",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:48:02,3196.27430783604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",0.837398164862758,NA,2063.03146844724,61,NA,NA,0,TRUE,TRUE,0.689999999999941,4.80032171221263,NA,0,2.85187116816278,NA,"SMB","DD",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:48:04,2063.03146844724,0.839130586563897,25.826367875517,16.5960702702189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.11767046488437,NA,3036.38110155992,63,NA,NA,0,TRUE,TRUE,0.650000000000091,1.08836637943314,NA,0,1.16152360257462,NA,"HDY","DD",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:48:06,3036.38110155992,NA,NA,NA,1.11329041960793,31.0895585280611,15.2961545381962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",0.916723373087947,NA,2770.43362271507,61,NA,NA,0,TRUE,TRUE,0.670000000000073,1.82688405442893,NA,0.00949504281880609,0.910383690108593,NA,"QLT","DD",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:48:08,2770.43362271507,NA,NA,NA,NA,NA,NA,0.623456914087035,5.13079965275051,3.46792508603728,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.13319568334264,NA,3297.98820660683,47,NA,NA,0,TRUE,TRUE,0.470000000000027,1.79021693625425,NA,0.762248686391079,2.99917752758494,NA,"MOM","DD",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:48:11,3297.98820660683,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.206628469418502,3.68318711784419,2.22033127234071,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.1788685023168,NA,3000.67375814106,77,NA,NA,0,TRUE,TRUE,0.879999999999995,3.79021938821611,NA,0,2.07562579476385,NA,"ESG","DD",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:48:13,3000.67375814106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9203978732713,17.047878188169,7.62925722135266,NA,NA,NA
"Nelder-Mead61",1.02392762609083,NA,2771.51715624281,101,NA,NA,0,TRUE,TRUE,1.13999999999999,1.38426480005328,NA,1.04024703406758e-07,2.93750592410096,NA,"LOV","DD",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:48:15,2771.51715624281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29654330331651,4.34993158785755,8.02066417075103
"Nelder-Mead8",0.849131232281172,-1.58492506486678,1500.19426415635,71,NA,NA,0,TRUE,TRUE,0.649999999999977,57.625553023281,88.3838430877111,0,26.7920350947203,43.0571845271201,"HML","FOF",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:48:18,1500.19426415635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.44344079765761,NA,1429.26353897863,65,NA,NA,0,TRUE,TRUE,0.600000000000023,7.07022476938487,NA,0,3.80628705113163,NA,"SMB","FOF",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:48:21,1429.26353897863,-0.917116349690878,21.7436270249417,10.047193124372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.16122477250902,NA,1569.90779942722,61,NA,NA,0,TRUE,TRUE,0.580000000000041,4.16264843324505,NA,0,3.40296124523057,NA,"HDY","FOF",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:48:24,1569.90779942722,NA,NA,NA,-1.95828760349614,7.96307507522181,3.80581007589003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",1.21235955044394,NA,1898.74836487317,51,NA,NA,0,TRUE,TRUE,0.509999999999991,9.59380260285766,NA,0.271150675992575,5.84139889095653,NA,"QLT","FOF",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:48:25,1898.74836487317,NA,NA,NA,NA,NA,NA,0.09116331738187,9.15815140328567,10.8415538084581,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.585620832644331,NA,990.893103083169,123,NA,NA,0,FALSE,TRUE,1.24000000000001,5.9558743514966,NA,0,2.30266093257702,NA,"MOM","FOF",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:48:27,990.893103083169,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42489870963873,6.93204215817268,2.86762672348609,NA,NA,NA,NA,NA,NA
"Nelder-Mead52",1.22650654389094,NA,1896.11886960438,93,NA,NA,0,TRUE,TRUE,0.790000000000077,15.4363877862115,NA,0,18.2104600494652,NA,"ESG","FOF",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:48:31,1896.11886960438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35081688655349,117.221037741453,132.961313357552,NA,NA,NA
"Nelder-Mead62",1.22754750284435,NA,1664.29035579942,165,NA,NA,0,TRUE,TRUE,1.63,2.98600379685415,NA,0,3.27627485623681,NA,"LOV","FOF",240,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-06 11:48:33,1664.29035579942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42882311188428,27.5446307248571,10.8832875718534
