"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.37098121550675,0.16498377621241,110263.306424502,109,NA,NA,0,FALSE,TRUE,1.44999999999982,0.000168777921194968,0.000596420726738616,0.999999988572962,0.000158442981919646,0.000239380220690952,"HML","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:09,110263.306424502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.30502611885162,NA,96774.2520316106,99,NA,NA,0,FALSE,TRUE,1.47000000000003,0.00161492948455823,NA,0.999999658368568,0.00146654765260658,NA,"SMB","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:13,96774.2520316106,0.863621892058954,0.000474447038259334,0.000356185025216263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.51648796477623,NA,99333.1092644005,109,NA,NA,0,FALSE,TRUE,1.38999999999987,0.000775124929334568,NA,0.999999464499011,0.000555579919115155,NA,"HDY","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:15,99333.1092644005,NA,NA,NA,1.60405561708175,0.000407693065357198,0.000220669047631243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.00855573300246,NA,99095.4626425686,105,NA,NA,0,FALSE,TRUE,1.1400000000001,0.000242085544103171,NA,0.999999999185666,9.33046504336988e-05,NA,"QLT","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:18,99095.4626425686,NA,NA,NA,NA,NA,NA,1.13686161498565,3.485930368668e-05,3.74955537194054e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.879774806924235,NA,96923.6916048225,77,NA,NA,0,FALSE,TRUE,0.8599999999999,0.0351743732495517,NA,0.999986511903956,0.0129953079056832,NA,"MOM","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:20,96923.6916048225,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37133843526519,0.00073664855094487,0.00031301067160271,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.47693342314476,NA,107589.587431518,171,NA,NA,0,FALSE,TRUE,1.8900000000001,0.000273562268344751,NA,0.999993129822825,0.000207781175052338,NA,"ESG","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:23,107589.587431518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38847700333058,0.000562758183737182,0.000230078315810969,NA,NA,NA
"Nelder-Mead6",1.25272226012249,NA,80437.3467700836,111,NA,NA,0,FALSE,TRUE,1.21000000000004,0.000145977793972603,NA,0.999999973462479,0.000130928755063799,NA,"LOV","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:25,80437.3467700836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98920691255752,0.000121117890282998,6.55922311727987e-05
"Nelder-Mead7",0.993602654544406,-0.558672921105709,15013.2971425707,113,NA,NA,0,FALSE,TRUE,0.960000000000036,0.000116170773749494,0.000315881101399974,0.999999984549063,7.48571599548306e-05,0.000132338902219476,"HML","DD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:28,15013.2971425707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",0.980274564614416,NA,14344.0333540437,89,NA,NA,0,FALSE,TRUE,0.740000000000009,0.000530651043540704,NA,0.999999983343299,0.000310239026553713,NA,"SMB","DD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:30,14344.0333540437,0.80669267067106,0.000215523470778162,0.00014911505148341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.05422742654675,NA,15373.1610125561,203,NA,NA,0,FALSE,TRUE,1.75999999999999,5.72197382339208e-05,NA,0.999999999996837,5.24356534864091e-05,NA,"HDY","DD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:33,15373.1610125561,NA,NA,NA,0.00939844028754983,0.00012680860257928,6.52761542627505e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",0.986769905718952,NA,14427.5882266814,165,NA,NA,0,FALSE,TRUE,1.38000000000011,0.000132178079730658,NA,0.999999998514819,7.91578519003995e-05,NA,"QLT","DD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:35,14427.5882266814,NA,NA,NA,NA,NA,NA,0.400664514813804,0.000140277557810257,6.40306933198294e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.03922392225551,NA,15215.6356985494,89,NA,NA,0,FALSE,TRUE,0.75,9.4076309891401e-05,NA,0.999999999718505,6.22171616271231e-05,NA,"MOM","DD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:37,15215.6356985494,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116828862271641,0.000174747732048126,8.42928986216098e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.05764019775111,NA,15359.2415619598,99,NA,NA,0,FALSE,TRUE,0.860000000000127,5.9246947011436e-05,NA,0.999999998797043,0.000128364222474737,NA,"ESG","DD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:39,15359.2415619598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243908927961212,0.000201376773313534,0.000131286717769903,NA,NA,NA
"Nelder-Mead61",1.0272304974313,NA,13247.4326484414,127,NA,NA,0,FALSE,TRUE,1.11000000000013,0.000129833834567368,NA,0.999999976785914,7.38181410124616e-05,NA,"LOV","DD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:41,13247.4326484414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1114633456423,0.000193994577078449,0.000184048697112075
"Nelder-Mead8",1.00019225989007,-1.5655015691779,5137.72761235609,141,NA,NA,0,FALSE,TRUE,1.08000000000015,0.000109206921279895,0.000153142696990108,0.999999971256197,6.38893600968934e-05,5.75390622706274e-05,"HML","FOF",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:44,5137.72761235609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.50151634883831,NA,4665.90062630423,135,NA,NA,0,FALSE,TRUE,1.02999999999997,0.00011702233437783,NA,0.999999960354823,7.85099646718263e-05,NA,"SMB","FOF",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:48,4665.90062630423,-0.954711242185649,0.000234633587856354,0.000110632973671032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.23254287804738,NA,5488.57101202052,165,NA,NA,0,FALSE,TRUE,1.25,8.24818767273073e-05,NA,0.99999996760823,5.08618072649579e-05,NA,"HDY","FOF",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2020-07-06 12:29:51,5488.57101202052,NA,NA,NA,-1.95961630357804,0.00012075917323135,5.52704871355705e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
