"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.26200114223417,-0.962559541354098,22276.5147777308,67,NA,NA,0,TRUE,TRUE,0.793000000000006,0.887157419377759,6.77810289449515,1.62746482956777e-10,0.885853987006822,2.95730760047251,"HML","BO",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:27,22276.5147777308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.37026181253068,NA,23025.5451520368,59,NA,NA,0,TRUE,TRUE,0.745999999999995,30.2850701259059,NA,0,14.6755786227484,NA,"SMB","BO",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:29,23025.5451520368,0.626364400449893,261.542823858588,129.432480974806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.52443367519445,NA,24427.2520009062,67,NA,NA,0,TRUE,TRUE,0.829999999999998,0.994321090053379,NA,1.02251540567977e-13,0.879861507980743,NA,"HDY","BO",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:31,24427.2520009062,NA,NA,NA,0.500543030997505,14.8944781639855,6.52709917730146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.20750013447905,NA,20887.9806084969,61,NA,NA,0,TRUE,TRUE,0.750999999999991,5.01673819043502,NA,0,2.15512290965865,NA,"QLT","BO",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:33,20887.9806084969,NA,NA,NA,NA,NA,NA,0.705625145402155,37.2937701514932,15.6573322352792,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.08032222072652,NA,21102.1672471847,61,NA,NA,0,TRUE,TRUE,0.760000000000005,1.99606420349902,NA,0.00176666426991356,0.839228885090004,NA,"MOM","BO",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:35,21102.1672471847,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30774634442059,2.62395320565734,1.11653945415631,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.55965886642205,NA,24159.3008527241,71,NA,NA,0,TRUE,TRUE,0.906000000000006,1.08749208713331,NA,0,0.947791999414109,NA,"ESG","BO",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:37,24159.3008527241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47770945652493,24.0213108556359,11.5517163494782,NA,NA,NA
"Nelder-Mead6",1.20562165562635,NA,17395.1786276046,77,NA,NA,0,TRUE,TRUE,0.953000000000003,31.3977897096754,NA,0,14.7082950373597,NA,"LOV","BO",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:39,17395.1786276046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20029680496739,44.5017275305487,30.089693930664
"Nelder-Mead7",0.963935618362666,-0.700785163287765,2810.05001483636,57,NA,NA,0,TRUE,TRUE,0.502999999999986,4.31772699422725,13.3499716133547,0,1.88398601954449,9.06991448079667,"HML","DD",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:42,2810.05001483636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",0.862204712230129,NA,1876.70028030593,59,NA,NA,0,TRUE,TRUE,0.435000000000002,5.24366286100733,NA,0,3.11941848170914,NA,"SMB","DD",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:44,1876.70028030593,0.777127431323664,28.5990837655023,18.3312648687413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.1167660356135,NA,2824.24504906576,55,NA,NA,0,TRUE,TRUE,0.431999999999988,1.204324507195,NA,0,1.19106649032216,NA,"HDY","DD",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:45,2824.24504906576,NA,NA,NA,0.901094100542764,37.6394512876307,18.1967544119678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",0.918662610367755,NA,2359.33253025578,61,NA,NA,0,TRUE,TRUE,0.522999999999996,1.79830214914772,NA,0.00649565058319468,0.898920041422801,NA,"QLT","DD",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:47,2359.33253025578,NA,NA,NA,NA,NA,NA,0.661758865804586,5.00939896789867,3.41504030110232,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.13694474839613,NA,3002.42779804148,53,NA,NA,0,TRUE,TRUE,0.519000000000005,1.54342159748113,NA,0.784824288119431,2.54196229611106,NA,"MOM","DD",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:50,3002.42779804148,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.174944175112978,3.72285490917712,1.73372312803073,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.19225960355634,NA,2660.06669063013,73,NA,NA,0,TRUE,TRUE,0.680000000000007,3.79817690706656,NA,0,2.07641541773494,NA,"ESG","DD",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:51,2660.06669063013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.02521024082471,17.0547783545511,7.63603080614145,NA,NA,NA
"Nelder-Mead61",1.03307069634497,NA,2507.56738409243,59,NA,NA,0,TRUE,TRUE,0.457999999999998,1.43212221721886,NA,1.28813634348024e-06,2.84512110628185,NA,"LOV","DD",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:53,2507.56738409243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16511278318481,4.43168766116411,8.04756331789127
"Nelder-Mead8",0.800635602887006,-1.83806616355484,1374.85591839807,69,NA,NA,0,TRUE,TRUE,0.539999999999992,41.7242664324745,58.0234946216587,0,18.8913069702664,27.9167973857101,"HML","FOF",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:55,1374.85591839807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.46558556065102,NA,1312.03055795525,65,NA,NA,0,TRUE,TRUE,0.425999999999988,8.22073520715574,NA,0,4.33852899871105,NA,"SMB","FOF",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:57,1312.03055795525,-1.02918709823443,26.2236374130106,12.1194440284804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.1560577908024,NA,1464.65774349198,67,NA,NA,0,TRUE,TRUE,0.402000000000015,12.7499300577978,NA,0,7.76969601346773,NA,"HDY","FOF",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:02:59,1464.65774349198,NA,NA,NA,-2.18641674510326,126.811632685675,68.4521177765523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",1.21973041934543,NA,1862.56863211216,49,NA,NA,0,TRUE,TRUE,0.286000000000001,9.63522351554183,NA,0.230223460145556,5.8809129138519,NA,"QLT","FOF",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:01,1862.56863211216,NA,NA,NA,NA,NA,NA,0.0837078730866779,9.16762898965071,10.8662851405679,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.562913945883833,NA,876.304787425254,143,NA,NA,0,TRUE,TRUE,1.01599999999999,5.94621374019954,NA,0,2.29658466388585,NA,"MOM","FOF",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:02,876.304787425254,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.544584546363,6.74055431128777,2.82113078874255,NA,NA,NA,NA,NA,NA
"Nelder-Mead52",1.22932426438875,NA,1859.52912018314,63,NA,NA,0,TRUE,TRUE,0.456999999999994,15.4730724681047,NA,0,18.2486591397672,NA,"ESG","FOF",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:04,1859.52912018314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.39170857002655,116.657070179951,132.486672096924,NA,NA,NA
"Nelder-Mead62",1.37808088066404,NA,1251.14078059374,113,NA,NA,0,TRUE,TRUE,0.646999999999991,8.25779243118177,NA,0,4.79999749820375,NA,"LOV","FOF",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:06,1251.14078059374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.29339290667052,18.1854770507113,6.91056002394232
"Nelder-Mead9",0.55356359201596,-1.34615978836455,3392.28145760269,65,NA,NA,0,TRUE,TRUE,0.260999999999996,7.23481424172047,8.66248978900968,0,4.31003530917551,6.14042231323634,"HML","INF",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:07,3392.28145760269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.00826796253095,NA,3491.13717487047,57,NA,NA,0,TRUE,TRUE,0.221000000000004,5.53473677318102,NA,0,4.93062179718876,NA,"SMB","INF",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:08,3491.13717487047,-0.921658242674312,26.8387892651213,21.9105209332739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",0.773717400788526,NA,3532.79851613013,67,NA,NA,0,TRUE,TRUE,0.25,1.38196443310094,NA,0,2.67554919429594,NA,"HDY","INF",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:10,3532.79851613013,NA,NA,NA,-2.52512053214021,27.5597128416726,16.0553496766738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead33",0.592052582050018,NA,3667.10920433183,57,NA,NA,0,TRUE,TRUE,0.199000000000012,3.2903458855628,NA,0,4.90671054748499,NA,"QLT","INF",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:10,3667.10920433183,NA,NA,NA,NA,NA,NA,1.34416829511956,15.4235847918435,17.9120831987507,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead43",0.392247727518315,NA,3348.7670081801,61,NA,NA,0,TRUE,TRUE,0.219000000000023,6.76957809203546,NA,0.0166953580993144,2.98035714398614,NA,"MOM","INF",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:11,3348.7670081801,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87280364665094,2.32094972740392,3.58746866465249,NA,NA,NA,NA,NA,NA
"Nelder-Mead53",0.971822607611831,NA,3913.96469284814,53,NA,NA,0,TRUE,TRUE,0.188999999999993,1.74936153624595,NA,0,1.95335460241712,NA,"ESG","INF",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:12,3913.96469284814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23234271012552,27.506795316431,17.4218285300572,NA,NA,NA
"Nelder-Mead63",0.914243599725887,NA,3868.71283961855,53,NA,NA,0,TRUE,TRUE,0.188000000000017,1.68489498089486,NA,0.00091020432779243,1.81830396556271,NA,"LOV","INF",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:13,3868.71283961855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.703284775395877,5.42601619609431,6.52798180590589
"Nelder-Mead10",1.03690542297918,-0.292498888378395,677.06295038306,53,NA,NA,0,TRUE,TRUE,0.367000000000019,1.09638463044975,21.8194727560246,1.25619237234531e-09,1.51144280165935,10.5667755188148,"HML","MEZZ",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:15,677.06295038306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",1.06104527143762,NA,668.381054107159,47,NA,NA,0,TRUE,TRUE,0.324999999999989,10.0262575826891,NA,0,5.13408716825494,NA,"SMB","MEZZ",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:16,668.381054107159,0.305512907775119,48.794801536197,27.4953914838197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",1.10668271141767,NA,688.59597113341,49,NA,NA,0,TRUE,TRUE,0.338000000000022,11.1023988297074,NA,0,6.31907169139229,NA,"HDY","MEZZ",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:17,688.59597113341,NA,NA,NA,0.121736298169708,222.5535911533,131.226021461365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead34",0.881396114323887,NA,574.291509537805,65,NA,NA,0,TRUE,TRUE,0.478000000000009,2.8420556116324,NA,1.88737914186277e-15,4.28271160031409,NA,"QLT","MEZZ",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:19,574.291509537805,NA,NA,NA,NA,NA,NA,0.823602645259325,9.88026664280268,5.80897996764533,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead44",0.729687087387207,NA,554.067642916131,57,NA,NA,0,TRUE,TRUE,0.456999999999994,3.21701306576207,NA,2.62531158079504e-06,1.72758271035814,NA,"MOM","MEZZ",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2020-07-03 21:03:20,554.067642916131,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19786943506069,4.93586796509516,2.42770324752948,NA,NA,NA,NA,NA,NA
