"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.21249894031965,-1.2075665278761,107431.37985583,139,NA,NA,0,FALSE,TRUE,2.46000000000004,8.06400241683082e-05,0.000181171493866515,0.99999997283202,6.63555251441714e-05,8.62276199537201e-05,"HML","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:56:17,107431.37985583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.34570513977426,NA,103637.324374101,141,NA,NA,0,FALSE,TRUE,3.81999999999994,0.000311545710450796,NA,0.999999927857273,0.000244668482096099,NA,"SMB","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:56:26,103637.324374101,0.951333573946072,0.000328002517035582,0.000181212979312015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.52943034704102,NA,110380.648453237,139,NA,NA,0,FALSE,TRUE,3.08999999999992,0.000392603693849122,NA,0.999999601676663,0.000362420312273923,NA,"HDY","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:56:32,110380.648453237,NA,NA,NA,1.62565629543322,0.000457686853322658,0.000226537403144272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.20203471378254,NA,103059.653528346,111,NA,NA,0,FALSE,TRUE,2.15999999999985,6.24819453324201e-05,NA,0.999999998781311,5.1640705864267e-05,NA,"QLT","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:56:36,103059.653528346,NA,NA,NA,NA,NA,NA,0.722548161617953,5.41256901341065e-05,3.58647064306208e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.894111963629263,NA,97971.9550728972,97,NA,NA,0,FALSE,TRUE,1.92999999999984,0.000163150748305856,NA,0.999999972251874,6.61738052805959e-05,NA,"MOM","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:56:41,97971.9550728972,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86977993095643,0.000130448243724128,6.67915782238e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.54787525134298,NA,112759.053106597,125,NA,NA,0,FALSE,TRUE,1.88999999999987,8.08269040600551e-05,NA,0.999998765854376,7.63034784272906e-05,NA,"ESG","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:56:44,112759.053106597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45001422344736,0.000239265220766903,0.000107826432239804,NA,NA,NA
"Nelder-Mead6",1.26769622986633,NA,81634.2821085287,131,NA,NA,0,FALSE,TRUE,2.24000000000001,0.000102790115365754,NA,0.999997345465903,6.53550630396798e-05,NA,"LOV","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:56:48,81634.2821085287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02923933686528,0.00114396032218541,0.000608954827243939
"Nelder-Mead7",1.0109145333744,-0.234337528664604,11797.1400503166,127,NA,NA,0,FALSE,TRUE,1.36999999999989,0.000113926396467087,0.000527916210296196,0.999999992366295,0.000201505725523272,0.00023266754095171,"HML","DD",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:56:52,11797.1400503166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",0.880985860265406,NA,8490.32894409795,283,NA,NA,0,FALSE,TRUE,3,7.73478308158947e-05,NA,0.999999997197853,7.8557160113635e-05,NA,"SMB","DD",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:56:57,8490.32894409795,0.864031396361016,9.12650578119317e-05,6.12830625992102e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.07542447769013,NA,10309.8441293086,127,NA,NA,0,FALSE,TRUE,1.30999999999995,3.05865245318332e-05,NA,0.999999994561635,4.67451944871775e-05,NA,"HDY","DD",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:56:59,10309.8441293086,NA,NA,NA,0.901119025814902,0.000114215737501294,5.73910617006605e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",0.813079926399022,NA,10090.7682298198,149,NA,NA,0,FALSE,TRUE,1.50999999999999,0.000131734237928878,NA,0.999999999881536,7.91735974110867e-05,NA,"QLT","DD",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:57:02,10090.7682298198,NA,NA,NA,NA,NA,NA,0.938176807259383,2.70775846323791e-05,4.2433811712586e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.18434785302465,NA,11698.6638216326,93,NA,NA,0,FALSE,TRUE,0.939999999999827,0.000245068763838291,NA,0.999999977855244,0.000116378811171639,NA,"MOM","DD",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:57:05,11698.6638216326,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.303662710099994,0.000544886308581737,0.000216462574943359,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.20505944140153,NA,10240.4784326872,153,NA,NA,0,FALSE,TRUE,1.75,0.00014007836030417,NA,0.999993989190971,7.50698897036187e-05,NA,"ESG","DD",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:57:09,10240.4784326872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.50282352306796,0.000404436603374996,0.000168732907279169,NA,NA,NA
"Nelder-Mead61",0.951288675542541,NA,10652.7803886396,185,NA,NA,0,FALSE,TRUE,2,0.000131181071196666,NA,0.999999176104144,0.000187898106501414,NA,"LOV","DD",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:57:12,10652.7803886396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52025065969808,0.000840697516894518,0.000647334929568388
"Nelder-Mead8",0.976147058280726,-1.32599131562464,5690.34134430215,143,NA,NA,0,FALSE,TRUE,1.36999999999989,0.000188228817919471,0.000162965046577549,0.999999977553254,7.9158889026355e-05,6.18186952188114e-05,"HML","FOF",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:57:17,5690.34134430215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.3594584882468,NA,5106.01272830148,111,NA,NA,0,FALSE,TRUE,1.07999999999993,0.000199857253309793,NA,0.999999975261408,0.000129883310621842,NA,"SMB","FOF",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-06 11:57:20,5106.01272830148,-0.559601431725082,0.000270754965803819,0.000133214418590552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
