"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.22028039609717,-1.21262847882019,94092.4117648579,141,NA,NA,0,FALSE,TRUE,2.187,0.00369437000850078,0.000712420510023125,0.999999085225495,0.00279193755016686,0.000950338472601468,"HML","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:17:36,94092.4117648579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.34571386044954,NA,97518.8854460391,123,NA,NA,0,FALSE,TRUE,2.215,0.000291191711342352,NA,0.99999994104031,0.000229440921509005,NA,"SMB","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:17:41,97518.8854460391,0.951336556838261,0.000295199442869591,0.000163310010275024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.49093048316565,NA,103244.477208033,129,NA,NA,0,FALSE,TRUE,2.309,7.20859043661041e-05,NA,0.999999809227192,6.57307486100316e-05,NA,"HDY","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:17:45,103244.477208033,NA,NA,NA,1.34543327881359,0.000443542128498716,0.000204470064810997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.20203631801701,NA,90838.1447432134,123,NA,NA,0,FALSE,TRUE,2.185,6.29390759281656e-05,NA,0.999999998756881,5.22134104395128e-05,NA,"QLT","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:17:50,90838.1447432134,NA,NA,NA,NA,NA,NA,0.722547152340393,5.47533628919437e-05,3.64927270005438e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.898901046385338,NA,86579.116202534,125,NA,NA,0,FALSE,TRUE,2.553,0.000378776741297439,NA,0.999999960588561,0.000153390268989442,NA,"MOM","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:17:57,86579.116202534,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88381851044654,0.000151661101436259,8.5821586063205e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.54787817929509,NA,103194.621097941,175,NA,NA,0,FALSE,TRUE,2.962,8.85725965893612e-05,NA,0.999968821296186,8.0590038935788e-05,NA,"ESG","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:18:02,103194.621097941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45002497809047,0.00121917528750748,0.000550385816766597,NA,NA,NA
"Nelder-Mead6",1.26769612481333,NA,72904.0858284803,157,NA,NA,0,FALSE,TRUE,2.58,9.70026778673722e-05,NA,0.999999812968873,6.35715675032373e-05,NA,"LOV","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:18:06,72904.0858284803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02931430788899,0.000308776745878031,0.000163891389297621
"Nelder-Mead7",0.983030018968261,-0.353868875392683,11004.497534302,115,NA,NA,0,FALSE,TRUE,1.441,7.24476152490267e-05,0.000221206044084415,0.999999996919969,0.000126759859981551,0.000107895167507617,"HML","DD",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:17:34,11004.497534302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",0.880988367938796,NA,8005.59679798193,137,NA,NA,0,FALSE,TRUE,1.556,7.64452622678146e-05,NA,0.999999997371338,7.72753596634158e-05,NA,"SMB","DD",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:17:36,8005.59679798193,0.86402915257937,8.85989277846047e-05,5.92509931365438e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.0754244992625,NA,9725.9929860098,115,NA,NA,0,FALSE,TRUE,1.389,3.05846727264521e-05,NA,0.999999994566972,4.67426406257468e-05,NA,"HDY","DD",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2020-07-03 21:17:40,9725.9929860098,NA,NA,NA,0.90111871670381,0.000114159082610597,5.73625408121609e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
