"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",3.31328125,259.960707739081,30,NA,NA,0,TRUE,TRUE,13.668,1.20386156351215,0.00535491243250408,0.76995184321593,"MKT","PE",40,0,12,"2009","FW","L2_Lasso","exp.aff",2020-04-12 19:48:15,621.491482145172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.120345976514,244.129701617369,67,NA,NA,0,TRUE,TRUE,36.472,2.710800095934,1.25031096587236e-11,1.43346469627007,"ME","PE",40,0,12,"2009","FW","L2_Lasso","exp.aff",2020-04-12 19:50:33,571.659798761121,1.37722113387681,7.07020511656177,1.887872870721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",3.0138681232227,255.831373673032,67,NA,NA,0,TRUE,TRUE,35.812,1.99215068868396,0,0.937371822863249,"IA","PE",40,0,12,"2009","FW","L2_Lasso","exp.aff",2020-04-12 19:52:35,597.567001269192,NA,NA,NA,2.22384066275445,10.1055222896788,2.54868235146917,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",2.52173502407968,216.463516795175,59,NA,NA,0,TRUE,TRUE,20.915,1.15849722574002,7.70500642177652e-08,0.968600454057922,"ROE","PE",40,0,12,"2009","FW","L2_Lasso","exp.aff",2020-04-12 19:54:02,491.690997002045,NA,NA,NA,NA,NA,NA,2.46861022897065,2.89361944510552,1.23757094084031,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",2.59425264300607,243.242784200751,73,NA,NA,0,TRUE,TRUE,28.63,0.902259372465899,0,0.936710091559708,"EG","PE",40,0,12,"2009","FW","L2_Lasso","exp.aff",2020-04-12 19:55:41,580.116241883287,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20283894796798,5.17099095080674,1.77316786363452,NA,NA,NA
"Nelder-Mead5",0.466109477908322,203.214949450243,61,NA,NA,0,TRUE,TRUE,24.377,18.1917259435951,0,2.7149475516811,"Alpha","PE",40,0,12,"2009","FW","L2_Lasso","exp.aff",2020-04-12 19:58:09,352.439367146424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0283775804695324,0.103685690214851,0.0192784155326848
"Nelder-Mead6",2.865625,137.433470719533,24,NA,NA,0,TRUE,TRUE,5.403,3.06629095890415,1.06180355619045e-08,0.944051208925445,"MKT","VC",40,0,12,"2009","FW","L2_Lasso","exp.aff",2020-04-12 19:47:27,487.721925967367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.75921311973161,119.643399451931,63,NA,NA,0,TRUE,TRUE,13.555,5.0662318676258,0,0.895391717492394,"ME","VC",40,0,12,"2009","FW","L2_Lasso","exp.aff",2020-04-12 19:48:15,532.357373300221,-1.68671768430593,8.7568227794606,1.31911645545292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",2.60834953106498,133.614933036458,91,NA,NA,0,TRUE,TRUE,23.526,3.06555321727445,0,1.23364213897035,"IA","VC",40,0,12,"2009","FW","L2_Lasso","exp.aff",2020-04-12 19:50:02,520.579840774983,NA,NA,NA,-2.82210637484682,3.0753432918121,1.81976409200756,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",3.15202734384322,130.339676610271,71,NA,NA,0,TRUE,TRUE,17.7,2.92235929376432,0,0.904082115611824,"ROE","VC",40,0,12,"2009","FW","L2_Lasso","exp.aff",2020-04-12 19:50:58,553.819294329169,NA,NA,NA,NA,NA,NA,-1.63695688009382,3.20296741148027,0.860077945782925,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",2.95376571707493,135.213102656193,55,NA,NA,0,TRUE,TRUE,13.64,2.88273562452447,0,0.999600289996609,"EG","VC",40,0,12,"2009","FW","L2_Lasso","exp.aff",2020-04-12 19:51:49,523.673930498938,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.78496439980372,5.47065485519857,1.83602981408741,NA,NA,NA
