"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.67734375,223.277742882975,28,NA,NA,0,TRUE,TRUE,38.421,1.89127262867513,0.00151229229264527,"MKT","PE",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:08:56,1036.717157306,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.36970958696038,214.463246499511,53,NA,NA,0,TRUE,TRUE,74.63,0.19947016330442,0.935727973365247,"ME","PE",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:14:32,967.76226557589,1.37995560856944,0.210806643876579,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.94017547096861,216.802590852331,75,NA,NA,0,TRUE,TRUE,80.722,2.92247684307788,0,"IA","PE",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:19:50,1025.49810909743,NA,NA,3.47324448484328,15.5361087840319,NA,NA,NA,NA
"Nelder-Mead3",2.21320171827063,174.959451785232,77,NA,NA,0,TRUE,TRUE,77.6310000000001,3.71828082804468,0,"ROE","PE",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:24:59,2543.67779542481,NA,NA,NA,NA,3.48770598379773,5.52687370725902,NA,NA
"Nelder-Mead4",1.86170993486897,209.484130081897,69,NA,NA,0,TRUE,TRUE,71.2679999999999,5.85555585952269,0,"EG","PE",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:29:59,1692.44600270848,NA,NA,NA,NA,NA,NA,4.31666469518305,7.26589525481345
"Nelder-Mead5",1.85,112.004412541098,20,NA,NA,0,TRUE,TRUE,7.251,2.16055730141052,0.06628762739809,"MKT","VC",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:04:53,934.306863402315,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",2.46290296049829,111.108597602383,55,NA,NA,0,TRUE,TRUE,22.081,9.0314543130658,0,"ME","VC",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:06:32,958.732955317775,-0.576857670691061,9.87100495273626,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.61374917495766,110.802456589527,77,NA,NA,0,TRUE,TRUE,29.415,2.71778200685675,9.53681578153009e-14,"IA","VC",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:08:10,909.577579559593,NA,NA,1.72807608316852,3.5790329307152,NA,NA,NA,NA
"Nelder-Mead31",1.62694493824674,111.32209496276,57,NA,NA,0,TRUE,TRUE,21.03,2.86579766985158,4.24638066643945e-05,"ROE","VC",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:09:41,916.661960352754,NA,NA,NA,NA,0.66765585236426,4.09399358584281,NA,NA
"Nelder-Mead41",1.27963441446173,109.027990536646,63,NA,NA,0,TRUE,TRUE,24.83,3.04585306892181,0,"EG","VC",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:11:16,831.030707781599,NA,NA,NA,NA,NA,NA,2.71944076616146,6.12192664120238
"Nelder-Mead6",1.73359375,242.869946803961,26,NA,NA,0,TRUE,TRUE,3.559,73.6830301748109,0,"MKT","PD",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:04:21,737.129531150476,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.34109009651183,241.226657383511,55,NA,NA,0,TRUE,TRUE,8.662,143.295955463497,0,"ME","PD",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:04:53,643.204685060961,0.555185077030547,94.3889146841146,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.63891780464183,241.639355998009,53,NA,NA,0,TRUE,TRUE,8.452,28.9318216725513,0,"IA","PD",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:05:25,671.921972459575,NA,NA,0.708090286586957,12.3073047720895,NA,NA,NA,NA
"Nelder-Mead32",2.05126622332217,189.67742466118,75,NA,NA,0,TRUE,TRUE,12.192,160.563295379155,0,"ROE","PD",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:06:11,372.95817774559,NA,NA,NA,NA,2.75411114853635,299.956417378752,NA,NA
"Nelder-Mead42",1.43503851204922,174.262513260803,73,NA,NA,0,TRUE,TRUE,11.224,3.53888612687844,0,"EG","PD",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:06:45,290.317267421316,NA,NA,NA,NA,NA,NA,3.99663760617445,22.3713768211239
"Nelder-Mead7",1.3265625,308.652105898017,20,NA,NA,0,TRUE,TRUE,5.31999999999999,1.86848915071103,0.541743578126499,"MKT","RE",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:07:24,6629.64319010776,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",-0.374826973697053,291.171574228978,57,NA,NA,0,TRUE,TRUE,16.649,9.90113400808379,0,"ME","RE",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:08:32,4064.14315785462,2.07885816289054,8.67989232199979,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.11887831317726,306.423280894417,55,NA,NA,0,TRUE,TRUE,16.217,2.11806323478226,2.31574537323809e-10,"IA","RE",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:09:43,5414.70562282367,NA,NA,1.23622512191068,5.43725761273676,NA,NA,NA,NA
"Nelder-Mead33",1.17115259989302,249.665710896878,109,NA,NA,0,TRUE,TRUE,32.668,2.44799049964818,0,"ROE","RE",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:11:15,6567.27110029903,NA,NA,NA,NA,3.81963537016739,3.30238104152792,NA,NA
"Nelder-Mead43",0.543845085037793,258.791591548886,67,NA,NA,0,TRUE,TRUE,20.153,3.57169679000141,0,"EG","RE",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:12:21,18564.0285457366,NA,NA,NA,NA,NA,NA,6.9701741131741,7.38596222147316
"Nelder-Mead8",-0.192187500000001,653.235885205545,26,NA,NA,0,TRUE,TRUE,1.13499999999999,1.34556912316809,0.108676433682593,"MKT","NATRES",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:11:22,3312.70103003919,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",-1.61988356452494,636.240799926485,65,NA,NA,0,TRUE,TRUE,2.738,19.910840920307,0,"ME","NATRES",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:11:35,5578.03371265358,1.72564642941506,24.0718387163056,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",-0.965764410174691,634.244763884725,67,NA,NA,0,TRUE,TRUE,2.85599999999999,3.15640679945745,0,"IA","NATRES",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:11:42,4112.73048637713,NA,NA,3.45365492414683,4.75096496982372,NA,NA,NA,NA
"Nelder-Mead34",-0.29500594939545,571.18809930404,69,NA,NA,0,TRUE,TRUE,3.08999999999997,2.15109041014895,0,"ROE","NATRES",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:11:50,1384.4843108238,NA,NA,NA,NA,3.5289266701324,4.11772248121034,NA,NA
"Nelder-Mead44",-0.742986935580941,602.524603514289,67,NA,NA,0,TRUE,TRUE,2.899,2.85860106651904,0,"EG","NATRES",40,0,"1991","FW","L2_Lasso","exp.aff",2020-04-08 16:11:58,2768.55511104758,NA,NA,NA,NA,NA,NA,4.86428796745516,3.78218663249553
