"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.6265625,217.515554418422,30,NA,NA,0,TRUE,TRUE,31.06,2.60925673189955,2.19453729112251e-05,"MKT","PE",40,0,"2000","FW","L2_Lasso","exp.aff",2020-04-08 18:27:54,1646.01714451025,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.15496127703227,216.885027593828,65,NA,NA,0,TRUE,TRUE,69.949,0.226564672760858,0.973765207368023,"ME","PE",40,0,"2000","FW","L2_Lasso","exp.aff",2020-04-08 18:32:16,1537.90116224028,0.503119770484045,0.0708445947077525,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.6127892411818,205.583061801649,77,NA,NA,0,TRUE,TRUE,61.229,10.4991183848646,0,"IA","PE",40,0,"2000","FW","L2_Lasso","exp.aff",2020-04-08 18:36:16,1740.90195343745,NA,NA,4.55759498188982,14.5770431469574,NA,NA,NA,NA
"Nelder-Mead3",2.10306236131138,180.968599856105,81,NA,NA,0,TRUE,TRUE,70.168,5.86347514215611,0,"ROE","PE",40,0,"2000","FW","L2_Lasso","exp.aff",2020-04-08 18:40:42,1082.85465544192,NA,NA,NA,NA,3.35280996131256,3.18712856064838,NA,NA
"Nelder-Mead4",2.0278865757111,211.021251479705,69,NA,NA,0,TRUE,TRUE,58.158,3.35958748510323,0,"EG","PE",40,0,"2000","FW","L2_Lasso","exp.aff",2020-04-08 18:44:39,1496.04028632136,NA,NA,NA,NA,NA,NA,3.07862720683734,11.262801654702
"Nelder-Mead5",3.00625,143.983236644448,30,NA,NA,0,TRUE,TRUE,7.135,1.10174516933017,0.0270790609698519,"MKT","VC",40,0,"2000","FW","L2_Lasso","exp.aff",2020-04-08 18:24:56,243.006163897002,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.38423609633155,142.478364655845,105,NA,NA,0,TRUE,TRUE,25.686,6.85505760003794,0,"ME","VC",40,0,"2000","FW","L2_Lasso","exp.aff",2020-04-08 18:26:04,238.512801230632,-0.732381471118373,11.1759228533662,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",3.02891772804503,143.85460167202,63,NA,NA,0,TRUE,TRUE,12.997,1.16250741179598,1.93315252694504e-08,"IA","VC",40,0,"2000","FW","L2_Lasso","exp.aff",2020-04-08 18:26:52,245.643323158126,NA,NA,-0.428530956142247,9.43694651118648,NA,NA,NA,NA
"Nelder-Mead31",2.96002606585407,140.484061463503,67,NA,NA,0,TRUE,TRUE,15.86,1.11514299623481,4.42226977259708e-09,"ROE","VC",40,0,"2000","FW","L2_Lasso","exp.aff",2020-04-08 18:27:44,287.206874716482,NA,NA,NA,NA,1.36495423727374,5.08293951511492,NA,NA
"Nelder-Mead41",2.88417044458174,143.283623529948,55,NA,NA,0,TRUE,TRUE,12.888,1.70173088576376,2.22044604925031e-16,"EG","VC",40,0,"2000","FW","L2_Lasso","exp.aff",2020-04-08 18:28:37,244.570915553118,NA,NA,NA,NA,NA,NA,0.986930608450803,10.8442268993488
"Nelder-Mead6",1.77734375,246.84404237123,26,NA,NA,0,TRUE,TRUE,3.444,25.9400545233768,0,"MKT","PD",40,0,"2000","FW","L2_Lasso","exp.aff",2020-04-08 18:24:41,1747.60616299859,NA,NA,NA,NA,NA,NA,NA,NA
