"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.515625,239.208455265173,28,NA,NA,0,TRUE,TRUE,35.413,2.01839332875978,0.0022198273608719,1.58041485807228,"MKT","PE",60,0,12,"1988","FW","L2_Lasso","exp.aff",2020-04-12 14:24:04,1735.09316999735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.4676347829205,235.225031405145,55,NA,NA,0,TRUE,TRUE,57.299,6.20746208235366,0,2.19839262226315,"ME","PE",60,0,12,"1988","FW","L2_Lasso","exp.aff",2020-04-12 14:28:52,1565.12934515093,1.07557148814012,10.8572277799103,2.05910993118626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.88111049917643,235.387032500283,71,NA,NA,0,TRUE,TRUE,68.362,0.0902979616942057,0.966591086433599,0.0103900699439219,"IA","PE",60,0,12,"1988","FW","L2_Lasso","exp.aff",2020-04-12 14:33:35,1325.28244357596,NA,NA,NA,2.84278863313957,0.118393381388105,0.0380541130742114,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",2.08147147922484,203.866621567688,71,NA,NA,0,TRUE,TRUE,68.309,5.93467114769121,0,1.93240201538666,"ROE","PE",60,0,12,"1988","FW","L2_Lasso","exp.aff",2020-04-12 14:38:15,5931.01425717906,NA,NA,NA,NA,NA,NA,2.90098817200796,8.47625656014128,1.38978474559139,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.86938512010919,231.843546505049,75,NA,NA,0,TRUE,TRUE,72.353,6.65070063186908,0,1.61519578398772,"EG","PE",60,0,12,"1988","FW","L2_Lasso","exp.aff",2020-04-12 14:43:05,2787.80146369632,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35157898171967,14.0436384001229,2.36189443795997,NA,NA,NA
"Nelder-Mead5",-0.297146983490735,199.133906533181,89,NA,NA,0,FALSE,TRUE,85.644,7.39370257482252,0,1.06298250013701,"Alpha","PE",60,0,12,"1988","FW","L2_Lasso","exp.aff",2020-04-12 14:51:15,1247.52100050887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0261293397834513,0.0683832198336518,0.00662789182893712
"Nelder-Mead6",2.1484375,133.202470186246,26,NA,NA,0,TRUE,TRUE,9.316,1.6305760664513,0.0611216097584517,1.03984024474097,"MKT","VC",60,0,12,"1988","FW","L2_Lasso","exp.aff",2020-04-12 14:20:45,669.818460564062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.77515866337878,117.48374390807,67,NA,NA,0,TRUE,TRUE,25.964,13.040266229573,0,1.65674168943096,"ME","VC",60,0,12,"1988","FW","L2_Lasso","exp.aff",2020-04-12 14:22:14,1005.13583372325,-1.90696485697444,14.1688528187709,1.54537310855581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",2.26928535295593,130.429726211729,65,NA,NA,0,TRUE,TRUE,23.829,1.78119869830101,0,1.0608502735127,"IA","VC",60,0,12,"1988","FW","L2_Lasso","exp.aff",2020-04-12 14:24:26,784.673385210201,NA,NA,NA,-2.30295476460596,9.38776669072613,1.69456772660971,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",2.45435039326549,127.577197778127,53,NA,NA,0,TRUE,TRUE,15.594,1.71270568058636,0,0.911396671267949,"ROE","VC",60,0,12,"1988","FW","L2_Lasso","exp.aff",2020-04-12 14:26:08,807.916856409096,NA,NA,NA,NA,NA,NA,-1.52607494033873,6.39648171666682,0.999755409491144,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",2.50364648590331,129.721826516497,59,NA,NA,0,TRUE,TRUE,16.812,2.54053431060395,0,1.01863613226971,"EG","VC",60,0,12,"1988","FW","L2_Lasso","exp.aff",2020-04-12 14:27:50,834.53990756317,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.20471174502745,8.84698831142547,1.31033809746044,NA,NA,NA
"Nelder-Mead51",2.98300597740707,129.84267926626,75,NA,NA,0,FALSE,TRUE,21.422,3.38357889604074,1.67467262279786e-10,0.411288550527258,"Alpha","VC",60,0,12,"1988","FW","L2_Lasso","exp.aff",2020-04-12 14:29:01,771.764571969843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00800944982066636,0.00930934227300283,0.00201493184694258
"Nelder-Mead7",1.67265625,249.425197474011,28,NA,NA,0,TRUE,TRUE,4.001,13.1710068152695,0,10.5992007185695,"MKT","PD",60,0,12,"1988","FW","L2_Lasso","exp.aff",2020-04-12 14:20:13,3218.34916581305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.27583572216845,248.322146076006,61,NA,NA,0,TRUE,TRUE,9.369,9.40230995080974,0,11.268188709707,"ME","PD",60,0,12,"1988","FW","L2_Lasso","exp.aff",2020-04-12 14:20:46,3327.11787618823,0.549635583516465,130.069101535996,30.5232123462448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
