"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.60078125,351.03027687307,28,NA,NA,0,TRUE,TRUE,21.643,1.46993109240919,0.0186207244772241,"MKT","PE",40,0,"2015","FW","L2_Lasso","exp.aff",2020-04-08 20:34:01,253.301128769211,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.18273934256286,330.771473282504,53,NA,NA,0,TRUE,TRUE,39.265,13.0125379344809,0.00268423404509399,"ME","PE",40,0,"2015","FW","L2_Lasso","exp.aff",2020-04-08 20:36:40,276.264793104839,1.47656331714243,0.911947692618423,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.21811155524338,348.634021979259,63,NA,NA,0,TRUE,TRUE,35.684,1.77540960205124,0,"IA","PE",40,0,"2015","FW","L2_Lasso","exp.aff",2020-04-08 20:38:47,222.583891387281,NA,NA,1.78974964241497,30.9593360035676,NA,NA,NA,NA
"Nelder-Mead3",2.22471092061053,297.902801971118,75,NA,NA,0,TRUE,TRUE,44.847,2.02584584621597,0,"ROE","PE",40,0,"2015","FW","L2_Lasso","exp.aff",2020-04-08 20:41:17,189.549027047417,NA,NA,NA,NA,2.70905252136041,3.48326632244711,NA,NA
"Nelder-Mead4",1.87743125726594,328.835250937473,71,NA,NA,0,TRUE,TRUE,38.852,5.67965691709006,0,"EG","PE",40,0,"2015","FW","L2_Lasso","exp.aff",2020-04-08 20:43:30,250.412974112056,NA,NA,NA,NA,NA,NA,3.71360228038357,5.09029697220266
"Nelder-Mead5",2.36875,172.615916802589,24,NA,NA,0,TRUE,TRUE,7.487,1.5484247677574,0.0340561363327395,"MKT","VC",40,0,"2015","FW","L2_Lasso","exp.aff",2020-04-08 20:32:48,141.20357235705,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.31640136391329,162.198448128815,65,NA,NA,0,TRUE,TRUE,17.83,7.4853197405247,0,"ME","VC",40,0,"2015","FW","L2_Lasso","exp.aff",2020-04-08 20:33:47,150.180409529335,-1.26211013011944,8.71580011840737,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",2.41599618792534,171.862799402617,49,NA,NA,0,TRUE,TRUE,12.013,1.54663834319465,1.11022302462516e-16,"IA","VC",40,0,"2015","FW","L2_Lasso","exp.aff",2020-04-08 20:34:49,149.641703813857,NA,NA,-1.00989210605621,7.62723382043265,NA,NA,NA,NA
"Nelder-Mead31",2.52152172904171,170.914828609036,61,NA,NA,0,TRUE,TRUE,15.601,1.80906328516955,1.2114848552125e-06,"ROE","VC",40,0,"2015","FW","L2_Lasso","exp.aff",2020-04-08 20:35:37,154.146737413327,NA,NA,NA,NA,-0.787118441335995,3.73540348304667,NA,NA
"Nelder-Mead41",2.40850601020793,172.541525683355,61,NA,NA,0,TRUE,TRUE,14.93,1.48868358405696,3.07544041677765e-05,"EG","VC",40,0,"2015","FW","L2_Lasso","exp.aff",2020-04-08 20:36:30,143.551576079903,NA,NA,NA,NA,NA,NA,-0.314823923775111,10.067802296437
"Nelder-Mead6",1.723046875,534.687198467942,28,NA,NA,0,TRUE,TRUE,2.063,13.9057048305268,0,"MKT","PD",40,0,"2015","FW","L2_Lasso","exp.aff",2020-04-08 20:32:14,193.979926736634,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.55144560067715,534.003154500387,51,NA,NA,0,TRUE,TRUE,3.98,18.7666230594659,1.12246283490158e-07,"ME","PD",40,0,"2015","FW","L2_Lasso","exp.aff",2020-04-08 20:32:28,193.358309551996,0.241050980377031,43.4299460916421,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.687607459641,534.377349554198,43,NA,NA,0,TRUE,TRUE,3.295,16.2830530849561,0,"IA","PD",40,0,"2015","FW","L2_Lasso","exp.aff",2020-04-08 20:32:44,188.891757707708,NA,NA,0.24410963224509,12.5400817742086,NA,NA,NA,NA
