"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.6234375,223.546424534142,26,NA,NA,0,TRUE,TRUE,21.315,2.76175420409693,7.34164370064239e-06,1.88026888342402,"MKT","PE",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 17:54:18,1533.40514359651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.37586012482643,223.376922303962,55,NA,NA,0,TRUE,TRUE,58.528,17.3460067668445,0,4.45416735107103,"ME","PE",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 18:00:15,1509.36219779385,0.261212122440338,25.6822477344424,4.17110936407807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.53983184234678,210.909838792553,79,NA,NA,0,TRUE,TRUE,71.463,12.5004844973247,0,1.83726979808148,"IA","PE",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 18:04:50,1729.2073050274,NA,NA,NA,4.77746932571899,15.8215623505489,2.36301716638532,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",2.07858848507878,187.337262983729,79,NA,NA,0,TRUE,TRUE,65.2190000000001,5.84594971920525,0,3.21052376055117,"ROE","PE",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 18:09:28,1120.13745381234,NA,NA,NA,NA,NA,NA,3.4120820969195,3.48799988911244,1.9942212986367,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",2.06344336103622,217.933521457166,69,NA,NA,0,TRUE,TRUE,58.9,0.125387474375607,8.7908180401719e-08,0.0174400081549807,"EG","PE",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 18:13:57,1475.51206123757,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86908167875654,1.94035409523219,0.268414181564257,NA,NA,NA
"Nelder-Mead5",-0.885213965093357,169.393196974043,79,NA,NA,0,FALSE,TRUE,64.443,3.42611798617251,8.66081428796406e-10,0.487350200143294,"Alpha","PE",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 18:20:18,1173.4641459517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0325084002025521,0.037834268114743,0.00479220985574144
"Nelder-Mead6",3.07734375,146.069494240285,30,NA,NA,0,TRUE,TRUE,6.389,1.15346447764821,0.0165686599624276,0.929623744787339,"MKT","VC",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 17:51:53,222.044823933285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.51896808065354,144.098462248934,91,NA,NA,0,TRUE,TRUE,18.059,6.3393481447047,0,1.52802890770064,"ME","VC",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 17:52:44,207.887021533401,-0.84145925201064,10.6367050766847,1.7286189400184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",3.12598306003269,145.516795923639,69,NA,NA,0,TRUE,TRUE,15.042,0.95727944552892,0,0.945092729293581,"IA","VC",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 17:53:34,224.557878418539,NA,NA,NA,-0.919047680239803,11.3319698628118,2.72944651441077,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",3.05998670552097,143.456533594155,61,NA,NA,0,TRUE,TRUE,13.649,1.01783536752287,3.56674034751592e-09,0.829123168743455,"ROE","VC",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 17:54:23,266.372561842942,NA,NA,NA,NA,NA,NA,1.21528121007623,5.50204868923678,1.17597547505244,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",3.01791460265158,145.889959165163,53,NA,NA,0,TRUE,TRUE,13.277,1.5329935875567,1.79337460114448e-05,0.9251439008907,"EG","VC",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 17:55:25,224.927854801259,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508739963459812,12.933375275531,2.33143470264872,NA,NA,NA
"Nelder-Mead51",2.38529956666746,142.911581331488,71,NA,NA,0,FALSE,TRUE,19.078,5.46292495990407,3.69038133385402e-13,1.2581475058448,"Alpha","VC",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 17:56:45,260.067853390663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0093971996529604,0.111185454972885,0.0170249269074622
"Nelder-Mead7",1.787890625,245.916438318404,26,NA,NA,0,TRUE,TRUE,3.39,22.5465806617938,0,24.5159126968082,"MKT","PD",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 17:51:41,1599.45794078073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.96800108873408,245.644612813844,55,NA,NA,0,TRUE,TRUE,6.281,39.7775784266894,0,8.19930855241855,"ME","PD",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 17:52:04,1640.39439317004,-0.25312016370076,55.2229746248242,17.1557914214822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.7741838729009,245.890742480523,57,NA,NA,0,TRUE,TRUE,6.594,12.7030388319939,0,5.06351934314805,"IA","PD",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 17:52:28,1589.49072412346,NA,NA,NA,0.10274693351239,6.6078056272661,11.4262030497039,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",2.04157140210501,198.521536697479,75,NA,NA,0,TRUE,TRUE,8.77800000000001,101.508954071813,0,36.1120482782177,"ROE","PD",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 17:52:56,1334.66089355737,NA,NA,NA,NA,NA,NA,2.57355191895642,130.181372843601,43.0957167856621,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",1.44723395647487,178.810742368256,75,NA,NA,0,TRUE,TRUE,9.67,2.43031588958271,0,4.87683390697142,"EG","PD",40,0,12,"2000","FW","L2_Lasso","exp.aff",2020-04-12 17:53:25,1502.88231426204,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80679511930068,16.7336882817308,11.0028469846042,NA,NA,NA
