"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.64140625,292.27092988335,28,NA,NA,0,TRUE,TRUE,15.551,0.565845142213306,0.353002202704851,"MKT","PE",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:05:33,640.637886811751,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.42203645291739,268.564265653704,55,NA,NA,0,TRUE,TRUE,32.308,5.25306670662164,1.94691796018276e-09,"ME","PE",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:07:46,582.213846013926,1.5657453967724,3.28947880725053,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.41863397250372,290.383825461844,65,NA,NA,0,TRUE,TRUE,32.76,0.867274304541999,0,"IA","PE",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:09:37,624.14563005087,NA,NA,1.42023044567477,9.84840888476877,NA,NA,NA,NA
"Nelder-Mead3",2.05242115663341,246.181919248228,57,NA,NA,0,TRUE,TRUE,24.474,2.24694168427138,3.87282206304462e-10,"ROE","PE",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:11:16,510.011581996659,NA,NA,NA,NA,2.26150469756076,2.45163831060673,NA,NA
"Nelder-Mead4",2.01974453075913,276.229189397774,71,NA,NA,0,TRUE,TRUE,29.762,2.06664049052635,0,"EG","PE",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:12:58,594.386576713207,NA,NA,NA,NA,NA,NA,3.00967977842831,5.67495956005511
"Nelder-Mead5",1.9859375,150.969670953064,26,NA,NA,0,TRUE,TRUE,7.119,1.65995887633238,0.101710792094041,"MKT","VC",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:04:39,504.420496142749,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.15170020531737,127.141661963186,69,NA,NA,0,TRUE,TRUE,17.889,5.38855373994734,0,"ME","VC",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:05:35,552.274363937818,-1.69562509198022,6.49551117339823,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.81158722738,144.518526323438,61,NA,NA,0,TRUE,TRUE,15.984,1.22155607021078,0,"IA","VC",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:07:04,567.983624293312,NA,NA,-3.36307972693903,3.7089569355671,NA,NA,NA,NA
"Nelder-Mead31",2.40367230706033,140.438125489982,53,NA,NA,0,TRUE,TRUE,13.37,2.10065803294798,2.22044604925031e-16,"ROE","VC",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:08:21,582.624859853592,NA,NA,NA,NA,-1.73175621789414,3.49271616180107,NA,NA
"Nelder-Mead41",2.15945325538987,146.645465416865,59,NA,NA,0,TRUE,TRUE,11.916,1.73091918223613,0,"EG","VC",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:09:27,557.60450089939,NA,NA,NA,NA,NA,NA,-2.2033829214688,4.77621880126067
"Nelder-Mead6",0.553125,189.760884005394,24,NA,NA,0,TRUE,TRUE,2.284,4.93952639995085,0.0272895566206109,"MKT","PD",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:04:21,986.87721555652,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.159495083214642,171.732350935339,67,NA,NA,0,TRUE,TRUE,5.957,7.41561733442999,0,"ME","PD",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:04:38,784.706458511823,1.36550538100901,4.81374983438326,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.551780348924145,149.941904237415,69,NA,NA,0,TRUE,TRUE,6.055,18.2800642404577,0,"IA","PD",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:04:54,631.329891855506,NA,NA,4.58861708410413,86.4165929624876,NA,NA,NA,NA
"Nelder-Mead32",0.776347872765691,156.341250776404,79,NA,NA,0,TRUE,TRUE,6.825,27.0410854327369,0,"ROE","PD",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:05:12,715.84471774261,NA,NA,NA,NA,2.04034300663855,55.1089789184654,NA,NA
"Nelder-Mead42",0.862712982186349,177.517544268476,67,NA,NA,0,TRUE,TRUE,5.763,5.19739045229991,0,"EG","PD",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:05:27,837.20531587693,NA,NA,NA,NA,NA,NA,2.85077599642536,36.0956528501553
"Nelder-Mead7",0.453125,249.512951489491,24,NA,NA,0,TRUE,TRUE,2.84599999999999,2.90086784019412,0.112645857353068,"MKT","RE",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:05:46,1131.7244405892,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",0.362361417082138,249.350436407258,43,NA,NA,0,TRUE,TRUE,5.401,5.51099167032624,6.84086109161708e-05,"ME","RE",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:06:22,1120.42872369806,0.154750877578044,6.09701264743743,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",-0.0313301532180057,245.459840826689,59,NA,NA,0,TRUE,TRUE,7.384,1.50732522749434,0,"IA","RE",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:06:46,1129.75209816858,NA,NA,2.65647323447338,14.1710503771455,NA,NA,NA,NA
"Nelder-Mead33",0.208265087238396,230.878675566115,63,NA,NA,0,TRUE,TRUE,7.934,3.98038250571861,9.58144674712003e-12,"ROE","RE",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:07:10,971.607271069006,NA,NA,NA,NA,1.82028008717534,5.54720223763552,NA,NA
"Nelder-Mead43",0.362026038238762,248.732229472604,73,NA,NA,0,TRUE,TRUE,9.21600000000001,2.73056220602685,0,"EG","RE",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:07:36,1104.58798900364,NA,NA,NA,NA,NA,NA,0.954993460459901,544.716003609393
"Nelder-Mead8",1.021875,674.662520367278,16,NA,NA,0,TRUE,TRUE,0.294000000000011,2.99071308100821,0.947838128637105,"MKT","NATRES",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:07:37,1643.28421020439,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",-0.707163979756662,622.507591998473,59,NA,NA,0,TRUE,TRUE,1.131,8.18820114597924,0,"ME","NATRES",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:07:40,1709.02018776189,1.87002759054167,19.0816128157481,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",0.318436837656916,631.81925817356,55,NA,NA,0,TRUE,TRUE,1.078,4.34515788225115,0,"IA","NATRES",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:07:43,1551.09688080423,NA,NA,4.13757741089503,2.65794295795313,NA,NA,NA,NA
"Nelder-Mead34",0.719500202969356,611.753900595312,57,NA,NA,0,TRUE,TRUE,1.155,3.03882623737245,0,"ROE","NATRES",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:07:46,1508.49618820294,NA,NA,NA,NA,2.79452586904517,4.53371601996206,NA,NA
"Nelder-Mead44",0.598217221369849,652.038734464922,57,NA,NA,0,TRUE,TRUE,1.18899999999999,5.90263207651114,0,"EG","NATRES",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:07:49,1627.5244170678,NA,NA,NA,NA,NA,NA,2.94106315629324,36.8547011983772
"Nelder-Mead9",3.9390625,549.860312421604,30,NA,NA,0,TRUE,TRUE,0.670000000000016,11.4800269031898,0,"MKT","INF",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:07:51,1131.60267230687,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead15",4.5264286298454,501.092804853115,73,NA,NA,0,TRUE,TRUE,1.70400000000001,8.70823261804968,0,"ME","INF",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:07:55,987.332555073024,-2.49425461425126,8.91668579838069,NA,NA,NA,NA,NA,NA
"Nelder-Mead25",2.08945199141775,403.566150547342,83,NA,NA,0,TRUE,TRUE,2.089,4.45458113918581,0,"IA","INF",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:08:00,1920.55149129665,NA,NA,10.2595385652991,7.0344058707221,NA,NA,NA,NA
"Nelder-Mead35",1.32965652450935,262.312945925962,177,NA,NA,0,TRUE,TRUE,4.11799999999999,10.6698931366951,0,"ROE","INF",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:08:06,591.12175791729,NA,NA,NA,NA,7.17589275888029,10.7639826190528,NA,NA
"Nelder-Mead45",4.20118271992605,381.528002186348,69,NA,NA,0,TRUE,TRUE,1.62200000000001,10.8419449799195,0,"EG","INF",60,0,"2009","FW","L2_Lasso","exp.aff",2020-04-08 20:08:10,1619.05036817223,NA,NA,NA,NA,NA,NA,6.64884559254212,11.2271036878344
