"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.6296875,270.414685821359,26,NA,NA,0,TRUE,TRUE,15.96,3.22925661638199,1.41971219003167e-07,0.965875585175147,"MKT","PE",60,0,12,"2006","FW","L2_Lasso","exp.aff",2020-04-12 19:34:42,663.783260400012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.86518030542398,256.797229902277,57,NA,NA,0,TRUE,TRUE,37.333,4.36489559012439,0,1.37468057289258,"ME","PE",60,0,12,"2006","FW","L2_Lasso","exp.aff",2020-04-12 19:37:23,949.428640494512,1.59773126095984,4.79320400631674,2.85535189263129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.0485292317343,260.48684516548,73,NA,NA,0,TRUE,TRUE,41.337,3.44139124766164,0,0.939840446795789,"IA","PE",60,0,12,"2006","FW","L2_Lasso","exp.aff",2020-04-12 19:40:01,681.325474643637,NA,NA,NA,3.44719041580796,7.19284144278072,1.85611700958239,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.35344574004412,222.093899781336,59,NA,NA,0,TRUE,TRUE,23.941,3.24074300249183,0,0.886144124701498,"ROE","PE",60,0,12,"2006","FW","L2_Lasso","exp.aff",2020-04-12 19:41:51,747.721788836216,NA,NA,NA,NA,NA,NA,2.44925875514746,5.42320019615593,1.31565225892277,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.88593469265534,259.800765358565,71,NA,NA,0,TRUE,TRUE,32.839,2.65109631970085,0,0.95363694072581,"EG","PE",60,0,12,"2006","FW","L2_Lasso","exp.aff",2020-04-12 19:43:57,658.384623599419,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79628316567971,4.52059142599608,2.29649715886462,NA,NA,NA
"Nelder-Mead5",0.107242553099058,199.002568788944,63,NA,NA,0,TRUE,TRUE,28.9109999999999,6.90110267304992,5.77646930288722e-09,1.24805957804995,"Alpha","PE",60,0,12,"2006","FW","L2_Lasso","exp.aff",2020-04-12 19:47:01,804.699081649859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0285935249645263,0.105756022431826,0.0229965617059519
"Nelder-Mead6",2.23515625,160.812235055919,26,NA,NA,0,TRUE,TRUE,6.178,1.98131848734239,0.0143955779574286,1.18482863340023,"MKT","VC",60,0,12,"2006","FW","L2_Lasso","exp.aff",2020-04-12 19:33:26,328.254987811264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.69071439628904,131.396839379607,77,NA,NA,0,TRUE,TRUE,19.317,3.3093809453933,0,0.863319393126017,"ME","VC",60,0,12,"2006","FW","L2_Lasso","exp.aff",2020-04-12 19:34:23,341.651698339338,-2.00261539471739,7.41741588104557,1.18703952520519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.97492584014974,150.208943068224,69,NA,NA,0,TRUE,TRUE,17.811,2.37192761482848,0,1.22846213648546,"IA","VC",60,0,12,"2006","FW","L2_Lasso","exp.aff",2020-04-12 19:35:54,401.016957043286,NA,NA,NA,-4.54564451729202,4.30062814830271,1.52314423836904,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",2.76421461625187,147.113900059217,55,NA,NA,0,TRUE,TRUE,12.065,1.82263556089113,2.77555756156289e-15,0.873917456158442,"ROE","VC",60,0,12,"2006","FW","L2_Lasso","exp.aff",2020-04-12 19:37:06,340.730434510592,NA,NA,NA,NA,NA,NA,-1.93274533651893,3.50602937702493,0.82630882489422,NA,NA,NA,NA,NA,NA
