"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"nlminb",2.83079225269355,142.804677041726,8,9,6,0,TRUE,TRUE,23.577,1.50449861464534,0.00587954701917037,"MKT","PE",40,0,"1991","EW","L2_Lasso","exp.aff",2020-04-07 00:42:28,3193.57155427842,NA,NA,NA,NA,NA,NA,NA,NA
"nlminb1",1.45843656518761,134.702463866754,9,22,8,0,TRUE,TRUE,42.147,5.82588872934817,1.19592730264406e-05,"ME","PE",40,0,"1991","EW","L2_Lasso","exp.aff",2020-04-07 00:46:45,3077.19030745765,1.63405757180816,1.59523489542866,NA,NA,NA,NA,NA,NA
"nlminb2",2.35575374576479,138.116237602089,9,20,7,0,TRUE,TRUE,28.777,1.01516683539347,0,"IA","PE",40,0,"1991","EW","L2_Lasso","exp.aff",2020-04-07 00:50:34,2879.82504573646,NA,NA,2.60467590473285,9.14069389873304,NA,NA,NA,NA
"nlminb3",2.37191346009897,118.201318957148,14,23,9,0,TRUE,TRUE,35.6849999999999,2.49155273512566,0,"ROE","PE",40,0,"1991","EW","L2_Lasso","exp.aff",2020-04-07 00:54:32,4458.24176933003,NA,NA,NA,NA,2.94798067026294,6.13676605711472,NA,NA
"nlminb4",2.23129818180885,133.186998486865,8,17,6,0,TRUE,TRUE,24.377,2.03812812408211,0,"EG","PE",40,0,"1991","EW","L2_Lasso","exp.aff",2020-04-07 00:58:15,3119.94824562558,NA,NA,NA,NA,NA,NA,3.35184816743552,8.57594869990842
"nlminb5",1.53683153533051,127.714896941973,5,7,4,0,TRUE,TRUE,4.734,1.84252069692852,0.322602860795591,"MKT","VC",40,0,"1991","EW","L2_Lasso","exp.aff",2020-04-07 00:39:15,2738.07837292579,NA,NA,NA,NA,NA,NA,NA,NA
"nlminb11",3.89413422466095,117.051634993819,7,18,6,0,TRUE,TRUE,9.651,13.2358204473918,0,"ME","VC",40,0,"1991","EW","L2_Lasso","exp.aff",2020-04-07 00:40:21,3228.98610244125,-1.99469086383335,11.3834701989389,NA,NA,NA,NA,NA,NA
"nlminb21",1.52794905641262,127.713575445052,6,18,5,0,TRUE,TRUE,8.90300000000001,1.67623566104673,0.563790453017326,"IA","VC",40,0,"1991","EW","L2_Lasso","exp.aff",2020-04-07 00:41:23,2734.94689184257,NA,NA,0.0618285328078714,3.81361186113484,NA,NA,NA,NA
"nlminb31",1.75752197099638,127.301009992395,8,20,7,0,TRUE,TRUE,10.452,1.22025884030365,0.169494205573913,"ROE","VC",40,0,"1991","EW","L2_Lasso","exp.aff",2020-04-07 00:42:29,2797.64466733237,NA,NA,NA,NA,-0.549380274537817,3.95328696650524,NA,NA
"nlminb41",0.998805041734793,123.457363946289,7,18,6,0,TRUE,TRUE,9.779,2.99276374155118,0,"EG","VC",40,0,"1991","EW","L2_Lasso","exp.aff",2020-04-07 00:43:36,2466.63203005688,NA,NA,NA,NA,NA,NA,2.93869505856664,3.78479512968313
