"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.803125,151.118203625326,24,NA,NA,0,TRUE,TRUE,19.77,1.58175389021318,0.00434314374745204,0.626039625784918,"MKT","PE",40,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:22:41,937.750951413815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.71278274841607,146.424926624655,53,NA,NA,0,TRUE,TRUE,48.599,2.25907588015473,6.66133814775094e-16,0.547709951927278,"ME","PE",40,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:26:48,882.67711749976,1.47274256385863,4.71791690695527,0.519281308367478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.30135660135499,143.749548723416,77,NA,NA,0,TRUE,TRUE,56.376,1.66452893276591,0,0.466222132571742,"IA","PE",40,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:30:23,975.824349820969,NA,NA,NA,3.05257736208393,9.71117547575234,1.20422169175858,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",2.01318829335137,136.304124308762,71,NA,NA,0,TRUE,TRUE,45.8829999999999,3.88524720362007,0,1.08674400966672,"ROE","PE",40,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:33:44,818.371335509977,NA,NA,NA,NA,NA,NA,2.18821910379804,4.15114437824687,0.803864869158657,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",2.20371330354587,143.473680563913,69,NA,NA,0,TRUE,TRUE,48.049,2.33974904536228,0,0.670601710977455,"EG","PE",40,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:37:06,910.952558027184,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4924634617553,6.65141199880586,1.27243330347041,NA,NA,NA
"Nelder-Mead5",-0.540129706818773,113.062058216839,79,NA,NA,0,FALSE,TRUE,54.5809999999999,3.29201932647921,2.61039197757551e-06,0.197900037637815,"Alpha","PE",40,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:42:29,790.254186472705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0341040767630894,0.0166547670707378,0.000936084220083541
"Nelder-Mead6",3.6734375,172.059639384877,28,NA,NA,0,TRUE,TRUE,5.973,1.28265966469404,0.000605563044622115,0.554529252492335,"MKT","VC",40,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:20:27,181.072695516033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.67973932203154,170.99755466755,75,NA,NA,0,TRUE,TRUE,15.087,2.39964230582069,0,0.756998117215119,"ME","VC",40,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:21:15,168.414321857323,-0.530644235263503,5.87375836578034,1.1482412910415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",3.61819334637221,171.922798183282,71,NA,NA,0,TRUE,TRUE,14.064,1.00516996270438,0.000952966864241622,0.55057315724289,"IA","VC",40,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:22:02,179.082497819266,NA,NA,NA,-0.378421149110366,5.38118072301958,2.16854079962646,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",3.69301513722957,171.846382272356,69,NA,NA,0,TRUE,TRUE,13.93,1.33958612504996,5.33868767971235e-07,0.575631407042342,"ROE","VC",40,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:22:48,177.987172829569,NA,NA,NA,NA,NA,NA,-0.296701604581504,7.11731375488055,1.58037401234279,NA,NA,NA,NA,NA,NA
