"","Type","max.quarter","MKT","SE.MKT","SE.MKT.indep","Factor","Coef","SE.Coef","SE.Coef.indep"
"689","NATRES",40,1.48133584841872,11.7561645103694,9.51004530447061,"EG",1.48133584841872,11.7561645103694,9.51004530447061
"690","NATRES",40,-0.0500717316835922,6.8046178329926,2.93648403526306,"Alpha",-0.0500717316835922,6.8046178329926,2.93648403526306
"691","INF",40,1.690625,1.74476223987091,4.29899548837825,"MKT",1.690625,1.74476223987091,4.29899548837825
"692","INF",40,0.903340368077626,8.80660183322956,4.22728902334525,"ME",0.903340368077626,8.80660183322956,4.22728902334525
"693","INF",40,1.70813664400484,3.8252733347853,6.0633706125687,"IA",1.70813664400484,3.8252733347853,6.0633706125687
"694","INF",40,1.20059055240623,9.6099238085815,4.51194153574401,"ROE",3.91810285999013,27.0969015639341,15.1007208480701
"695","INF",40,1.17790978500166,9.84175949014539,5.94282966831332,"EG",1.17790978500166,9.84175949014539,5.94282966831332
"696","INF",40,-0.773859721735546,18.4032743315678,4.34053330565099,"Alpha",-0.773859721735546,18.4032743315678,4.34053330565099
"697","PE",60,2.353125,2.48293592174839,0.635670706923102,"MKT",2.353125,2.48293592174839,0.635670706923102
"698","PE",60,1.58896233212913,3.4497400531823,0.621522630932763,"ME",1.58896233212913,3.4497400531823,0.621522630932763
"699","PE",60,2.03017251743005,3.80250750679617,0.571578608036111,"IA",2.03017251743005,3.80250750679617,0.571578608036111
"700","PE",60,1.82740754790885,5.48004573058174,0.873631395400025,"ROE",1.61067278595856,6.39448502589281,0.883963355510847
"701","PE",60,1.89139880973508,5.16285740624095,0.664507764253729,"EG",1.89139880973508,5.16285740624095,0.664507764253729
"702","PE",60,0.236780043146695,14.3167107654243,0.909591511474871,"Alpha",0.236780043146695,14.3167107654243,0.909591511474871
"703","VC",60,2.203125,0.971406195112962,0.583272750782034,"MKT",2.203125,0.971406195112962,0.583272750782034
"704","VC",60,3.2425602389937,4.77424771025455,0.679698970955264,"ME",3.2425602389937,4.77424771025455,0.679698970955264
"705","VC",60,1.92955576853758,1.23839680383717,0.558968447441644,"IA",1.92955576853758,1.23839680383717,0.558968447441644
"706","VC",60,2.67297813661479,1.31080758452597,0.469977943303132,"ROE",-2.50414645842643,3.38481270798512,0.80421420693605
"707","VC",60,2.39806244566571,0.929808803376668,0.530852341957217,"EG",2.39806244566571,0.929808803376668,0.530852341957217
"708","VC",60,3.47859206186774,2.01604951607999,0.177855851314239,"Alpha",3.47859206186774,2.01604951607999,0.177855851314239
"709","PD",60,1.178125,53.0335301571621,13.0089718258642,"MKT",1.178125,53.0335301571621,13.0089718258642
"710","PD",60,0.295221922484189,48.2641344853795,12.32299723589,"ME",0.295221922484189,48.2641344853795,12.32299723589
"711","PD",60,0.79537291335425,45.5424427228211,8.13374748269703,"IA",0.79537291335425,45.5424427228211,8.13374748269703
"712","PD",60,0.889300725805699,13.9733986508917,2.79585780569845,"ROE",1.53193768282417,15.1435602280806,3.06472164278192
"713","PD",60,0.85482903028133,72.2984545582797,15.4843113542255,"EG",0.85482903028133,72.2984545582797,15.4843113542255
"714","PD",60,-0.373088036619687,0.438217525114214,0.393123591406432,"Alpha",-0.373088036619687,0.438217525114214,0.393123591406432
"715","RE",60,0.99765625,4.00328299582531,1.32844234081326,"MKT",0.99765625,4.00328299582531,1.32844234081326
"716","RE",60,0.201507547404616,8.5887871557171,1.69904130751094,"ME",0.201507547404616,8.5887871557171,1.69904130751094
"717","RE",60,0.806230108346789,3.4468782958435,1.2799878215172,"IA",0.806230108346789,3.4468782958435,1.2799878215172
"718","RE",60,0.584507201492305,5.57023859302055,1.80567856926009,"ROE",2.32934052508062,7.16850675301746,1.74442103502558
"719","RE",60,0.559005265097947,6.31596764784613,1.44723982153927,"EG",0.559005265097947,6.31596764784613,1.44723982153927
"720","RE",60,-1.12316194744257,0.848931969137939,0.10590513452538,"Alpha",-1.12316194744257,0.848931969137939,0.10590513452538
"721","NATRES",60,1.36875,1.4825395101279,1.52323232469193,"MKT",1.36875,1.4825395101279,1.52323232469193
"722","NATRES",60,0.961328398878687,6.20037201441084,4.07353305189785,"ME",0.961328398878687,6.20037201441084,4.07353305189785
"723","NATRES",60,1.10254034931714,15.7204986327068,11.6662876981364,"IA",1.10254034931714,15.7204986327068,11.6662876981364
"724","NATRES",60,1.19329934676571,1.56110386222029,1.62877616346485,"ROE",1.19774898231626,8.95985639962222,5.16425560294724
"725","NATRES",60,1.1409912922536,2.72339351644565,2.12123755244675,"EG",1.1409912922536,2.72339351644565,2.12123755244675
"726","NATRES",60,0.332093519117131,0.0929621308057927,0.100853662464164,"Alpha",0.332093519117131,0.0929621308057927,0.100853662464164
"727","INF",60,1.578125,1.73774381508033,4.26180954015274,"MKT",1.578125,1.73774381508033,4.26180954015274
"728","INF",60,0.816593432426453,9.27509636571327,4.17833160883962,"ME",0.816593432426453,9.27509636571327,4.17833160883962
"729","INF",60,1.57558380913106,3.18688573392139,5.87372630539468,"IA",1.57558380913106,3.18688573392139,5.87372630539468
"730","INF",60,1.1619800862755,9.55752541960782,4.5178492794759,"ROE",3.77044226189133,30.5340390971274,14.7345510553845
"731","INF",60,1.14184486597243,9.9070635928207,6.1104419873943,"EG",1.14184486597243,9.9070635928207,6.1104419873943
"732","INF",60,-0.445273791617602,31.8131349047062,9.95294305519637,"Alpha",-0.445273791617602,31.8131349047062,9.95294305519637
