"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.353125,160.306044310829,28,NA,NA,0,TRUE,TRUE,40.518,2.48293592174839,0.000780207496945517,0.635670706923102,"MKT","PE",60,0,12,"ALL","EW","L2_Lasso","exp.aff",2020-04-13 14:18:43,160.306044310829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.58896233212913,156.218601577516,61,NA,NA,0,TRUE,TRUE,86.707,3.4497400531823,0,0.621522630932763,"ME","PE",60,0,12,"ALL","EW","L2_Lasso","exp.aff",2020-04-13 14:25:44,156.218601577516,1.02952017152288,7.0321502088798,0.646503993654384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.03017251743005,155.841580553788,67,NA,NA,0,TRUE,TRUE,77.857,3.80250750679617,0,0.571578608036111,"IA","PE",60,0,12,"ALL","EW","L2_Lasso","exp.aff",2020-04-13 14:30:57,155.841580553788,NA,NA,NA,2.27590759778395,9.2784911689957,1.06556009733713,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.82740754790885,149.394896899633,59,NA,NA,0,TRUE,TRUE,58.2940000000001,5.48004573058174,0,0.873631395400025,"ROE","PE",60,0,12,"ALL","EW","L2_Lasso","exp.aff",2020-04-13 14:35:40,149.394896899633,NA,NA,NA,NA,NA,NA,1.61067278595856,6.39448502589281,0.883963355510847,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.89139880973508,154.001951880216,69,NA,NA,0,TRUE,TRUE,65.5320000000002,5.16285740624095,0,0.664507764253729,"EG","PE",60,0,12,"ALL","EW","L2_Lasso","exp.aff",2020-04-13 14:40:34,154.001951880216,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18938465933552,8.27099468906873,1.18009509700434,NA,NA,NA
"Nelder-Mead5",0.236780043146695,138.616289946663,77,NA,NA,0,TRUE,TRUE,72.1369999999999,14.3167107654243,0,0.909591511474871,"Alpha","PE",60,0,12,"ALL","EW","L2_Lasso","exp.aff",2020-04-13 14:48:30,138.616289946663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022199691779967,0.0514760429148345,0.0082390042065635
"Nelder-Mead6",2.203125,175.478135015894,24,NA,NA,0,TRUE,TRUE,10.611,0.971406195112962,0.242515220551758,0.583272750782034,"MKT","VC",60,0,12,"ALL","EW","L2_Lasso","exp.aff",2020-04-13 14:14:37,175.478135015894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.2425602389937,139.836245818958,97,NA,NA,0,TRUE,TRUE,42.734,4.77424771025455,0,0.679698970955264,"ME","VC",60,0,12,"ALL","EW","L2_Lasso","exp.aff",2020-04-13 14:18:16,139.836245818958,-2.42490943934841,6.69114095789875,0.636736337237136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.92955576853758,166.55066446758,69,NA,NA,0,TRUE,TRUE,30.533,1.23839680383717,0,0.558968447441644,"IA","VC",60,0,12,"ALL","EW","L2_Lasso","exp.aff",2020-04-13 14:21:15,166.55066446758,NA,NA,NA,-3.50459236536312,5.25314037895746,1.11410294279002,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",2.67297813661479,153.939894778563,61,NA,NA,0,TRUE,TRUE,22.312,1.31080758452597,0,0.469977943303132,"ROE","VC",60,0,12,"ALL","EW","L2_Lasso","exp.aff",2020-04-13 14:23:36,153.939894778563,NA,NA,NA,NA,NA,NA,-2.50414645842643,3.38481270798512,0.80421420693605,NA,NA,NA,NA,NA,NA
