"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.58515625,159.328917100305,30,NA,NA,0,TRUE,TRUE,24.18,2.41415880298347,0.000129809937134406,0.774616147665591,"MKT","PE",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:45:27,1157.08526687551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.92383537963033,156.602355155144,55,NA,NA,0,TRUE,TRUE,51.537,0.00751186251526129,0.999593663352989,0.00388708327367162,"ME","PE",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:49:45,1141.62060013896,0.931392218917608,0.0338923426993273,0.00311276576872758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.19873719772857,152.200463328761,67,NA,NA,0,TRUE,TRUE,50.157,2.87617224679808,0,0.578501492788445,"IA","PE",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:53:12,1215.15790087767,NA,NA,NA,2.71135424905381,11.1434437267984,1.25878019310156,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",2.03336909143637,150.486710609756,65,NA,NA,0,TRUE,TRUE,45.0110000000001,3.31095452740954,0,1.03778333240151,"ROE","PE",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:56:31,1053.65089519677,NA,NA,NA,NA,NA,NA,1.40658193083345,7.77515657279546,0.886132151728785,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",2.12285249783891,153.163592932191,63,NA,NA,0,TRUE,TRUE,43.124,3.33114750148761,0,0.767284278531577,"EG","PE",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:59:39,1142.53683704278,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97728074541083,8.60763580049272,1.35525727825351,NA,NA,NA
"Nelder-Mead5",0.115785506176719,131.515819042613,81,NA,NA,0,FALSE,TRUE,57.244,0.907954365403604,0.724382640998152,0.0845958186183023,"Alpha","PE",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 11:05:07,1076.85827937162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0258884355773375,0.00875860356643044,0.000539214100357006
"Nelder-Mead6",3.48125,189.323039103366,26,NA,NA,0,TRUE,TRUE,5.212,1.03424235816373,0.0102815418171279,0.588060029721053,"MKT","VC",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:42:54,231.684949228013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.58305521786365,169.09001885484,145,NA,NA,0,TRUE,TRUE,30.541,2.16236625468424,0,0.886124704960973,"ME","VC",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:44:03,185.11330561406,-1.87246545589173,6.42910678074394,0.952704471210205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",3.19636588003096,184.720660391726,63,NA,NA,0,TRUE,TRUE,13.652,0.579332915871537,0,0.715826126936199,"IA","VC",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:44:52,209.273810943607,NA,NA,NA,-2.1078897194635,6.18822708063461,1.8811029610359,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",3.60295827287123,173.203680019409,71,NA,NA,0,TRUE,TRUE,15.828,1.33392197625356,0,0.638903921495909,"ROE","VC",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:45:44,207.314524913132,NA,NA,NA,NA,NA,NA,-1.97653799325508,4.58170912054735,1.15414721087119,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",3.52148601333611,185.665080207181,65,NA,NA,0,TRUE,TRUE,14.787,1.27737345088422,0,0.697951454301203,"EG","VC",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:46:36,218.976485231006,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.49907491039485,7.85468623615831,1.54176032319183,NA,NA,NA
"Nelder-Mead51",4.1303316995365,180.114313556367,115,NA,NA,0,FALSE,TRUE,26.926,10.082989961859,0,1.29856195344539,"Alpha","VC",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:47:41,192.181969210393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0135603269722632,0.151071788377118,0.0154305385332026
"Nelder-Mead7",1.6140625,192.328288468678,22,NA,NA,0,TRUE,TRUE,2.512,7.78022855358277,1.77446938942616e-06,3.56909234851498,"MKT","PD",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:42:42,1936.17592083921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.808820240269234,187.553673987728,53,NA,NA,0,TRUE,TRUE,6.072,14.9460898037768,4.52610506851414e-08,3.19093296662909,"ME","PD",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:43:06,1715.49932568817,1.09066450238261,7.73583518522024,2.03823138360542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.18678170587422,184.577379317334,65,NA,NA,0,TRUE,TRUE,7.618,21.5239373473356,0,4.90979123761571,"IA","PD",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:43:33,1856.83830807701,NA,NA,NA,2.64747360208681,38.3595059140173,8.60268533706768,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",1.35491052893017,184.624876208574,55,NA,NA,0,TRUE,TRUE,7.31,17.3775210875398,0,8.70514272548163,"ROE","PD",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:43:59,1695.07688851622,NA,NA,NA,NA,NA,NA,1.0043403182784,17.6595758193669,10.7781081178744,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",1.28827047985774,183.115651886762,69,NA,NA,0,TRUE,TRUE,8.886,14.0037489139555,0,7.15738398806489,"EG","PD",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:44:27,1843.10211179237,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94580649100665,12.8942860145894,13.3582792478985,NA,NA,NA
"Nelder-Mead52",-0.0504439649488126,158.899041854249,73,NA,NA,0,TRUE,TRUE,8.97599999999998,70.5188239866927,0,9.93234249218609,"Alpha","PD",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:45:13,1641.16018997193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0197909486697313,0.0484853664504395,0.00676041987348463
"Nelder-Mead8",1.19609375,158.935142993321,20,NA,NA,0,TRUE,TRUE,4.62299999999999,4.06796918747563,0.425042669310509,1.36353050274857,"MKT","RE",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:45:44,2997.02502051833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",0.261006963699082,156.670210738798,55,NA,NA,0,TRUE,TRUE,13.777,8.75424933530523,0,1.61232374644405,"ME","RE",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:46:43,2812.84309812715,1.1708455713318,4.17549224460649,1.58612388243218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",0.991389228425896,158.144592590218,57,NA,NA,0,TRUE,TRUE,14.807,3.39258328012092,0,1.25032469320884,"IA","RE",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:47:42,3057.64150830699,NA,NA,NA,1.15785548846402,11.3220648552884,3.16062142691141,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead33",0.516212179605752,136.328614422961,67,NA,NA,0,TRUE,TRUE,16.138,10.0883291086887,0,3.3234997348635,"ROE","RE",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:48:40,2636.25274586715,NA,NA,NA,NA,NA,NA,3.17293556217595,5.69986083309689,2.52118783806937,NA,NA,NA,NA,NA,NA
"Nelder-Mead43",0.740428498390358,150.276700752333,57,NA,NA,0,TRUE,TRUE,14.291,5.2985808717527,0,1.44810838071975,"EG","RE",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:49:29,2993.04233379183,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47019658867527,5.87563631723207,3.01991292513532,NA,NA,NA
"Nelder-Mead53",-1.60440738477484,125.802547744465,93,NA,NA,0,FALSE,TRUE,18.255,0.55032095233403,0.357971844598079,0.0700538718650379,"Alpha","RE",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:50:52,3126.96295288703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0308040461661827,0.00440548290177892,0.000436056185433458
"Nelder-Mead9",1.7328125,608.005833021904,24,NA,NA,0,TRUE,TRUE,0.754000000000019,2.52286047999296,0.0644890525917737,1.75014287482762,"MKT","NATRES",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:47:44,15516.5848194985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",1.45563248554245,605.367378468494,51,NA,NA,0,TRUE,TRUE,1.85799999999995,5.90859720531597,0.880552744739302,3.33028517245802,"ME","NATRES",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:47:50,15899.9532988036,0.478528091963381,6.1961304189342,3.78573586559827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",1.57923596303372,594.602619993639,61,NA,NA,0,TRUE,TRUE,2.10399999999998,1.97510916351245,7.7715611723761e-16,1.838688398507,"IA","NATRES",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:47:56,16090.629875694,NA,NA,NA,1.50873055723278,5.5336881816449,7.50273092307328,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead34",1.37777082636022,591.464024016864,79,NA,NA,0,TRUE,TRUE,2.65099999999995,2.38910668007965,0,2.00957676636298,"ROE","NATRES",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:48:03,15464.2050980105,NA,NA,NA,NA,NA,NA,1.50019973092713,7.26168917239428,4.21810186895132,NA,NA,NA,NA,NA,NA
"Nelder-Mead44",1.47630620674418,593.603828419532,83,NA,NA,0,TRUE,TRUE,3.084,3.85331701046026,0,2.44484333886947,"EG","NATRES",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:48:10,16033.4088228603,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45059633923647,18.8658734147845,15.8327524671231,NA,NA,NA
"Nelder-Mead54",0.456017399165084,575.957111567213,137,NA,NA,0,TRUE,TRUE,4.565,3.23482051056356,0.212404187116891,2.71238889200344,"Alpha","NATRES",60,0,12,"2000","EW","L2_Lasso","exp.aff",2020-04-13 10:48:25,16715.2833742321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0152578878630049,0.0402952228452063,0.032275396746464
