"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"nlminb",2.25500136009091,259.535477249086,6,7,5,0,TRUE,TRUE,7.536,1.46670149225656,0.0656637205660223,"MKT","PE",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:41:13,333.605039599964,NA,NA,NA,NA,NA,NA,NA,NA
"nlminb1",1.49842241716767,250.274284219409,12,26,9,0,TRUE,TRUE,23.673,3.30652371061557,3.03590486083749e-11,"ME","PE",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:42:55,320.583283277297,1.00161459109816,5.35707426552332,NA,NA,NA,NA,NA,NA
"nlminb2",1.96540091815177,254.015249298649,9,23,8,0,TRUE,TRUE,15.742,2.37474965705218,0,"IA","PE",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:44:18,323.535916079425,NA,NA,1.86186282766837,9.40684672798493,NA,NA,NA,NA
"nlminb3",1.88265378473787,243.018277693984,12,24,9,0,TRUE,TRUE,16.289,3.84787540497246,5.55111512312578e-16,"ROE","PE",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:45:37,286.926876481811,NA,NA,NA,NA,1.41209994554363,3.98944216706549,NA,NA
"nlminb4",1.72825590973956,241.922643730329,9,21,8,0,TRUE,TRUE,12.923,4.91179785643976,0,"EG","PE",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:46:53,320.347392634388,NA,NA,NA,NA,NA,NA,2.47218592889084,6.95385067367472
"nlminb5",2.25554291534565,258.28933071406,5,6,4,0,TRUE,TRUE,3.022,1.00585413213073,0.206627625348437,"MKT","VC",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:40:34,259.948588224262,NA,NA,NA,NA,NA,NA,NA,NA
"nlminb11",3.39362885043737,210.789814082427,13,28,11,0,TRUE,TRUE,9.914,6.15418468874229,0,"ME","VC",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:41:17,287.64730895395,-2.2687823840031,6.02099602635715,NA,NA,NA,NA,NA,NA
"Nelder-Mead",2.10335186043522,248.196666412801,71,NA,NA,0,TRUE,TRUE,19.732,0.955437459473569,0,"IA","VC",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:42:34,260.339732837328,NA,NA,-3.15189998862334,4.26419454975434,NA,NA,NA,NA
"Nelder-Mead1",2.737661253847,236.620538257815,55,NA,NA,0,TRUE,TRUE,10.978,1.68577798886809,0,"ROE","VC",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:43:32,321.02002807201,NA,NA,NA,NA,-2.13985661222178,3.28297079288319,NA,NA
"Nelder-Mead2",2.33696948096913,255.033655376888,47,NA,NA,0,TRUE,TRUE,9.11699999999999,1.02388431042706,1.21014309684142e-14,"EG","VC",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:44:27,310.971334698269,NA,NA,NA,NA,NA,NA,-1.48709384092363,4.95803480493842
"Nelder-Mead3",0.98359375,391.074168410932,16,NA,NA,0,TRUE,TRUE,1.08,11.8082700543286,0.846387746120678,"MKT","PD",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:40:20,429.221100914241,NA,NA,NA,NA,NA,NA,NA,NA
"nlminb6",0.109536985606108,355.203942901696,15,24,9,0,TRUE,TRUE,2.587,96.4444756105495,0,"ME","PD",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:40:28,390.566774945663,1.37390676098917,87.5699607759982,NA,NA,NA,NA,NA,NA
"nlminb12",0.659031493108213,371.346597706385,11,20,7,0,TRUE,TRUE,1.792,106.720300547115,0,"IA","PD",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:40:36,434.727552493968,NA,NA,3.03748628039892,60.8301750898853,NA,NA,NA,NA
"nlminb21",0.808064876241939,351.927794393827,15,32,10,0,TRUE,TRUE,2.678,0.161380341513874,0.614323137047282,"ROE","PD",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:40:45,358.643749693789,NA,NA,NA,NA,1.50143438956269,0.676053272957039,NA,NA
"nlminb31",0.64921851577924,346.820114179096,10,20,7,0,TRUE,TRUE,2.044,210.151159991288,0,"EG","PD",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:40:54,395.264875397359,NA,NA,NA,NA,NA,NA,2.8359057990993,64.3178788821475
"Nelder-Mead4",0.4828125,269.162274400184,24,NA,NA,0,TRUE,TRUE,2.125,1.66046889699214,0.390465348403863,"MKT","RE",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:41:04,416.186668450666,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",-0.0697467794287784,264.715464062028,57,NA,NA,0,TRUE,TRUE,5.088,8.29609506446234,0,"ME","RE",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:41:27,399.590147976219,0.677023678667833,5.50577367275778,NA,NA,NA,NA,NA,NA
"nlminb7",-0.0151548196331864,264.517578320522,9,20,7,0,TRUE,TRUE,2.71899999999999,4.38217590430794,0,"IA","RE",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:41:39,429.65339083112,NA,NA,2.49772512403871,5.23892317315419,NA,NA,NA,NA
"nlminb13",0.306543734845857,248.310657735983,13,26,10,0,TRUE,TRUE,3.669,3.28614398122567,1.47552118763272e-05,"ROE","RE",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:41:53,345.532580074833,NA,NA,NA,NA,1.6729877873474,3.8857211404417,NA,NA
"nlminb22",0.106568540677242,255.026392617651,9,23,8,0,TRUE,TRUE,2.89800000000001,3.49770008348916,0,"EG","RE",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:42:06,383.866126098459,NA,NA,NA,NA,NA,NA,3.07612409013129,12.1681882471246
"nlminb8",1.71018795028632,1727.67633466021,6,8,5,0,TRUE,TRUE,0.215000000000003,1.46048833181244,0.299632773223007,"MKT","NATRES",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:42:07,1041.23859430756,NA,NA,NA,NA,NA,NA,NA,NA
"nlminb14",1.04115710484304,1683.20280198105,13,31,11,0,TRUE,TRUE,0.662000000000006,7.5219457995093,0,"ME","NATRES",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:42:09,991.151092256878,1.04053429390102,10.8121931407945,NA,NA,NA,NA,NA,NA
"nlminb23",1.23805389777991,1634.97643095061,9,22,8,0,TRUE,TRUE,0.408000000000001,3.30807597040471,0,"IA","NATRES",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:42:11,1010.95109347913,NA,NA,2.50498016963618,15.6555013867844,NA,NA,NA,NA
"nlminb32",1.5324138380321,1699.36999939661,14,30,10,0,TRUE,TRUE,0.680000000000007,1.57251451403063,4.77262673825862e-12,"ROE","NATRES",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:42:13,945.907001803997,NA,NA,NA,NA,1.25634602307811,5.80147979361076,NA,NA
"nlminb41",1.40214196091837,1633.38204659978,9,21,7,0,TRUE,TRUE,0.48899999999999,1.71084203581793,0,"EG","NATRES",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:42:15,1039.89127608758,NA,NA,NA,NA,NA,NA,2.68977399461925,4.3335482809057
"nlminb9",1.10135875969344,987.833920465857,5,6,3,0,TRUE,TRUE,0.132999999999996,3.4124574920859,0.729431051733592,"MKT","INF",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:42:16,1356.95826446259,NA,NA,NA,NA,NA,NA,NA,NA
"nlminb15",0.585122795390356,985.513124254221,10,18,6,0,TRUE,TRUE,0.399999999999991,3.39562540310647,0.0369089512272371,"ME","INF",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:42:17,1326.43520808749,0.61871043499552,3.0557127752402,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.13765670880675,987.742207346972,39,NA,NA,0,TRUE,TRUE,0.52600000000001,3.45398912816162,0.201985074227401,"IA","INF",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:42:20,1361.55917151073,NA,NA,-0.180680347234011,10.424114294931,NA,NA,NA,NA
"nlminb24",0.998191360069876,978.710852560915,9,20,7,0,TRUE,TRUE,0.400999999999996,4.26882216322116,0,"ROE","INF",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:42:22,1075.79954707634,NA,NA,NA,NA,1.77762412190197,16.4576559022938,NA,NA
"nlminb33",0.906111647132258,960.260238680305,12,26,9,0,TRUE,TRUE,0.497,2.36815970231207,0,"EG","INF",60,0,"2012","EW","L2_Lasso","exp.aff",2020-04-07 16:42:23,1222.0028456379,NA,NA,NA,NA,NA,NA,2.55959730200447,11.8727977895336
