"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.5421875,196.806323663773,26,NA,NA,0,TRUE,TRUE,13.552,0.605503048287376,0.350407465614985,0.624826073011714,"MKT","PE",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:14:42,508.785679728639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.82181405525044,185.727520631515,59,NA,NA,0,TRUE,TRUE,32.941,1.03065693736971,3.34689612674355e-05,0.653049118064823,"ME","PE",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:16:58,466.621303368881,1.216953182414,3.28316372300112,0.755263658839715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.31193400895799,187.734643240745,77,NA,NA,0,TRUE,TRUE,43.79,0.398457199703243,6.24167384444263e-13,0.592639066337153,"IA","PE",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:19:21,476.950436983145,NA,NA,NA,2.57578223311384,2.86481671267794,1.03251986150977,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.76467288398502,177.033005422281,65,NA,NA,0,TRUE,TRUE,25.82,1.90006911373226,1.34335125712148e-05,0.658394195532374,"ROE","PE",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:20:57,462.358450776618,NA,NA,NA,NA,NA,NA,1.75819315861583,2.22789921124166,1.03296985503499,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.84276385280674,179.42283262889,79,NA,NA,0,TRUE,TRUE,31.607,1.72659788220744,0,0.604281235097818,"EG","PE",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:22:42,506.601371193103,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65588400500632,3.55203889220434,1.27448514041075,NA,NA,NA
"Nelder-Mead5",0.576362253268415,166.026959146913,115,NA,NA,0,FALSE,TRUE,44.518,1.27889561411966,0.863387863570069,0.164794678075349,"Alpha","PE",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:26:05,362.372113793348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0234283375473923,0.00994433276273243,0.00108111476239723
"Nelder-Mead6",3.0125,214.882313412931,22,NA,NA,0,TRUE,TRUE,5.148,1.70416877024632,0.000604383328464353,0.584152643978701,"MKT","VC",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:13:50,384.920531959483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.18621211264326,187.376764461418,67,NA,NA,0,TRUE,TRUE,16.94,2.99448720120746,0,0.690516670521433,"ME","VC",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:14:47,455.013050181568,-1.98230738467246,4.63721102291086,0.663105101985696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",2.59697426083009,209.040434022167,93,NA,NA,0,TRUE,TRUE,24.172,1.55446387097649,9.44798775881495e-08,0.656548636345679,"IA","VC",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:16:36,419.431082052431,NA,NA,NA,-2.71075933441415,2.07626772418113,1.27311124671695,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",3.19229661919479,205.033795292691,99,NA,NA,0,TRUE,TRUE,25.754,1.92303870138748,1.4432899320127e-14,0.604321341523743,"ROE","VC",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:17:45,434.92939677946,NA,NA,NA,NA,NA,NA,-1.65855348935143,2.89465078070342,0.835438317912975,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",2.99816629150635,214.708933225228,103,NA,NA,0,TRUE,TRUE,26.832,1.68751414023519,0.000384320826814721,0.605082282609426,"EG","VC",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:18:53,391.409237127952,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.390894639729391,4.67796862606384,1.72475140934432,NA,NA,NA
"Nelder-Mead51",3.54571173918025,206.577871521825,77,NA,NA,0,FALSE,TRUE,15.897,7.47788886677694,0,1.13316501261416,"Alpha","VC",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:19:40,460.53447135347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0124074152236972,0.025636799226545,0.00438367313925744
"Nelder-Mead7",0.68359375,251.959378982974,22,NA,NA,0,TRUE,TRUE,1.876,7.15672717327829,0.0235474835014395,2.7576750557916,"MKT","PD",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:13:34,808.38681661281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.185371638619069,218.584600312747,91,NA,NA,0,TRUE,TRUE,7.76,18.461824893707,0,11.5774511672736,"ME","PD",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:13:54,671.698631770671,1.47764294018828,17.6089004125896,14.7201033846228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.634723029058023,227.788448056866,69,NA,NA,0,TRUE,TRUE,5.888,14.9229228575811,0,5.66713077684383,"IA","PD",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:14:12,646.959142561479,NA,NA,NA,3.99956438323095,9.80515706755631,7.73348406027844,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.313960051527285,204.893013589942,63,NA,NA,0,TRUE,TRUE,5.25,4.13068258344433,1.01407771069262e-12,1.54438262793351,"ROE","PD",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:14:29,734.810305269596,NA,NA,NA,NA,NA,NA,1.92151879004604,4.24417366418435,3.2790942632456,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.426721526032753,221.379589825181,75,NA,NA,0,TRUE,TRUE,6.03700000000001,5.95237537687759,0,2.95888070028524,"EG","PD",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:14:47,764.060389304397,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92882484333641,5.17980770307854,7.84590787154334,NA,NA,NA
"Nelder-Mead52",-0.649373446515486,200.914230689125,69,NA,NA,0,FALSE,TRUE,6.05699999999999,62.8190319548193,0,20.3881221110076,"Alpha","PD",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:15:17,546.687765565333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0223017202776646,0.118927246278477,0.0386678750410463
"Nelder-Mead8",0.75,162.04926067199,16,NA,NA,0,TRUE,TRUE,1.837,2.90419187761272,0.467809364027353,2.44027007580378,"MKT","RE",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:15:34,582.556497942679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",0.193698198907077,158.544390290039,49,NA,NA,0,TRUE,TRUE,6.23400000000001,4.85165000746422,4.83671525053353e-09,2.29062820791593,"ME","RE",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:16:12,569.915270009084,0.771614095615223,3.79319728626739,2.10332785241931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",0.609113309907843,160.665018631708,53,NA,NA,0,TRUE,TRUE,6.40799999999999,3.30723793507548,0,2.79357225228196,"IA","RE",40,0,12,"2009","EW","L2_Lasso","exp.aff",2020-04-13 12:16:36,573.013449954064,NA,NA,NA,1.3600330254696,8.50599839034016,5.15391521687475,NA,NA,NA,NA,NA,NA,NA,NA,NA
