"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"nlminb",2.55360461268204,194.095202431648,6,7,5,0,TRUE,TRUE,8.084,0.576776850904302,0.370208341762534,"MKT","PE",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:34:59,488.423104175115,NA,NA,NA,NA,NA,NA,NA,NA
"nlminb1",1.79599485674856,180.382521600235,12,28,10,0,TRUE,TRUE,23.383,1.45503886555592,0.000179657673416544,"ME","PE",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:36:51,444.728208100828,1.29898034647642,2.47441321648133,NA,NA,NA,NA,NA,NA
"nlminb2",2.31263065764574,184.709465271944,8,19,7,0,TRUE,TRUE,12.575,0.363575644341656,1.72373226803302e-12,"IA","PE",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:38:11,449.473965521983,NA,NA,2.5717435305093,2.78287781629454,NA,NA,NA,NA
"nlminb3",1.76337398048044,171.826377952257,11,22,8,0,TRUE,TRUE,14.184,1.90494198573193,6.60425844449808e-05,"ROE","PE",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:39:32,440.934987589957,NA,NA,NA,NA,1.81228998435912,1.8615700101105,NA,NA
"nlminb4",1.87523644977125,176.252232970062,10,22,8,0,TRUE,TRUE,14.217,1.65570122691204,0,"EG","PE",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:41:01,480.426890332966,NA,NA,NA,NA,NA,NA,2.65517994199317,3.62265177566893
"nlminb5",2.73677128198505,217.906994151377,6,7,5,0,TRUE,TRUE,4.255,1.70843624284363,0.00300561567294144,"MKT","VC",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:34:12,380.143394234004,NA,NA,NA,NA,NA,NA,NA,NA
"nlminb11",3.39249751082966,185.975950543069,12,22,8,0,TRUE,TRUE,8.59,4.03745709060238,0,"ME","VC",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:34:55,447.210565673357,-2.05818105189274,4.4693015561984,NA,NA,NA,NA,NA,NA
"Nelder-Mead",2.50566765721763,213.093267913667,75,NA,NA,0,TRUE,TRUE,18.748,1.65222561160835,6.64562147634218e-06,"IA","VC",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:36:14,413.700651827693,NA,NA,-2.33490791379463,1.86000490572958,NA,NA,NA,NA
"nlminb21",3.04717350306752,210.412100042184,10,24,9,0,TRUE,TRUE,7.56799999999998,2.0209956205334,2.16160422894518e-13,"ROE","VC",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:36:52,424.806954105243,NA,NA,NA,NA,-1.45928338766404,2.98267713808392,NA,NA
"nlminb31",2.73662385988654,217.756800408952,7,17,6,0,TRUE,TRUE,4.92099999999999,1.72709621198361,0.00151327050656025,"EG","VC",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:37:24,373.620606109161,NA,NA,NA,NA,NA,NA,0.37028931978291,4.43419716499304
"Nelder-Mead1",0.70234375,250.48085354002,20,NA,NA,0,TRUE,TRUE,1.829,4.45840389557828,0.184484937814663,"MKT","PD",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:33:58,793.818793576034,NA,NA,NA,NA,NA,NA,NA,NA
"nlminb6",0.135503057634548,215.013141756107,14,27,9,0,TRUE,TRUE,3.606,4.73718504657071,2.18866388124184e-07,"ME","PD",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:34:12,656.652526783414,1.52692049354164,2.32741084421016,NA,NA,NA,NA,NA,NA
"nlminb12",0.588104788095247,231.991826243479,10,24,9,0,TRUE,TRUE,3.058,6.91043351517859,0,"IA","PD",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:34:24,640.151573372692,NA,NA,3.68922523796523,6.46530918837564,NA,NA,NA,NA
"nlminb22",0.323730874998484,199.206034897629,12,20,6,0,TRUE,TRUE,2.622,3.25878056556747,1.63771973649141e-07,"ROE","PD",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:34:36,723.711930811872,NA,NA,NA,NA,1.93929886125983,3.30996576611766,NA,NA
"nlminb32",0.453658325660665,216.751446700523,12,22,8,0,TRUE,TRUE,2.864,4.38915650378642,0,"EG","PD",40,0,"2009","EW","L2_Lasso","exp.aff",2020-04-07 14:34:48,743.038916493262,NA,NA,NA,NA,NA,NA,2.99063818976927,5.03381090310695
