"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"nlminb",2.45230030142631,262.241669455584,7,9,6,0,TRUE,TRUE,10.665,1.7437723346919,0.0113258479478586,"MKT","PE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-07 17:08:56,146.031382809797,NA,NA,NA,NA,NA,NA,NA,NA
"nlminb1",1.55634361664515,251.62102905357,10,21,7,0,TRUE,TRUE,24.759,3.10586669284103,2.73336908662714e-13,"ME","PE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-07 17:11:05,147.829020783969,1.16217932209452,5.10716218090227,NA,NA,NA,NA,NA,NA
"nlminb2",2.09362551400811,254.811114991546,8,21,7,0,TRUE,TRUE,18.131,2.24484917243632,0,"IA","PE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-07 17:12:48,129.687819798719,NA,NA,2.2291747795032,9.70157970993215,NA,NA,NA,NA
"nlminb3",1.98299341259077,243.298708426316,11,22,8,0,TRUE,TRUE,18.964,3.55739476585251,0,"ROE","PE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-07 17:14:29,129.986364890319,NA,NA,NA,NA,1.5732068386675,4.04085597611406,NA,NA
"nlminb4",1.91615435808027,246.99607778665,10,25,9,0,TRUE,TRUE,20.165,3.72512327163854,0,"EG","PE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-07 17:16:12,146.905610630805,NA,NA,NA,NA,NA,NA,2.47041249040108,7.35852738186276
"nlminb5",2.30032218762556,261.839236453143,5,6,4,0,TRUE,TRUE,2.89,0.94242975142204,0.22040108013362,"MKT","VC",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-07 17:07:48,74.0740136225133,NA,NA,NA,NA,NA,NA,NA,NA
"nlminb11",3.45886338575731,217.326683335063,13,28,10,0,TRUE,TRUE,11.829,5.82214863418498,0,"ME","VC",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-07 17:08:39,74.4394349457787,-2.21015776043202,6.3080847804681,NA,NA,NA,NA,NA,NA
"Nelder-Mead",2.17637469912516,253.02592863377,61,NA,NA,0,TRUE,TRUE,17.217,0.925568517883812,0,"IA","VC",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-07 17:10:08,81.7140367387179,NA,NA,-2.92710885513516,4.76408687150842,NA,NA,NA,NA
"Nelder-Mead1",2.77280766756339,242.431913250124,51,NA,NA,0,TRUE,TRUE,10.917,1.63778731417353,0,"ROE","VC",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-07 17:11:10,86.1065940375639,NA,NA,NA,NA,-2.04293246438756,3.35384145162653,NA,NA
"nlminb21",2.38161317377912,259.379182863558,8,20,7,0,TRUE,TRUE,6.45500000000001,0.995714527233005,9.56457135714572e-13,"EG","VC",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-07 17:11:45,81.8644772443418,NA,NA,NA,NA,NA,NA,-1.28001426611323,5.3531588406017
"nlminb6",1.2644684999015,474.738893667442,6,7,4,0,TRUE,TRUE,0.863,25.9500919399299,6.74382771848059e-12,"MKT","PD",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-07 17:07:29,141.545769047076,NA,NA,NA,NA,NA,NA,NA,NA
"nlminb12",0.280073146982178,430.156291829289,16,31,10,0,TRUE,TRUE,2.744,60.611982566357,0,"ME","PD",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-07 17:07:38,152.003714617287,1.46806507514243,36.6160258564262,NA,NA,NA,NA,NA,NA
"nlminb22",0.811961499159129,444.759277860752,10,24,9,0,TRUE,TRUE,1.895,44.9270348430834,0,"IA","PD",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-07 17:07:47,112.615678869579,NA,NA,3.44405025575786,31.4720075081031,NA,NA,NA,NA
"nlminb31",1.02793941018138,427.329781651343,11,21,8,0,TRUE,TRUE,2.232,2.72941770014054,0,"ROE","PD",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-07 17:07:56,116.454067974755,NA,NA,NA,NA,1.53892423382087,9.86567888577101,NA,NA
