"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.26328125,30478.3250074689,30,NA,NA,0,TRUE,TRUE,0.318,3.91371796915917,7.64860173640969e-07,"MKT","PE",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-10 11:16:27,6393.0260267236,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.04324613745557,30283.8754756713,51,NA,NA,0,TRUE,TRUE,0.518,19.2240090990131,0,"ME","PE",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-10 11:16:29,6162.77910601221,0.304006231517997,20.4382125552412,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.14960278152339,24913.3217425702,51,NA,NA,0,TRUE,TRUE,0.537,19.0737925673643,0,"IA","PE",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-10 11:16:32,1825.40040749326,NA,NA,-1.43959024331052,9.27018838277562,NA,NA,NA,NA
"Nelder-Mead3",1.06545717716849,19747.0656955771,73,NA,NA,0,TRUE,TRUE,0.804,65.9556513880057,0,"ROE","PE",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-10 11:16:33,21275.0458411577,NA,NA,NA,NA,2.48929131722172,19.2011919199663,NA,NA
"Nelder-Mead4",1.36311368000339,20643.789900402,69,NA,NA,0,TRUE,TRUE,0.623,115.58701443785,0,"EG","PE",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-10 11:16:35,9879.9874088557,NA,NA,NA,NA,NA,NA,1.3249808949417,51.7629345929186
"Nelder-Mead5",1.405859375,6556.93431946666,24,NA,NA,0,TRUE,TRUE,0.258,5.37504496000743,0.0291455391941434,"MKT","VC",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-10 11:16:27,785.822888428223,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",2.32728483281366,5794.06575449308,55,NA,NA,0,TRUE,TRUE,0.521,27.5668002791166,5.80905989977509e-10,"ME","VC",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-10 11:16:30,893.296936118291,-1.33136638058711,29.5861633472473,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.05003668138515,5588.49122816095,71,NA,NA,0,TRUE,TRUE,0.783,52.6756906510076,0,"IA","VC",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-10 11:16:33,2473.40039579345,NA,NA,-2.48313487464033,78.3766942752078,NA,NA,NA,NA
"Nelder-Mead31",1.76052481567369,6420.09947227132,59,NA,NA,0,TRUE,TRUE,0.497999999999999,24.3268740946684,0,"ROE","VC",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-10 11:16:35,1495.75988114975,NA,NA,NA,NA,-0.856249579268228,57.9837759310054,NA,NA
"Nelder-Mead41",0.572318606307455,5748.53180921129,63,NA,NA,0,TRUE,TRUE,0.462999999999999,27.6423631170332,0,"EG","VC",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-10 11:16:37,379.272112816764,NA,NA,NA,NA,NA,NA,1.55107820388184,15.5199421778324
