"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.262890625,22877.2416036717,28,NA,NA,0,TRUE,TRUE,0.386,3.81233875586711,1.47519497439852e-06,"MKT","PE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:41,22877.2416036717,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.04144007534274,22731.2343525185,61,NA,NA,0,TRUE,TRUE,0.821,19.004281355451,0,"ME","PE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:44,22731.2343525185,0.306069521470045,20.3700719304568,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.14978635457446,18703.8743938633,55,NA,NA,0,TRUE,TRUE,0.753,17.899992622959,0,"IA","PE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:47,18703.8743938633,NA,NA,-1.43953220882395,8.27953771793725,NA,NA,NA,NA
"Nelder-Mead3",1.08135453799178,14982.3146968488,75,NA,NA,0,TRUE,TRUE,1.012,70.2130190568895,0,"ROE","PE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:49,14982.3146968488,NA,NA,NA,NA,2.45407050226435,12.8212495572429,NA,NA
"Nelder-Mead4",1.36422547992425,15530.4295750255,67,NA,NA,0,TRUE,TRUE,0.888999999999999,131.580590243304,0,"EG","PE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:52,15530.4295750255,NA,NA,NA,NA,NA,NA,1.3227856747627,58.0222495349633
"Nelder-Mead5",1.4123046875,4944.05926335261,26,NA,NA,0,TRUE,TRUE,0.352,4.76210061020659,0.0495954873075213,"MKT","VC",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:41,4944.05926335261,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",2.32959611052986,4372.25905720424,55,NA,NA,0,TRUE,TRUE,0.656,34.4274056414581,0,"ME","VC",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:44,4372.25905720424,-1.32886209814869,47.4930627645147,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.07371294226457,4253.87440657742,71,NA,NA,0,TRUE,TRUE,0.893,77.8618612992097,0,"IA","VC",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:48,4253.87440657742,NA,NA,-2.39333615549546,90.2266117273288,NA,NA,NA,NA
"Nelder-Mead31",1.74441835323814,4850.64766253475,59,NA,NA,0,TRUE,TRUE,0.772,23.6451581960165,0,"ROE","VC",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:51,4850.64766253475,NA,NA,NA,NA,-0.8005554105388,103.229915990241,NA,NA
"Nelder-Mead41",0.582352791019733,4340.85358922872,61,NA,NA,0,TRUE,TRUE,0.852,23.698735733869,0,"EG","VC",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:54,4340.85358922872,NA,NA,NA,NA,NA,NA,1.54491541267736,15.0924691506494
"Nelder-Mead6",1.8732421875,4714.20381549929,28,NA,NA,0,TRUE,TRUE,0.312,2.96870327619401,0.00953097320401108,"MKT","PD",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:41,4714.20381549929,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.00648938747494,4240.94305509123,111,NA,NA,0,TRUE,TRUE,1.1,15.4732069936552,0,"ME","PD",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:43,4240.94305509123,1.25628595400526,30.1012799846906,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.84525085148834,4109.41753198566,67,NA,NA,0,TRUE,TRUE,0.696,5.81447849751265,0,"IA","PD",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:45,4109.41753198566,NA,NA,1.40031650889758,15.1194210573232,NA,NA,NA,NA
"Nelder-Mead32",1.55435840720456,4040.86191128654,67,NA,NA,0,TRUE,TRUE,0.749,177.764128943379,0,"ROE","PD",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:47,4040.86191128654,NA,NA,NA,NA,1.33337411211542,298.500568823031,NA,NA
"Nelder-Mead42",1.51651674062632,4509.0954225658,67,NA,NA,0,TRUE,TRUE,0.691,53.0642229651195,0,"EG","PD",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:48,4509.0954225658,NA,NA,NA,NA,NA,NA,0.823593744098253,38.1746930643771
"Nelder-Mead7",1.3453125,11714.0707551984,24,NA,NA,0,TRUE,TRUE,0.209,46.5937960013846,0,"MKT","RE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:49,11714.0707551984,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",2.27539358870395,11100.4262655589,55,NA,NA,0,TRUE,TRUE,0.444999999999999,41.5026982112434,0,"ME","RE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:51,11100.4262655589,-1.28581741416342,17.8937246059537,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.12215549631213,7083.72591151302,79,NA,NA,0,TRUE,TRUE,0.721,19.6643628650097,0,"IA","RE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:54,7083.72591151302,NA,NA,-3.19860569159182,125.468785486953,NA,NA,NA,NA
"Nelder-Mead33",0.309142556278024,7457.09684530684,67,NA,NA,0,TRUE,TRUE,0.625999999999999,29.3027593683414,0,"ROE","RE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:56,7457.09684530684,NA,NA,NA,NA,3.10628159437177,5.33072778034071,NA,NA
"Nelder-Mead43",0.373483068369772,9086.77772891053,67,NA,NA,0,TRUE,TRUE,0.548999999999999,168.216758950438,0,"EG","RE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:57,9086.77772891053,NA,NA,NA,NA,NA,NA,1.8559762073934,108.780846655857
"Nelder-Mead8",0.420703125,3463.83768255348,28,NA,NA,0,TRUE,TRUE,0.251999999999999,10.3613452346575,1.94547911114284e-09,"MKT","NATRES",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:53,3463.83768255348,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",-0.41942674694583,3316.44622102016,61,NA,NA,0,TRUE,TRUE,0.582000000000001,41.6196426754247,0,"ME","NATRES",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:56,3316.44622102016,1.2773852445418,129.244161800433,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",0.26442174998001,3239.91835709154,71,NA,NA,0,TRUE,TRUE,0.497999999999999,3.50709014685844,0.00202755569676205,"IA","NATRES",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:58,3239.91835709154,NA,NA,-1.25762430130483,3.41151288536156,NA,NA,NA,NA
"Nelder-Mead34",-0.4583380183091,2892.54312595462,69,NA,NA,0,TRUE,TRUE,0.398,9.57803482055832,0,"ROE","NATRES",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:59,2892.54312595462,NA,NA,NA,NA,2.38201970833478,28.7612699727772,NA,NA
"Nelder-Mead44",-0.470547108704342,2791.27981834055,63,NA,NA,0,TRUE,TRUE,0.351999999999997,66.9465936367896,0,"EG","NATRES",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:22:01,2791.27981834055,NA,NA,NA,NA,NA,NA,1.37866151568705,29.7701596101498
"Nelder-Mead9",1.832421875,5866.19240387514,26,NA,NA,0,TRUE,TRUE,0.17,105.632555953072,0,"MKT","INF",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:54,5866.19240387514,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead15",2.45701241281405,5790.14514616568,67,NA,NA,0,TRUE,TRUE,0.402999999999999,63.0606611941583,0,"ME","INF",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:55,5790.14514616568,-1.06904882021867,15.0704041696618,NA,NA,NA,NA,NA,NA
"Nelder-Mead25",1.66333041061844,5794.62042317439,49,NA,NA,0,TRUE,TRUE,0.287000000000001,80.4032514079164,0,"IA","INF",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:56,5794.62042317439,NA,NA,-0.589348004628846,10.939351924724,NA,NA,NA,NA
"Nelder-Mead35",0.388354532553607,4246.80316638295,67,NA,NA,0,TRUE,TRUE,0.335999999999999,2.82402112556561,0,"ROE","INF",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:57,4246.80316638295,NA,NA,NA,NA,2.97286448649411,35.9320021710065,NA,NA
"Nelder-Mead45",1.07036997505929,5343.70902646132,55,NA,NA,0,TRUE,TRUE,0.251999999999999,12.8389753635762,0,"EG","INF",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-10 11:21:58,5343.70902646132,NA,NA,NA,NA,NA,NA,0.873577090865001,11.9308493373848
