"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.184375,28031.480955136,28,NA,NA,0,TRUE,TRUE,0.323,108.139036759986,0,"MKT","PE",60,0,"2000","FW","L2_Lasso","exp.aff",2020-04-10 11:18:39,55989.0527886238,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.5774540572103,27766.419897573,69,NA,NA,0,TRUE,TRUE,0.708,95323.9411479397,0,"ME","PE",60,0,"2000","FW","L2_Lasso","exp.aff",2020-04-10 11:18:41,78060.3868452845,-0.577985157439451,8880.21530429351,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.94251515298025,16373.1640592303,69,NA,NA,0,TRUE,TRUE,0.816,23.4694371012791,0,"IA","PE",60,0,"2000","FW","L2_Lasso","exp.aff",2020-04-10 11:18:46,107383.97031532,NA,NA,-2.25134623838979,34.3198601056392,NA,NA,NA,NA
"Nelder-Mead3",0.984045029837802,18530.0938196389,69,NA,NA,0,TRUE,TRUE,0.639,20.2283623648578,0,"ROE","PE",60,0,"2000","FW","L2_Lasso","exp.aff",2020-04-10 11:18:48,42788.045866162,NA,NA,NA,NA,2.59018908592459,8.28161677096928,NA,NA
"Nelder-Mead4",1.16065208443689,14964.0529170425,73,NA,NA,0,TRUE,TRUE,0.792999999999999,56.467331853169,0,"EG","PE",60,0,"2000","FW","L2_Lasso","exp.aff",2020-04-10 11:18:49,108352.834173728,NA,NA,NA,NA,NA,NA,1.47728162294572,43.6239456670441
"Nelder-Mead5",2.231640625,3642.20444819825,28,NA,NA,0,TRUE,TRUE,0.321,8.81373944225836,0,"MKT","VC",60,0,"2000","FW","L2_Lasso","exp.aff",2020-04-10 11:18:39,56808.1351133085,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",2.80940744973074,3556.80042155732,71,NA,NA,0,TRUE,TRUE,0.699,11.3021381003716,0,"ME","VC",60,0,"2000","FW","L2_Lasso","exp.aff",2020-04-10 11:18:41,51879.5945381785,-0.934009502255005,50.2812985728611,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.95529881707541,3150.65874496039,65,NA,NA,0,TRUE,TRUE,0.77,6.14724557642468,0,"IA","VC",60,0,"2000","FW","L2_Lasso","exp.aff",2020-04-10 11:18:46,52528.1884098234,NA,NA,-1.95342969898154,9.47005540771575,NA,NA,NA,NA
"Nelder-Mead31",1.72311528760773,3410.42292023777,71,NA,NA,0,TRUE,TRUE,0.67,21.2792635473594,0,"ROE","VC",60,0,"2000","FW","L2_Lasso","exp.aff",2020-04-10 11:18:47,60703.0097783848,NA,NA,NA,NA,1.35181810573579,35.4374745381228,NA,NA
"Nelder-Mead41",1.46183979907664,3247.56454599499,57,NA,NA,0,TRUE,TRUE,0.601,3.38608986709628,0,"EG","VC",60,0,"2000","FW","L2_Lasso","exp.aff",2020-04-10 11:18:49,45947.7555218883,NA,NA,NA,NA,NA,NA,1.15564582759134,16.3833942733683
