"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.85078125,21215.2867645221,30,NA,NA,0,TRUE,TRUE,0.298,8.45562053204891,0,10.8431882094131,"MKT","PE",40,0,12,"2003","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:35:21,46742.8996853853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",3.04581140536869,21012.923480735,103,NA,NA,0,TRUE,TRUE,0.986,9.76066866839795,0,6.36029994830326,"ME","PE",40,0,12,"2003","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:35:23,52601.5642167204,-0.277588035311726,12.3006735425303,7.79919947960473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.4201655989662,18242.567039351,61,NA,NA,0,TRUE,TRUE,0.688,6.46276505900533,7.52175322027426e-10,5.17057369416662,"IA","PE",40,0,12,"2003","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:35:25,70450.5510057598,NA,NA,NA,-1.11297239936102,5.37681538321704,3.27681024365199,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.865229292656563,10367.200008672,105,NA,NA,0,TRUE,TRUE,1.148,80.9740863504383,0,34.4473758268839,"ROE","PE",40,0,12,"2003","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:35:27,36355.8797232713,NA,NA,NA,NA,NA,NA,3.26726373316626,44.4490803877395,20.1427364268011,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.43582984468667,5561.87882986743,59,NA,NA,0,TRUE,TRUE,0.5,132.695740168471,0,64.2419831649012,"EG","PE",40,0,12,"2003","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:35:29,60747.0089488859,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47921450989088,218.664780940136,93.6495688788756,NA,NA,NA
"Nelder-Mead5",0.0889943634186124,8730.29241982855,93,NA,NA,0,FALSE,TRUE,0.988,0.195683730225784,0.984232273440939,0.110622401910719,"Alpha","PE",40,0,12,"2003","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:35:32,103025.850833948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179847242391323,0.00110744823293357,0.000497975051953696
"Nelder-Mead6",3.254296875,2734.10196172392,32,NA,NA,0,TRUE,TRUE,0.272,28.7171646760954,0,32.2321224906926,"MKT","VC",40,0,12,"2003","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:35:21,15231.6449798636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.54985532771545,2632.60863533439,69,NA,NA,0,TRUE,TRUE,0.593,29.1240252740656,0,39.2446744308004,"ME","VC",40,0,12,"2003","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:35:22,14829.8323159224,-0.459123068217921,10.1610637070267,14.4284868152507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",3.23124515992734,2733.6828746578,73,NA,NA,0,TRUE,TRUE,0.715,74.0282528525767,0,61.4050914532411,"IA","VC",40,0,12,"2003","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:35:24,15147.5160369318,NA,NA,NA,-0.0627671043398829,39.9655203843396,26.2835642715374,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",3.45136209480838,2705.51767442904,99,NA,NA,0,TRUE,TRUE,1.144,12.8695966002683,0,6.50000398116655,"ROE","VC",40,0,12,"2003","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:35:27,15010.589620556,NA,NA,NA,NA,NA,NA,-0.394039792364148,4.12440584274163,5.94978201940694,NA,NA,NA,NA,NA,NA
