"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.293359375,30031.1255887394,30,NA,NA,0,TRUE,TRUE,0.31,3.77173148961066,1.07056017573104e-06,4.25899456012756,"MKT","PE",40,0,12,"1991","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:32:27,7362.41979288266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.14883053783278,29950.1595818645,53,NA,NA,0,TRUE,TRUE,0.467,17.986229830114,0,6.67794261923065,"ME","PE",40,0,12,"1991","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:32:28,7402.35771264349,0.193870758102548,25.3041687071429,11.1260152180187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.15587548224885,24723.1729362908,57,NA,NA,0,TRUE,TRUE,0.521,80.0684595683675,0,69.0829552006649,"IA","PE",40,0,12,"1991","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:32:31,7262.77583535635,NA,NA,NA,-1.36770808002984,31.2206834953183,29.8761268225719,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.02154899175305,19046.1094370855,143,NA,NA,0,TRUE,TRUE,1.478,179.474391890201,0,66.8327245679256,"ROE","PE",40,0,12,"1991","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:32:34,8925.66961629813,NA,NA,NA,NA,NA,NA,2.55578707744012,121.32636662133,45.7522462364156,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.35124012943105,19144.7067883098,77,NA,NA,0,TRUE,TRUE,0.805,21.3757244485925,0,8.73343485499229,"EG","PE",40,0,12,"1991","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:32:37,9051.23876395906,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34090757660155,9.05042591934469,4.34437196207976,NA,NA,NA
"Nelder-Mead5",1.02205263917429,25805.7244257195,79,NA,NA,0,FALSE,TRUE,0.856999999999999,15.7749076271936,0.941162963242153,7.55267166684246,"Alpha","PE",40,0,12,"1991","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:32:39,8221.59227760189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00761907470507352,0.0579814240781781,0.0308845536121572
"Nelder-Mead6",1.46796875,5694.05743935727,24,NA,NA,0,TRUE,TRUE,0.243,9.36458461633306,1.17415184238689e-05,6.09537848493099,"MKT","VC",40,0,12,"1991","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:32:27,5722.1241640351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",2.19551684414519,5207.94350427258,59,NA,NA,0,TRUE,TRUE,0.522,20.4086123775838,0,8.2849939070295,"ME","VC",40,0,12,"1991","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:32:28,5542.26534574135,-1.04271444661201,8.99251833458903,4.49107592315342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.15425934163023,4896.84201938243,69,NA,NA,0,TRUE,TRUE,0.62,18.0772044701111,0,18.3044264357298,"IA","VC",40,0,12,"1991","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:32:31,7362.30363493528,NA,NA,NA,-2.11314093741178,23.3910934502959,20.4804948840697,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.78443317891609,5588.46057206117,61,NA,NA,0,TRUE,TRUE,0.524,13.9774100873997,0,6.05941544501123,"ROE","VC",40,0,12,"1991","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:32:33,6478.58413648991,NA,NA,NA,NA,NA,NA,-0.747936371070688,9.23877583704534,5.65486061825031,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",0.502939189249812,4930.29649511181,65,NA,NA,0,TRUE,TRUE,0.661999999999999,58.2603383588916,9.74766822814388e-10,26.5973927717963,"EG","VC",40,0,12,"1991","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:32:36,5649.81782879319,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54490798859952,20.2483612877581,9.89317489424447,NA,NA,NA
"Nelder-Mead51",2.48498106568598,5508.05539140914,87,NA,NA,0,FALSE,TRUE,0.849,42.9944270484137,0,18.5693908722001,"Alpha","VC",40,0,12,"1991","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:32:38,5238.26430311743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00668239092628916,0.0981917204323927,0.0477351861016191
"Nelder-Mead7",1.920703125,5707.33151142828,30,NA,NA,0,TRUE,TRUE,0.262,7.05773372525435,8.13529243970379e-11,18.5516480531386,"MKT","PD",40,0,12,"1991","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:32:27,2431.18565456666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
