"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",3.353125,16644.281594004,32,NA,NA,0,TRUE,TRUE,0.302,6.03671449126762,0,5.99339657250993,"MKT","PE",60,0,12,"2009","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:37:07,210506.623450523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",3.8418569595051,15656.8582845398,75,NA,NA,0,TRUE,TRUE,0.734,4.29669928357851,0,4.2795754286473,"ME","PE",60,0,12,"2009","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:37:09,233816.771810211,-0.560953987902103,18.959784749745,7.88746240684725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",3.26794618211641,13182.4313197451,69,NA,NA,0,TRUE,TRUE,0.654,10.9228193210916,0,15.3997809662491,"IA","PE",60,0,12,"2009","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:37:11,251328.835487191,NA,NA,NA,-1.26314588497776,6.73811470589336,7.08586899142645,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.88390616370084,11849.9441356496,89,NA,NA,0,FALSE,TRUE,1.064,10.8986845035668,0,5.87358129910289,"ROE","PE",60,0,12,"2009","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:37:13,109611.577988356,NA,NA,NA,NA,NA,NA,2.09878985379117,3.28949736618276,2.78106567178311,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",2.61025547267328,7575.68782881972,73,NA,NA,0,TRUE,TRUE,0.893,274.347428672548,0,151.197542524605,"EG","PE",60,0,12,"2009","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:37:16,168854.43614542,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07666310981638,40.3104625828621,24.3151053596529,NA,NA,NA
"Nelder-Mead5",1.60057390806336,12091.227131878,95,NA,NA,0,FALSE,TRUE,1.185,11.6097753225574,2.78211897963843e-11,10.8408613000383,"Alpha","PE",60,0,12,"2009","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:37:19,94032.4782512472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00915925814717156,0.0694097431211116,0.0471319437466668
"Nelder-Mead6",0.58203125,5110.47871789419,26,NA,NA,0,TRUE,TRUE,0.258,2.17661962364311,0.362949630155356,2.77632210953416,"MKT","VC",60,0,12,"2009","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:37:07,26326.2047148808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.72435044876009,4275.24797807957,57,NA,NA,0,TRUE,TRUE,0.522,4.59312678745738,0,2.88814711383213,"ME","VC",60,0,12,"2009","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:37:10,22355.3979220811,-1.18495132958379,17.0348332676996,7.76267303112525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",0.596258696170843,4285.60149296382,67,NA,NA,0,TRUE,TRUE,0.794,6.34852477564025,0,6.26195044787221,"IA","VC",60,0,12,"2009","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:37:14,19137.7814885666,NA,NA,NA,-2.28645078996506,5.98746857092544,4.29053572116436,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.32245714622404,4697.80049972262,53,NA,NA,0,TRUE,TRUE,0.688000000000001,4.14311549432452,0,3.04647742984337,"ROE","VC",60,0,12,"2009","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:37:18,26108.7813515053,NA,NA,NA,NA,NA,NA,-1.29018546592561,10.4582494221178,5.82229935215922,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",0.264895898813847,4949.10947677794,53,NA,NA,0,TRUE,TRUE,0.544,5.82633494976037,0.0211823613349726,5.80163297555284,"EG","VC",60,0,12,"2009","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:37:20,23518.1160740327,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739319954425446,5.3276304077474,4.31554224987243,NA,NA,NA
