"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.278125,29412.5704888955,26,NA,NA,0,TRUE,TRUE,0.285,3.38419285259589,1.52240484587729e-05,"MKT","PE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:14,13008.6189667735,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.12085755871503,29361.5832114476,53,NA,NA,0,TRUE,TRUE,0.577,27.3521026717954,0,"ME","PE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:16,12588.6092871703,0.21454271680941,44.2136988766744,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.11720361386136,21289.3180099677,73,NA,NA,0,TRUE,TRUE,0.724,26.8793935142199,0,"IA","PE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:20,40127.4893112421,NA,NA,-1.99787246670237,46.2963382616319,NA,NA,NA,NA
"Nelder-Mead3",0.954502289226415,18250.9494057395,131,NA,NA,0,TRUE,TRUE,1.334,45.3924110671515,0,"ROE","PE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:23,16252.5405928032,NA,NA,NA,NA,2.71077152243825,17.6004029047137,NA,NA
"Nelder-Mead4",1.34166887625791,19219.8044444705,67,NA,NA,0,TRUE,TRUE,0.672,130.13437223433,0,"EG","PE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:24,16530.8469872691,NA,NA,NA,NA,NA,NA,1.35689354815928,57.5417152050427
"Nelder-Mead5",1.40078125,5462.81579773671,26,NA,NA,0,TRUE,TRUE,0.275,9.36560724232714,0.000174340932294514,"MKT","VC",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:14,20651.6494756601,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",5.07519375985607,3947.03660215902,111,NA,NA,0,TRUE,TRUE,1.19,13.3099262214595,0,"ME","VC",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:19,53193.9009108955,-4.98223992923799,1.72632523643987,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",0.792824526351688,4367.41624956307,75,NA,NA,0,TRUE,TRUE,0.742,1.29164696743244,0,"IA","VC",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:23,27846.2070126364,NA,NA,-3.48440601844501,7.11050315280033,NA,NA,NA,NA
"Nelder-Mead31",1.41685085831996,5462.64235956711,45,NA,NA,0,TRUE,TRUE,0.463,10.3954640928919,0.00841278268224055,"ROE","VC",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:24,20640.9421529006,NA,NA,NA,NA,-0.039432544731244,43.0535672612378,NA,NA
"Nelder-Mead41",0.321138519392116,4417.86529210852,61,NA,NA,0,TRUE,TRUE,0.630000000000001,67.4225434523068,0,"EG","VC",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:26,21651.3790879942,NA,NA,NA,NA,NA,NA,1.81521328022354,41.0110418708715
"Nelder-Mead6",1.916796875,6049.17874713435,28,NA,NA,0,TRUE,TRUE,0.242,3.43757964145442,0.00162399528868962,"MKT","PD",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:14,1079.31261392965,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.05853597668465,5568.7265907912,71,NA,NA,0,TRUE,TRUE,0.635,7.02118360114522,0,"ME","PD",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:16,1279.85351726813,1.23722558573354,61.6486326897391,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.88209669433208,5308.12808345296,65,NA,NA,0,TRUE,TRUE,0.563,7.92357493732765,0,"IA","PD",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:18,793.082260554859,NA,NA,1.40430485875298,20.7924862628683,NA,NA,NA,NA
"Nelder-Mead32",1.57612074367015,5095.87410475399,67,NA,NA,0,TRUE,TRUE,0.537,653.058894908615,0,"ROE","PD",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:19,3685.71752135731,NA,NA,NA,NA,1.44874004903728,1966.32477799632,NA,NA
"Nelder-Mead42",1.58555996878295,5812.83913850867,59,NA,NA,0,TRUE,TRUE,0.486000000000001,6.79683912148755,0,"EG","PD",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:20,910.133209303971,NA,NA,NA,NA,NA,NA,0.762461547114617,18.2858065566772
"Nelder-Mead7",1.4140625,14819.7154658427,24,NA,NA,0,TRUE,TRUE,0.179,41.5745139236661,0,"MKT","RE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:21,3441.61198559223,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",2.32742079616868,14078.090916256,65,NA,NA,0,TRUE,TRUE,0.454000000000001,56.4144206957866,0,"ME","RE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:22,4413.07973673846,-1.28098355302694,31.2687010801855,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.11551702829983,9039.55333675982,67,NA,NA,0,TRUE,TRUE,0.443,15.2463894033932,0,"IA","RE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:25,3821.29896303718,NA,NA,-3.14676440956004,81.8111235117328,NA,NA,NA,NA
"Nelder-Mead33",0.145971686462475,8670.32875805237,73,NA,NA,0,TRUE,TRUE,0.528,395.523435098717,0,"ROE","RE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:26,5502.00875803724,NA,NA,NA,NA,3.65961791746792,4.90394699772173,NA,NA
"Nelder-Mead43",0.443556243499098,11697.5650827994,63,NA,NA,0,TRUE,TRUE,0.382,130.69013633729,0,"EG","RE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:27,3681.60865159969,NA,NA,NA,NA,NA,NA,1.76019983173292,81.2309094460977
"Nelder-Mead8",0.455859375,4413.29486609951,28,NA,NA,0,TRUE,TRUE,0.175000000000001,18.426584469688,0,"MKT","NATRES",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:25,1798.75277915121,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",-0.663559310413377,4207.2199563293,69,NA,NA,0,TRUE,TRUE,0.463000000000001,226.035947650592,0,"ME","NATRES",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:27,1701.53334246243,1.68411160939869,188.60966635952,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",0.255924503667711,4025.6712718137,65,NA,NA,0,TRUE,TRUE,0.286,3.52734232813987,0,"IA","NATRES",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:28,2458.04226851892,NA,NA,-1.58004468932803,6.98095412138513,NA,NA,NA,NA
"Nelder-Mead34",-0.476186891850573,3665.28113835975,67,NA,NA,0,TRUE,TRUE,0.290000000000001,21.1357292851879,0,"ROE","NATRES",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:29,3398.23972301283,NA,NA,NA,NA,2.5294503842985,41.4125960235911,NA,NA
"Nelder-Mead44",-0.444598563710725,3565.86653329962,55,NA,NA,0,TRUE,TRUE,0.334999999999999,25.7979723851569,0,"EG","NATRES",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-10 11:17:30,1472.59930133885,NA,NA,NA,NA,NA,NA,1.38295533915299,36.9077661314331
