"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.253125,23954.7116323844,22,NA,NA,0,FALSE,TRUE,0.333,3.63867310926381,5.12237634942014e-06,4.10998066037669,"MKT","PE",60,0,12,"ALL","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:39:09,23954.7116323844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.04101053021586,23815.2924934786,55,NA,NA,0,TRUE,TRUE,0.735,19.751686192923,0,7.32746665817083,"ME","PE",60,0,12,"ALL","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:39:12,23815.2924934786,0.289964580537344,20.9508813968185,9.30386862341692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.11699941568707,19332.4533640033,77,NA,NA,0,TRUE,TRUE,1.179,74.9587148896092,0,69.6505341240264,"IA","PE",60,0,12,"ALL","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:39:17,19332.4533640033,NA,NA,NA,-1.49722673292427,18.9069363218941,19.6376828318475,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.10235074282305,16020.6656750536,73,NA,NA,0,TRUE,TRUE,0.914000000000001,200.649434176052,0,74.6100711164847,"ROE","PE",60,0,12,"ALL","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:39:19,16020.6656750536,NA,NA,NA,NA,NA,NA,2.4003367943291,147.228553113565,55.2264343274837,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.366141865323,16286.1259652167,69,NA,NA,0,TRUE,TRUE,0.838000000000001,21.3155286775575,0,8.80872021775174,"EG","PE",60,0,12,"ALL","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:39:21,16286.1259652167,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31034542447638,10.8713507549692,5.10089519491071,NA,NA,NA
"Nelder-Mead5",1.16834992918335,21249.7116107945,65,NA,NA,0,FALSE,TRUE,0.839,13.2602457998533,0.0826787694727649,6.70502860882248,"Alpha","PE",60,0,12,"ALL","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:39:23,21249.7116107945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00663943769812918,0.0826489897561457,0.0374302561348863
"Nelder-Mead6",1.3798828125,5176.13918509297,24,NA,NA,0,TRUE,TRUE,0.34,5.36399737458547,0.041580903971931,3.68411951446881,"MKT","VC",60,0,12,"ALL","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:39:09,5176.13918509297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",2.51454312853827,4422.28295539385,59,NA,NA,0,TRUE,TRUE,0.754,23.1716567607138,0,9.04150625025387,"ME","VC",60,0,12,"ALL","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:39:12,4422.28295539385,-1.47131293428379,5.89620533682598,3.31473771783405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.13594489879263,4212.73894611751,77,NA,NA,0,TRUE,TRUE,1.105,13.0146936099581,0,7.99380888676162,"IA","VC",60,0,12,"ALL","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:39:16,4212.73894611751,NA,NA,NA,-2.63422563121487,9.38319366201779,6.61013160274651,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.84211418500345,4999.8568334424,59,NA,NA,0,TRUE,TRUE,0.685,13.0944348622301,0,5.80155395288604,"ROE","VC",60,0,12,"ALL","FW_VYP","L2_Lasso","exp.aff",2020-04-13 15:39:19,4999.8568334424,NA,NA,NA,NA,NA,NA,-1.05453961875683,46.2553143995615,18.2476631277115,NA,NA,NA,NA,NA,NA
