"MKT","ME","IA","ROE","EG","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","Factor","Type","max.quarter","lambda","CV.key","weighting","datetime","validation.error"
1.95719597353848,-0.7852990100575,2.34474710556874,0.941526682253077,3.61294319225958,12.8808142671765,24,142,23,0,TRUE,TRUE,273.779,"ALL","DD",40,0.01,"ALL","FW",2020-03-13 22:03:06,12.8808142671765
1.85954595072466,-0.171550185364148,3.26020227001269,3.02578171228352,7.57444893449416e-07,11.519805391681,66,222,35,1,TRUE,TRUE,540.674,"ALL","FOF",40,0.01,"ALL","FW",2020-03-13 22:09:49,11.519805391681
1.7006052066621,-0.437305438698927,1.58927091619637,6.14209394172681,1.1626377230807e-07,12.0615002241837,62,255,37,1,TRUE,TRUE,495.688,"ALL","INF",40,0.01,"ALL","FW",2020-03-13 22:15:47,12.0615002241837
2.27330063854722,-0.147585735121528,0.103384855410751,2.51247446388165,-0.238800275478243,10.5546340009258,28,188,26,0,TRUE,TRUE,350.997,"ALL","MEZZ",40,0.01,"ALL","FW",2020-03-13 22:21:05,10.5546340009258
-0.423597538467562,-1.09092427138494e-08,1.5071612366883,2.61726270872825,0.145358900112909,13.0297124894719,49,265,37,0,TRUE,TRUE,487.77,"ALL","NATRES",40,0.01,"ALL","FW",2020-03-13 22:28:17,13.0297124894719
1.92568083994954,-0.661636186552945,2.03468838392706,1.08180586171381,3.35495391479764,13.0335209270011,23,139,22,0,TRUE,TRUE,292.903,"ALL","PD",40,0.01,"ALL","FW",2020-03-13 22:28:18,13.0335209270011
2.53154482053921,-3.38729083317207e-09,3.437760170909e-07,2.95992718162218,-2.58199644415371e-05,16.3954319402404,113,426,55,1,TRUE,TRUE,1487.483,"ALL","PE",40,0.01,"ALL","FW",2020-03-13 23:06:06,16.3954319402404
1.39247164540478,-0.580707983794604,1.55533307379084,3.12560202807767,1.75942292151517,14.8320538408939,30,203,29,0,TRUE,TRUE,442.725,"ALL","RE",40,0.01,"ALL","FW",2020-03-13 22:43:19,14.8320538408939
2.24947924660823,0.102111082786502,1.27466443023305,4.1915078905743,0.466489502171811,12.0149062616099,30,204,29,0,TRUE,TRUE,366.959,"ALL","SEC",40,0.01,"ALL","FW",2020-03-13 22:38:51,12.0149062616099
3.04325284011352,-1.18777251516521,0.226186347505409,0.175799324265439,1.56712893817029,13.6692351163238,28,194,27,0,TRUE,TRUE,434.253,"ALL","VC",40,0.01,"ALL","FW",2020-03-13 22:54:50,13.6692351163238
1.97219385467249,0.335529521834013,-1.04108388332864e-07,1.88893567229312,-0.240764414863379,16.8976472183424,61,273,36,1,TRUE,TRUE,813.272,"ALL","BO",60,0.01,"ALL","FW",2020-03-13 23:33:29,16.8976472183424
1.84760433683504,-0.89349746937054,2.89424276985862,0.74433851797226,3.85889457788678,13.287124641667,25,152,24,0,TRUE,TRUE,289.884,"ALL","DD",60,0.01,"ALL","FW",2020-03-13 23:16:13,13.287124641667
1.66703523993035,-0.0507935205600588,3.42465326687015,2.07904628066078,0.0087826908483721,11.8099212282153,30,185,26,0,TRUE,TRUE,403.247,"ALL","FOF",60,0.01,"ALL","FW",2020-03-13 23:19:43,11.8099212282153
1.85392805536604,-0.805435824617307,1.77371602508876,5.95061426874069,3.69964374735931e-08,12.2708936071644,52,256,34,0,TRUE,TRUE,464.022,"ALL","INF",60,0.01,"ALL","FW",2020-03-13 23:28:16,12.2708936071644
1.42053586437691,-0.0995141800688858,0.116173265869917,2.30886186602142,-1.02129545120935,11.1774308116329,30,188,28,0,TRUE,TRUE,356.536,"ALL","MEZZ",60,0.01,"ALL","FW",2020-03-13 23:30:58,11.1774308116329
-0.533445867003232,1.02386368238586e-07,1.58592452134797,2.16891148665798,-4.57164788004995e-09,13.2205803244513,92,346,52,1,TRUE,TRUE,637.76,"ALL","NATRES",60,0.01,"ALL","FW",2020-03-13 23:43:18,13.2205803244513
1.59961100466142,-0.54253600507945,2.08068777091735,0.541197815165894,3.54132805867792,13.4984008418103,24,165,23,0,TRUE,TRUE,313.34,"ALL","PD",60,0.01,"ALL","FW",2020-03-13 23:42:43,13.4984008418103
1.99786704257027,0.225783138571839,-1.33172484165888e-10,2.00943931121569,-0.041826770686427,16.9423922112365,59,205,30,1,TRUE,TRUE,809.804,"ALL","PE",60,0.01,"ALL","FW",2020-03-14 00:04:14,16.9423922112365
1.1113593261053,-0.533475080787248,1.57544913481146,1.98054737995415,2.0220792970378,15.0971233801899,30,210,29,0,TRUE,TRUE,449.291,"ALL","RE",60,0.01,"ALL","FW",2020-03-13 23:57:57,15.0971233801899
2.70185892023774,-0.49755056652064,0.883675689049738,4.30740900082181,0.351006747892171,12.3209584455187,31,204,29,0,TRUE,TRUE,355.068,"ALL","SEC",60,0.01,"ALL","FW",2020-03-13 23:53:38,12.3209584455187
2.7764395109941,-1.38848220398511,0.383894341335248,8.05850183325344e-09,0.642808313434126,13.9759864990634,87,398,50,1,TRUE,TRUE,863.035,"ALL","VC",60,0.01,"ALL","FW",2020-03-14 00:18:30,13.9759864990634
2.60571296981012,6.94879729420843e-07,8.25564189460326e-08,2.80303244436815,-8.28048278349209e-11,16.3726618823533,97,352,50,1,TRUE,TRUE,1019.92,"ALL","BO",40,0.02,"ALL","FW",2020-03-14 00:49:45,16.3726618823533
1.82484929841521,-0.592308779195058,1.9642195715303,0.772766125263942,3.55327827358077,12.9536772732623,24,160,23,0,TRUE,TRUE,269.158,"ALL","DD",40,0.02,"ALL","FW",2020-03-14 00:28:15,12.9536772732623
1.86110791921631,-0.0996920644121507,2.91682174043713,2.91763459488562,-5.42127077586625e-09,11.5817796142672,63,221,36,1,FALSE,TRUE,495.141,"ALL","FOF",40,0.02,"ALL","FW",2020-03-14 00:34:04,11.5817796142672
1.62426485205589,-0.231067063237886,0.965104197075772,5.93804913646214,-1.33810513785048e-07,12.1379955044499,63,228,34,1,TRUE,TRUE,424.903,"ALL","INF",40,0.02,"ALL","FW",2020-03-14 00:39:09,12.1379955044499
2.17114771720739,-0.00524843043563672,3.88393709043579e-06,2.2243264405437,2.06321486610758e-08,10.5790104955736,58,163,27,1,FALSE,TRUE,314.516,"ALL","MEZZ",40,0.02,"ALL","FW",2020-03-14 00:44:02,10.5790104955736
-0.24762877336546,3.10298644568759e-08,0.486882416907546,2.32939985992204,3.26123776662441e-06,13.0646377520074,109,348,47,1,TRUE,TRUE,619.571,"ALL","NATRES",40,0.02,"ALL","FW",2020-03-14 00:53:52,13.0646377520074
1.79505582207761,-0.466457639449409,1.65858310805226,0.916377976692181,3.29342225472056,13.100891831653,20,127,18,0,TRUE,TRUE,231.934,"ALL","PD",40,0.02,"ALL","FW",2020-03-14 00:54:05,13.100891831653
2.54544842901705,1.5065016489165e-07,1.36004736876502e-07,2.88033241910505,-4.47368825270846e-08,16.4246320082035,76,360,49,1,TRUE,TRUE,1284.686,"ALL","PE",40,0.02,"ALL","FW",2020-03-14 01:30:18,16.4246320082035
1.20751533842045,-6.17530292911835e-08,0.042524086504595,2.57204702737281,1.09033656697043,14.8821918580154,81,329,44,1,TRUE,TRUE,780.767,"ALL","RE",40,0.02,"ALL","FW",2020-03-14 01:15:32,14.8821918580154
2.41349006075963,0.0819436016913832,0.778031880520094,4.24139675335326,0.357816007991495,12.0723492581938,29,191,28,0,TRUE,TRUE,343.638,"ALL","SEC",40,0.02,"ALL","FW",2020-03-14 01:04:13,12.0723492581938
2.91200499539752,-0.868819647983309,8.57704980701355e-09,0.00414464896080689,1.03479310500968,13.6935331546606,84,247,42,1,TRUE,TRUE,693.677,"ALL","VC",40,0.02,"ALL","FW",2020-03-14 01:25:57,13.6935331546606
1.97285107573364,0.289368629328559,-1.53168840511552e-08,1.72674283003444,-5.01469353633207e-08,16.9185826408329,97,326,45,1,TRUE,TRUE,1046.048,"ALL","BO",60,0.02,"ALL","FW",2020-03-14 02:03:30,16.9185826408329
1.70526967876675,-0.688686914540765,2.44920322147845,0.563639734477718,3.79076911083571,13.3665651684895,25,161,24,0,TRUE,TRUE,296.368,"ALL","DD",60,0.02,"ALL","FW",2020-03-14 01:40:45,13.3665651684895
1.67829499698833,-0.00131430930997958,3.10833639788759,2.01508003653659,5.65090108520502e-10,11.8633692342507,82,306,42,1,FALSE,TRUE,714.564,"ALL","FOF",60,0.02,"ALL","FW",2020-03-14 01:50:26,11.8633692342507
1.76269274778038,-0.598310783186444,1.13808306165894,5.69376437005287,-4.79314900514061e-07,12.3508523338883,52,188,29,1,TRUE,TRUE,373.687,"ALL","INF",60,0.02,"ALL","FW",2020-03-14 01:51:25,12.3508523338883
1.26507372477551,-9.1182081953191e-08,4.26012685871601e-09,1.82951190111444,-0.194926985838092,11.2040656970388,116,470,61,1,TRUE,TRUE,977.043,"ALL","MEZZ",60,0.02,"ALL","FW",2020-03-14 02:13:12,11.2040656970388
-0.323123444576458,0.000728604379870027,0.331533143588686,1.80847145242385,-4.32630473740006e-09,13.2499612639041,58,166,27,1,TRUE,TRUE,345.709,"ALL","NATRES",60,0.02,"ALL","FW",2020-03-14 02:01:30,13.2499612639041
1.49785140398158,-0.36858045942626,1.70409013900272,0.441818305402008,3.46133371204959,13.5618478377143,24,149,23,0,TRUE,TRUE,312.152,"ALL","PD",60,0.02,"ALL","FW",2020-03-14 02:13:18,13.5618478377143
2.02477693812267,0.202092790277159,1.57995556738023e-08,1.94188000743595,8.27626925327915e-08,16.9642468827962,81,318,47,1,TRUE,TRUE,1234.549,"ALL","PE",60,0.02,"ALL","FW",2020-03-14 02:42:51,16.9642468827962
1.02253710603655,2.87747319167238e-08,0.00336371975247436,1.55293433676322,1.27881926066105,15.1381589369843,71,304,41,1,TRUE,TRUE,696.25,"ALL","RE",60,0.02,"ALL","FW",2020-03-14 02:33:05,15.1381589369843
2.65656751154719,-0.368135772215403,0.567403443467907,4.16106442333835,0.271166187825803,12.3780745989377,30,204,28,0,TRUE,TRUE,361.883,"ALL","SEC",60,0.02,"ALL","FW",2020-03-14 02:23:43,12.3780745989377
2.65875878454776,-1.15390232093831,3.95469606375263e-05,9.06567505152483e-08,0.142338634389826,13.9933355262934,52,159,25,1,TRUE,TRUE,457.113,"ALL","VC",60,0.02,"ALL","FW",2020-03-14 02:40:03,13.9933355262934
2.61208848217202,0.000495446477575856,-5.93197302107244e-09,2.73363600585706,6.52666627530375e-08,16.4002899244031,78,182,34,1,TRUE,TRUE,652.791,"ALL","BO",40,0.03,"ALL","FW",2020-03-14 03:07:09,16.4002899244031
1.68500733256265,-0.384014998336494,1.56809067335417,0.597486959428541,3.49314199357413,13.0183394699831,25,164,24,0,TRUE,TRUE,309.985,"ALL","DD",40,0.03,"ALL","FW",2020-03-14 02:53:32,13.0183394699831
1.86248972023005,-0.0163767551190672,2.5439374359161,2.79024262887942,6.74782935584102e-08,11.6382278921791,83,353,48,1,FALSE,TRUE,814.933,"ALL","FOF",40,0.03,"ALL","FW",2020-03-14 03:04:58,11.6382278921791
1.56591928594677,-0.0334478176733929,0.344805007526357,5.74329344035621,-3.99761044668971e-10,12.2042245674978,68,240,37,1,TRUE,TRUE,472.152,"ALL","INF",40,0.03,"ALL","FW",2020-03-14 03:05:46,12.2042245674978
2.16946817253185,-1.48387632421469e-08,3.14982303220375e-07,2.16946271735524,-6.77577928345217e-08,10.6009095382879,66,235,36,1,TRUE,TRUE,487.714,"ALL","MEZZ",40,0.03,"ALL","FW",2020-03-14 03:18:06,10.6009095382879
-0.1470050558421,-4.75784343362726e-08,5.69682282865765e-07,2.10248260165991,2.3421100063772e-08,13.0878654843006,158,425,64,1,FALSE,TRUE,850.522,"ALL","NATRES",40,0.03,"ALL","FW",2020-03-14 03:24:22,13.0878654843006
1.65632983712834,-0.255302737046547,1.26631352988375,0.742814877521256,3.23062448027516,13.1600794848492,25,156,24,0,TRUE,TRUE,316.666,"ALL","PD",40,0.03,"ALL","FW",2020-03-14 03:18:05,13.1600794848492
2.55950749171278,1.63167320988957e-07,1.38319307627775e-07,2.8002183352947,2.56745760841521e-09,16.4530380223174,119,438,62,1,TRUE,TRUE,1429.908,"ALL","PE",40,0.03,"ALL","FW",2020-03-14 04:01:51,16.4530380223174
1.21630293143124,-1.3669270438238e-08,0.000487424065711778,2.3612919821811,1.07832951753158,14.9179444705864,47,129,23,1,TRUE,TRUE,330.768,"ALL","RE",40,0.03,"ALL","FW",2020-03-14 03:30:53,14.9179444705864
2.57133362941644,0.0663180977969018,0.294065926972369,4.27653166846653,0.274669622934668,12.1241831234086,30,186,29,0,TRUE,TRUE,335.689,"ALL","SEC",40,0.03,"ALL","FW",2020-03-14 03:33:59,12.1241831234086
2.7993001635961,-0.556374619516625,-1.55561500011786e-08,3.39200885412296e-06,0.166044640216442,13.7090332886091,56,140,25,1,TRUE,TRUE,359.546,"ALL","VC",40,0.03,"ALL","FW",2020-03-14 03:45:13,13.7090332886091
2.01821727585435,0.25933286099042,-5.9278867941984e-08,1.67538393746498,-6.4094976625047e-08,16.9383366287931,64,216,33,1,TRUE,TRUE,697.684,"ALL","BO",60,0.03,"ALL","FW",2020-03-14 04:27:10,16.9383366287931
1.55624527950713,-0.469619691072852,1.98995613592743,0.376748636076369,3.72502004964459,13.4368630329913,23,155,22,0,TRUE,TRUE,291.502,"ALL","DD",60,0.03,"ALL","FW",2020-03-14 04:12:10,13.4368630329913
1.75683459915452,-8.07383085490884e-06,2.70276102757892,1.96868628956498,1.11791351239091e-11,11.9125979778887,104,345,56,1,FALSE,TRUE,835.063,"ALL","FOF",60,0.03,"ALL","FW",2020-03-14 04:24:20,11.9125979778887
1.67545240153659,-0.4011111591439,0.59241098965104,5.45189327927749,8.98009644753088e-11,12.4203187251492,60,206,30,1,TRUE,TRUE,407.389,"ALL","INF",60,0.03,"ALL","FW",2020-03-14 04:23:18,12.4203187251492
1.24124059624165,-8.16115469313622e-10,-2.74065977412812e-09,1.69944168326858,2.23899834483446e-11,11.2216252834644,77,295,45,1,FALSE,TRUE,605.123,"ALL","MEZZ",60,0.03,"ALL","FW",2020-03-14 04:39:15,11.2216252834644
-0.266772493988779,3.17505094878677e-06,0.0226248793548341,1.48864338503666,-2.60125709102389e-07,13.2669163081755,67,187,31,1,TRUE,TRUE,391.229,"ALL","NATRES",60,0.03,"ALL","FW",2020-03-14 04:35:13,13.2669163081755
1.38254302887387,-0.175945906512382,1.30874743321878,0.321762696163038,3.38547061880309,13.6177372079794,25,158,24,0,TRUE,TRUE,328.912,"ALL","PD",60,0.03,"ALL","FW",2020-03-14 04:39:15,13.6177372079794
2.06568899749478,0.175201634221194,9.89417437465635e-08,1.89470040246205,-3.31441184275215e-08,16.9853242869833,64,215,32,1,TRUE,TRUE,814.195,"ALL","PE",60,0.03,"ALL","FW",2020-03-14 05:05:00,16.9853242869833
1.05293445711671,-2.09644804926487e-07,0.00129624353518638,1.54394416662511,0.896896059070942,15.164476966148,52,126,21,1,TRUE,TRUE,341.016,"ALL","RE",60,0.03,"ALL","FW",2020-03-14 04:51:47,15.164476966148
2.55454671633485,-0.182231462106484,0.286748603711905,3.92049609478402,0.136942012255506,12.4277688089506,34,224,32,0,TRUE,TRUE,402.128,"ALL","SEC",60,0.03,"ALL","FW",2020-03-14 04:49:50,12.4277688089506
2.63962952256473,-1.07436586292226,5.65935737850466e-08,1.05180702651255e-08,6.73455468528018e-06,14.0042988514062,134,440,61,1,TRUE,TRUE,1012.115,"ALL","VC",60,0.03,"ALL","FW",2020-03-14 05:18:00,14.0042988514062
2.63894234679972,1.64828810964724e-05,7.08238194253624e-08,2.62911328991901,7.51499671232157e-09,16.4270020278862,84,345,48,1,TRUE,FALSE,960.722,"ALL","BO",40,0.04,"ALL","FW",2020-03-14 05:47:57,16.4270020278862
1.53665489803803,-0.156982070225752,1.15069275396558,0.416463899999916,3.42965700408295,13.0743686616732,25,156,24,0,TRUE,TRUE,283.99,"ALL","DD",40,0.04,"ALL","FW",2020-03-14 05:27:30,13.0743686616732
1.94303395490396,-0.000617910963878947,2.11115441749466,2.69659479514022,1.87480671800763e-08,11.6890056338057,100,319,49,1,FALSE,TRUE,707.288,"ALL","FOF",40,0.04,"ALL","FW",2020-03-14 05:37:23,11.6890056338057
1.61242340093447,-0.000764438788623124,5.3552667631541e-08,5.59964514338066,2.01525851410919e-09,12.2618903853515,132,383,65,1,FALSE,TRUE,720.774,"ALL","INF",40,0.04,"ALL","FW",2020-03-14 05:43:23,12.2618903853515
2.1813514438901,-1.4859716924955e-07,2.31944310375509e-08,2.15199775813895,5.2270849694743e-09,10.6224598863181,77,245,42,1,TRUE,TRUE,465.322,"ALL","MEZZ",40,0.04,"ALL","FW",2020-03-14 05:50:08,10.6224598863181
-0.178325926632609,1.74266681752334e-08,7.98225868153829e-08,1.76144520000724,1.03449050671815e-05,13.1067462626897,113,366,53,1,FALSE,TRUE,660.428,"ALL","NATRES",40,0.04,"ALL","FW",2020-03-14 05:58:46,13.1067462626897
1.50885581533098,-0.0251486267478355,0.853014784566206,0.562410097182415,3.16351330593161,13.2106226259379,25,152,24,0,TRUE,TRUE,271.44,"ALL","PD",40,0.04,"ALL","FW",2020-03-14 05:58:43,13.2106226259379
2.56669548785172,4.91584110858748e-05,3.9132351414873e-08,2.72224324876381,9.7427531203802e-09,16.4806391242302,82,255,42,1,TRUE,TRUE,1025.853,"ALL","PE",40,0.04,"ALL","FW",2020-03-14 06:24:54,16.4806391242302
1.23533795624979,-3.85965102463518e-08,2.86943395995375e-09,2.27511442035083,0.882096336466819,14.9498729177761,62,193,32,1,FALSE,TRUE,485.73,"ALL","RE",40,0.04,"ALL","FW",2020-03-14 06:14:39,14.9498729177761
2.66940873687615,0.0775631753707008,1.48733078228502e-07,4.26447821450155,0.141131910768968,12.170888819468,89,270,45,1,FALSE,TRUE,560.99,"ALL","SEC",40,0.04,"ALL","FW",2020-03-14 06:12:30,12.170888819468
2.73150641042081,-0.456221092677161,-9.28268622666213e-09,7.42925359703739e-08,2.3114200382473e-05,13.7150129000178,66,249,36,1,FALSE,TRUE,574.134,"ALL","VC",40,0.04,"ALL","FW",2020-03-14 06:31:00,13.7150129000178
2.06424400312883,0.228857861444838,6.94137534978252e-09,1.62075399038917,6.55343621432525e-09,16.9572508737356,55,209,32,1,TRUE,TRUE,577.524,"ALL","BO",60,0.04,"ALL","FW",2020-03-14 06:53:28,16.9572508737356
1.40030487602878,-0.233877969037796,1.51331483154686,0.187375091563721,3.65664586022913,13.4976617584034,24,145,23,0,TRUE,TRUE,256.727,"ALL","DD",60,0.04,"ALL","FW",2020-03-14 06:40:04,13.4976617584034
1.82815568887559,2.46846385111571e-07,2.34873390582573,1.92040918103758,6.79627462268188e-06,11.9575119388426,68,245,38,1,FALSE,TRUE,520.26,"ALL","FOF",60,0.04,"ALL","FW",2020-03-14 06:46:48,11.9575119388426
1.59803668895509,-0.210749444429532,0.0730403237555495,5.2221387968387,-2.16871173992548e-08,12.479586998879,57,189,30,1,TRUE,TRUE,348.621,"ALL","INF",60,0.04,"ALL","FW",2020-03-14 06:50:10,12.479586998879
1.25825979633905,-1.73269213730271e-08,1.4659471886234e-08,1.64479443195579,2.38848204226399e-09,11.2383374075516,104,442,64,0,FALSE,TRUE,875.039,"ALL","MEZZ",60,0.04,"ALL","FW",2020-03-14 07:07:09,11.2383374075516
-0.271448358775519,2.20959498725993e-08,3.78331672400736e-09,1.18787525336023,3.27149717873938e-08,13.2801119140834,113,458,64,1,FALSE,TRUE,866.595,"ALL","NATRES",60,0.04,"ALL","FW",2020-03-14 07:08:29,13.2801119140834
1.28314777240853,-4.45559028456999e-08,0.916579956222687,0.201576949840743,3.31947564193238,13.6655615540877,78,262,42,1,FALSE,TRUE,593.806,"ALL","PD",60,0.04,"ALL","FW",2020-03-14 07:09:52,13.6655615540877
2.096454075877,0.158845658862087,5.8256513098483e-09,1.8360196074467,1.44950549490799e-08,17.0056596376356,109,358,50,1,TRUE,TRUE,1315.026,"ALL","PE",60,0.04,"ALL","FW",2020-03-14 07:49:01,17.0056596376356
1.10969830888258,7.82106985597657e-08,-2.77891495471023e-08,1.55799290742401,0.471342959372165,15.186706513908,106,344,47,1,FALSE,TRUE,819.12,"ALL","RE",60,0.04,"ALL","FW",2020-03-14 07:31:04,15.186706513908
2.46303593278543,3.43718519172457e-09,0.00205267663055913,3.64797038767568,0.00015152291237133,12.4677394626514,117,374,59,1,FALSE,TRUE,726.766,"ALL","SEC",60,0.04,"ALL","FW",2020-03-14 07:26:23,12.4677394626514
2.6299905306738,-1.0408406628371,2.8539050156563e-08,-2.62691056841678e-09,1.08944850401587e-07,14.0148635538481,78,320,49,1,FALSE,TRUE,748.834,"ALL","VC",60,0.04,"ALL","FW",2020-03-14 07:49:23,14.0148635538481
2.65599705936651,7.62516179015394e-08,4.80789924227055e-08,2.5392424911571,2.90459959375778e-09,16.4528562831401,117,404,59,1,FALSE,TRUE,1319.295,"ALL","BO",40,0.05,"ALL","FW",2020-03-14 08:28:49,16.4528562831401
1.44692474537812,-2.57291139094825e-07,0.798108135598803,0.294945609848178,3.35072541741714,13.1216346965305,68,313,43,1,FALSE,TRUE,628.75,"ALL","DD",40,0.05,"ALL","FW",2020-03-14 08:05:52,13.1216346965305
2.04328588174028,-3.80858575700938e-12,1.66448195880727,2.6107360141592,0.000218682872713903,11.7343773646503,82,235,39,1,FALSE,TRUE,592.112,"ALL","FOF",40,0.05,"ALL","FW",2020-03-14 08:07:07,11.7343773646503
1.60007797628958,-1.85992565692087e-08,-1.16060124251805e-07,5.43885116143643,1.46181906167068e-08,12.3169201582849,88,275,46,1,FALSE,TRUE,561.122,"ALL","INF",40,0.05,"ALL","FW",2020-03-14 08:19:34,12.3169201582849
2.18341370850341,6.50604368497925e-08,1.23067892983688e-09,2.0714332779852,-2.00798606484356e-09,10.6433013415933,106,439,63,1,FALSE,TRUE,889.888,"ALL","MEZZ",40,0.05,"ALL","FW",2020-03-14 08:28:11,10.6433013415933
-0.192816007024862,8.71438446517138e-08,4.82184004289134e-08,1.48664203861536,1.18265357209807e-08,13.1230150444846,200,663,92,1,FALSE,TRUE,1250.314,"ALL","NATRES",40,0.05,"ALL","FW",2020-03-14 08:44:22,13.1230150444846
1.51871365256831,-4.35550701655597e-10,0.638959323336702,0.543486500164968,3.06766574039595,13.2545374967249,77,282,41,1,FALSE,TRUE,575.108,"ALL","PD",40,0.05,"ALL","FW",2020-03-14 08:44:12,13.2545374967249
