"MKT","ME","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","Factor","Type","max.quarter","IA","ROE","EG"
1.02977045665518,0.887679153999791,4838032154.05146,10,10,NA,0,TRUE,TRUE,46.0849999999627,"ME","PD",43,NA,NA,NA
1.32880515718209,1.49546149281181,89082355515.8571,10,10,NA,0,TRUE,TRUE,91.7630000000354,"ME","PE",43,NA,NA,NA
0.0560260528955915,1.50815425960458,17531846426.3362,9,9,NA,0,TRUE,TRUE,42.320000000007,"ME","RE",43,NA,NA,NA
0.764556881627122,2.06532651160372,1323410688.66041,10,10,NA,0,TRUE,TRUE,39.4649999999674,"ME","SEC",43,NA,NA,NA
2.73656149475649,-0.762656535583174,4624772817.60473,7,7,NA,0,TRUE,TRUE,38.695000000007,"ME","VC",43,NA,NA,NA
1.3746643415236,1.45242539248379,84858667230.2784,9,9,NA,0,TRUE,TRUE,61.9139999999898,"ME","BO",44,NA,NA,NA
1.08065053743609,0.792708208628096,4609605652.24308,10,10,NA,0,TRUE,TRUE,39.429999999993,"ME","DD",44,NA,NA,NA
1.70070362628767,1.2629664750357,843699739.670585,10,10,NA,0,TRUE,TRUE,45.8570000000182,"ME","FOF",44,NA,NA,NA
1.37412057896288,0.527944130673364,2255777413.7914,9,9,NA,0,TRUE,TRUE,32.9649999999674,"ME","INF",44,NA,NA,NA
1.17793495360949,1.32168721267054,256964367.612091,7,7,NA,0,TRUE,TRUE,28.2779999999912,"ME","MEZZ",44,NA,NA,NA
-0.927500777805428,0.904038620676055,2623906682.91687,11,11,NA,0,TRUE,TRUE,42.0160000000033,"ME","NATRES",44,NA,NA,NA
1.02930579929921,0.87273578205084,4973937247.02593,10,10,NA,0,TRUE,TRUE,44.280999999959,"ME","PD",44,NA,NA,NA
1.32147255875801,1.47755021438634,91545238374.091,9,9,NA,0,TRUE,TRUE,76.2970000000205,"ME","PE",44,NA,NA,NA
0.0796485550781815,1.4739035207227,17851341272.9822,9,9,NA,0,TRUE,TRUE,44.3339999999735,"ME","RE",44,NA,NA,NA
0.768051247300922,2.03795381821129,1337009911.72608,9,9,NA,0,TRUE,TRUE,31.8029999999562,"ME","SEC",44,NA,NA,NA
2.73258127836082,-0.795549447308174,4715513565.56109,8,8,NA,0,TRUE,TRUE,44.0500000000466,"ME","VC",44,NA,NA,NA
1.3658750773629,1.43154287587799,87202328448.3355,9,9,NA,0,TRUE,TRUE,59.25900000002,"ME","BO",45,NA,NA,NA
1.08719815472047,0.773470355151029,4738136317.16489,9,9,NA,0,TRUE,TRUE,37.9349999999977,"ME","DD",45,NA,NA,NA
1.70167013380065,1.24582893335498,853177961.615334,10,10,NA,0,TRUE,TRUE,46.7089999999735,"ME","FOF",45,NA,NA,NA
1.35870144650061,0.526004642546715,2269339799.22721,9,9,NA,0,TRUE,TRUE,36.1520000000019,"ME","INF",45,NA,NA,NA
1.13656938443881,1.30364278848782,265475161.729073,7,7,NA,0,TRUE,TRUE,28.5100000000093,"ME","MEZZ",45,NA,NA,NA
-0.93238256570254,0.901024000714828,2652083712.30798,11,11,NA,0,TRUE,TRUE,40.3010000000359,"ME","NATRES",45,NA,NA,NA
1.03469161938802,0.853911283873192,5110678108.32245,10,10,NA,0,TRUE,TRUE,39.0190000000293,"ME","PD",45,NA,NA,NA
1.313949359822,1.45778835296087,93986681072.9307,9,9,NA,0,TRUE,TRUE,74.6149999999907,"ME","PE",45,NA,NA,NA
0.0940429819779093,1.45387469873234,18125608428.4092,9,9,NA,0,TRUE,TRUE,41.0060000000522,"ME","RE",45,NA,NA,NA
0.770690578109005,2.01229945776159,1350142415.48158,9,9,NA,0,TRUE,TRUE,32.314000000013,"ME","SEC",45,NA,NA,NA
2.73674861538004,-0.824623423470745,4793644005.08696,7,7,NA,0,TRUE,TRUE,41.3280000000377,"ME","VC",45,NA,NA,NA
1.35501540744559,1.41493068772257,89411577375.2274,8,8,NA,0,TRUE,TRUE,54.6849999999977,"ME","BO",46,NA,NA,NA
1.08243553937561,0.756152066844888,4861692813.45759,9,9,NA,0,TRUE,TRUE,36.8839999999618,"ME","DD",46,NA,NA,NA
1.69655469296322,1.23268905767062,862027064.711537,10,10,NA,0,TRUE,TRUE,45.8650000000489,"ME","FOF",46,NA,NA,NA
1.3435226371823,0.524852595869049,2282595281.44555,9,9,NA,0,TRUE,TRUE,33.2519999999786,"ME","INF",46,NA,NA,NA
1.0850388444041,1.28972648568434,274316134.637237,8,8,NA,0,TRUE,TRUE,29.5669999999809,"ME","MEZZ",46,NA,NA,NA
-0.935338863765583,0.904128450469707,2673820611.57451,11,11,NA,0,TRUE,TRUE,41.5840000000317,"ME","NATRES",46,NA,NA,NA
1.02911151559516,0.837133829613211,5242730268.98063,10,10,NA,0,TRUE,TRUE,44.2559999999939,"ME","PD",46,NA,NA,NA
1.30346589913256,1.44260500564988,96301984807.4747,8,8,NA,0,TRUE,TRUE,68.5260000000126,"ME","PE",46,NA,NA,NA
0.0967443143726521,1.44565004262185,18398630526.7548,9,9,NA,0,TRUE,TRUE,44.2249999999767,"ME","RE",46,NA,NA,NA
0.771265225646947,1.98657241290272,1364505205.8707,9,9,NA,0,TRUE,TRUE,30.4379999999655,"ME","SEC",46,NA,NA,NA
2.73738453267356,-0.85377553260976,4872890488.2128,7,7,NA,0,TRUE,TRUE,37.9810000000289,"ME","VC",46,NA,NA,NA
1.34536317010364,1.40049518103253,91585762598.9576,9,9,NA,0,TRUE,TRUE,60.5540000000037,"ME","BO",47,NA,NA,NA
1.07455540861893,0.747965072802754,4960188830.92461,9,9,NA,0,TRUE,TRUE,36.9979999999632,"ME","DD",47,NA,NA,NA
1.69619411367309,1.21743691036017,870185617.263327,10,10,NA,0,TRUE,TRUE,45.3289999999688,"ME","FOF",47,NA,NA,NA
1.3329649184529,0.520688323402361,2295049900.02569,9,9,NA,0,TRUE,TRUE,34.1460000000079,"ME","INF",47,NA,NA,NA
1.03632011684147,1.27166672424581,283478106.546701,8,8,NA,0,TRUE,TRUE,32.6940000000177,"ME","MEZZ",47,NA,NA,NA
-0.93851113415207,0.907228593773357,2695543313.96613,11,11,NA,0,TRUE,TRUE,42.6620000000112,"ME","NATRES",47,NA,NA,NA
1.02101759462988,0.828470009454787,5349572485.45172,10,10,NA,0,TRUE,TRUE,44.210000000021,"ME","PD",47,NA,NA,NA
1.29359419192657,1.42972876959066,98582489447.8857,8,8,NA,0,TRUE,TRUE,69.4789999999921,"ME","PE",47,NA,NA,NA
0.0966199253050089,1.44092883886701,18671927104.7291,9,9,NA,0,TRUE,TRUE,43.454000000027,"ME","RE",47,NA,NA,NA
0.773424674794132,1.95744122118694,1379232541.98374,8,8,NA,0,TRUE,TRUE,31.4910000000382,"ME","SEC",47,NA,NA,NA
2.73301739186841,-0.880827124978762,4950487631.60751,7,7,NA,0,TRUE,TRUE,41.0709999999963,"ME","VC",47,NA,NA,NA
1.3250912406796,1.39308234282106,93821273999.5747,8,8,NA,0,TRUE,TRUE,54.6039999999921,"ME","BO",48,NA,NA,NA
1.06539825086511,0.739488446931021,5062442380.78657,9,9,NA,0,TRUE,TRUE,37.7700000000186,"ME","DD",48,NA,NA,NA
1.70044007670065,1.20090742110161,877678454.949514,9,9,NA,0,TRUE,TRUE,41.00900000002,"ME","FOF",48,NA,NA,NA
1.32110785759552,0.518441922880636,2307421938.16752,9,9,NA,0,TRUE,TRUE,34.5690000000177,"ME","INF",48,NA,NA,NA
0.993208690505668,1.24948159733212,292736250.75593,8,8,NA,0,TRUE,TRUE,32.7280000000028,"ME","MEZZ",48,NA,NA,NA
-0.947184029648645,0.916009723824088,2716308798.00167,11,11,NA,0,TRUE,TRUE,42.1229999999632,"ME","NATRES",48,NA,NA,NA
1.01185886678196,0.819319077174535,5460332652.64479,10,10,NA,0,TRUE,TRUE,44.8289999999688,"ME","PD",48,NA,NA,NA
1.27480235204785,1.42343786320378,100925335749.007,8,8,NA,0,TRUE,TRUE,68.8460000000196,"ME","PE",48,NA,NA,NA
0.102522143874511,1.41880351477868,18822621849.987,9,9,NA,0,TRUE,TRUE,44.375,"ME","RE",48,NA,NA,NA
0.776539664781906,1.93064936307759,1393480675.39368,8,8,NA,0,TRUE,TRUE,30.39300000004,"ME","SEC",48,NA,NA,NA
2.72798814489693,-0.90619122355984,5021400581.6195,7,7,NA,0,TRUE,TRUE,42.1230000000214,"ME","VC",48,NA,NA,NA
1.30349718854299,1.39029169090029,95913702123.2442,8,8,NA,0,TRUE,TRUE,53.3410000000149,"ME","BO",49,NA,NA,NA
1.06093045617907,0.731395895217045,5150641320.35479,9,9,NA,0,TRUE,TRUE,38.5569999999716,"ME","DD",49,NA,NA,NA
1.70655169274774,1.18423712782988,884629768.433866,9,9,NA,0,TRUE,TRUE,40.2939999999944,"ME","FOF",49,NA,NA,NA
1.30996211750457,0.516786369901364,2319415816.22495,9,9,NA,0,TRUE,TRUE,33.5109999999986,"ME","INF",49,NA,NA,NA
0.956081009346036,1.22585443012458,301921551.53663,7,7,NA,0,TRUE,TRUE,27.5760000000009,"ME","MEZZ",49,NA,NA,NA
-0.956685503450469,0.925990114409987,2736148719.13872,11,11,NA,0,TRUE,TRUE,43.3360000000102,"ME","NATRES",49,NA,NA,NA
1.00736494622556,0.810400678100378,5557038398.00276,8,8,NA,0,TRUE,TRUE,35.2580000000307,"ME","PD",49,NA,NA,NA
1.25435083817822,1.42176403578236,103117676180.026,8,8,NA,0,TRUE,TRUE,69.8340000000317,"ME","PE",49,NA,NA,NA
0.112629089729627,1.39557735855345,18959477985.8047,9,9,NA,0,TRUE,TRUE,40.6959999999963,"ME","RE",49,NA,NA,NA
0.781894658877388,1.90517669144249,1407229780.81077,9,9,NA,0,TRUE,TRUE,35.7930000000051,"ME","SEC",49,NA,NA,NA
2.7198960434068,-0.931704634903509,5095067834.63483,7,7,NA,0,TRUE,TRUE,41.3360000000102,"ME","VC",49,NA,NA,NA
1.28055021182513,1.39088911354815,98001625875.6388,8,8,NA,0,TRUE,TRUE,55.0410000000265,"ME","BO",50,NA,NA,NA
1.05037514561211,0.732423920383761,5236293990.48861,9,9,NA,0,TRUE,TRUE,37.5160000000033,"ME","DD",50,NA,NA,NA
1.71391221130625,1.16780125600118,890922215.596712,10,10,NA,0,TRUE,TRUE,48.1350000000093,"ME","FOF",50,NA,NA,NA
1.3077678611756,0.515542911419105,2324944913.0462,9,9,NA,0,TRUE,TRUE,35.2530000000261,"ME","INF",50,NA,NA,NA
0.922096931176998,1.21001688653443,310332241.903271,7,7,NA,0,TRUE,TRUE,28.1940000000177,"ME","MEZZ",50,NA,NA,NA
-0.962423365769012,0.930076189995937,2752079765.36514,11,11,NA,0,TRUE,TRUE,41.6350000000093,"ME","NATRES",50,NA,NA,NA
0.997067801095902,0.810384012713598,5650441187.70837,8,8,NA,0,TRUE,TRUE,35.3819999999832,"ME","PD",50,NA,NA,NA
1.23129088500684,1.42413505940171,105315988738.44,8,8,NA,0,TRUE,TRUE,68.9459999999963,"ME","PE",50,NA,NA,NA
0.12281174619033,1.37075745560581,19100727929.0623,9,9,NA,0,TRUE,TRUE,43.2489999999525,"ME","RE",50,NA,NA,NA
0.786829900796019,1.88001988704479,1421477489.72733,9,9,NA,0,TRUE,TRUE,34.0560000000405,"ME","SEC",50,NA,NA,NA
2.71287056928537,-0.957152923323712,5168409872.67638,7,7,NA,0,TRUE,TRUE,42.2479999999632,"ME","VC",50,NA,NA,NA
1.25794198999247,1.3944468818345,99950266707.4243,8,8,NA,0,TRUE,TRUE,53.8379999999888,"ME","BO",51,NA,NA,NA
1.03298362999961,0.742902303945261,5310586304.11357,9,9,NA,0,TRUE,TRUE,38.6759999999776,"ME","DD",51,NA,NA,NA
1.72407543880123,1.14915712906745,897000621.557834,8,8,NA,0,TRUE,TRUE,35.5929999999935,"ME","FOF",51,NA,NA,NA
1.30352734262474,0.515470263607979,2331091021.67057,9,9,NA,0,TRUE,TRUE,35.9369999999763,"ME","INF",51,NA,NA,NA
0.891339528589806,1.19765735883538,318147014.991403,8,8,NA,0,TRUE,TRUE,31.3099999999977,"ME","MEZZ",51,NA,NA,NA
-0.967021526571124,0.931971906168501,2768053338.85822,11,11,NA,0,TRUE,TRUE,40.320000000007,"ME","NATRES",51,NA,NA,NA
0.980471178714281,0.819338071223004,5731682412.74357,8,8,NA,0,TRUE,TRUE,35.4159999999683,"ME","PD",51,NA,NA,NA
1.20948871685242,1.42852651643932,107372481386.034,8,8,NA,0,TRUE,TRUE,69.2260000000242,"ME","PE",51,NA,NA,NA
0.126774900291659,1.35496647991087,19227498689.2027,9,9,NA,0,TRUE,TRUE,41.1680000000051,"ME","RE",51,NA,NA,NA
0.793739810177204,1.85720617370434,1435425879.8671,9,9,NA,0,TRUE,TRUE,35.2380000000121,"ME","SEC",51,NA,NA,NA
2.70527461225188,-0.98261666687464,5238566966.47122,7,7,NA,0,TRUE,TRUE,41.1030000000028,"ME","VC",51,NA,NA,NA
1.23673326781985,1.39530631762428,101895761121.745,8,8,NA,0,TRUE,TRUE,54.3099999999977,"ME","BO",52,NA,NA,NA
1.02124223639171,0.752264269368932,5336727140.54281,9,9,NA,0,TRUE,TRUE,34.2849999999744,"ME","DD",52,NA,NA,NA
1.73256675407124,1.1330005890622,902727643.948193,8,8,NA,0,TRUE,TRUE,32.4789999999921,"ME","FOF",52,NA,NA,NA
1.29946460189375,0.514013110413366,2337649659.11339,9,9,NA,0,TRUE,TRUE,30.1790000000037,"ME","INF",52,NA,NA,NA
0.844038180755874,1.19111569429958,326486617.400615,7,7,NA,0,TRUE,TRUE,27.86599999998,"ME","MEZZ",52,NA,NA,NA
-0.973000346866548,0.936746322994579,2783974177.20703,11,11,NA,0,TRUE,TRUE,42.1429999999818,"ME","NATRES",52,NA,NA,NA
0.968688173916903,0.827654851106547,5765438805.77693,8,8,NA,0,TRUE,TRUE,36.2810000000172,"ME","PD",52,NA,NA,NA
1.18958799299428,1.42998756031216,109425589972.096,8,8,NA,0,TRUE,TRUE,67.3829999999725,"ME","PE",52,NA,NA,NA
0.135839083789626,1.33430009320554,19353207895.7231,9,9,NA,0,TRUE,TRUE,42.0840000000317,"ME","RE",52,NA,NA,NA
0.804772770641116,1.83282818310707,1449789075.5866,9,9,NA,0,TRUE,TRUE,32.984999999986,"ME","SEC",52,NA,NA,NA
2.70011175718831,-1.00847122749063,5304688568.78578,7,7,NA,0,TRUE,TRUE,42.1669999999576,"ME","VC",52,NA,NA,NA
1.21745504230293,1.39795697223109,103777898923.732,8,8,NA,0,TRUE,TRUE,55.1520000000019,"ME","BO",53,NA,NA,NA
1.00878407876071,0.762353926329922,5363311220.37498,9,9,NA,0,TRUE,TRUE,37.0970000000088,"ME","DD",53,NA,NA,NA
1.74093168494965,1.11813978379314,908580124.696056,9,9,NA,0,TRUE,TRUE,40.7480000000214,"ME","FOF",53,NA,NA,NA
1.29421763364646,0.51296571895655,2344614152.18706,9,9,NA,0,TRUE,TRUE,35.4419999999809,"ME","INF",53,NA,NA,NA
0.798050168314076,1.18848472414626,334574694.194723,8,8,NA,0,TRUE,TRUE,31.00900000002,"ME","MEZZ",53,NA,NA,NA
-0.973525358195764,0.933356076364758,2799821878.98638,11,11,NA,0,TRUE,TRUE,44.2460000000428,"ME","NATRES",53,NA,NA,NA
0.956123623370557,0.836839173842761,5799627020.04341,8,8,NA,0,TRUE,TRUE,35.1210000000428,"ME","PD",53,NA,NA,NA
1.17232158107527,1.43239560855565,111417686295.718,8,8,NA,0,TRUE,TRUE,70.3500000000349,"ME","PE",53,NA,NA,NA
0.145572160777937,1.31033564680615,19466356251.1711,9,9,NA,0,TRUE,TRUE,42.0599999999977,"ME","RE",53,NA,NA,NA
0.808701609439293,1.8161586025492,1463925735.70405,9,9,NA,0,TRUE,TRUE,35.554999999993,"ME","SEC",53,NA,NA,NA
2.69541512564082,-1.03335054658517,5366875478.94376,7,7,NA,0,TRUE,TRUE,41.765000000014,"ME","VC",53,NA,NA,NA
1.20413062223563,1.39549761503185,105594272460.784,8,8,NA,0,TRUE,TRUE,53.4269999999669,"ME","BO",54,NA,NA,NA
0.995639780332867,0.773473514343923,5389736903.81074,9,9,NA,0,TRUE,TRUE,35.8219999999856,"ME","DD",54,NA,NA,NA
1.75048522343599,1.10234606459209,914456474.016163,9,9,NA,0,TRUE,TRUE,43.8919999999925,"ME","FOF",54,NA,NA,NA
1.2957507068941,0.509693442845678,2347979095.64066,9,9,NA,0,TRUE,TRUE,34.9970000000321,"ME","INF",54,NA,NA,NA
0.755806629451512,1.18254240670277,342765804.619716,7,7,NA,0,TRUE,TRUE,28.7380000000121,"ME","MEZZ",54,NA,NA,NA
-0.966122330821753,0.916655398811068,2814432712.50309,11,11,NA,0,TRUE,TRUE,43.1039999999921,"ME","NATRES",54,NA,NA,NA
0.943221158549389,0.846560771071162,5833757191.41134,8,8,NA,0,TRUE,TRUE,36.3539999999921,"ME","PD",54,NA,NA,NA
1.1604064053306,1.42997836368625,113351823203.32,8,8,NA,0,TRUE,TRUE,64.7989999999991,"ME","PE",54,NA,NA,NA
0.151374985842997,1.29214431898944,19571870265.6372,9,9,NA,0,TRUE,TRUE,45.5169999999925,"ME","RE",54,NA,NA,NA
0.815717174598599,1.79577686253951,1478673891.35723,9,9,NA,0,TRUE,TRUE,36.0590000000084,"ME","SEC",54,NA,NA,NA
2.69051231706454,-1.05489476564639,5420705997.3489,7,7,NA,0,TRUE,TRUE,43.8759999999893,"ME","VC",54,NA,NA,NA
1.18650443663188,1.39644997985809,107415407332.263,8,8,NA,0,TRUE,TRUE,54.8640000000014,"ME","BO",55,NA,NA,NA
0.982842983406287,0.784420860180308,5415911668.49406,9,9,NA,0,TRUE,TRUE,39.0019999999786,"ME","DD",55,NA,NA,NA
1.76076393408664,1.08623864603867,920305025.075139,10,10,NA,0,TRUE,TRUE,46.5099999999511,"ME","FOF",55,NA,NA,NA
1.29771670240212,0.505865259586351,2351286301.28064,9,9,NA,0,TRUE,TRUE,34.5760000000009,"ME","INF",55,NA,NA,NA
0.714881542243944,1.17585812416024,350873296.692417,8,8,NA,0,TRUE,TRUE,33.1330000000307,"ME","MEZZ",55,NA,NA,NA
-0.954318471631892,0.894152764312978,2829536583.55622,11,11,NA,0,TRUE,TRUE,43.5430000000051,"ME","NATRES",55,NA,NA,NA
0.930609738617841,0.856157493043463,5867715623.58145,8,8,NA,0,TRUE,TRUE,35.9000000000233,"ME","PD",55,NA,NA,NA
1.14569407559025,1.43009709994909,115279878680.06,8,8,NA,0,TRUE,TRUE,76.1909999999916,"ME","PE",55,NA,NA,NA
0.163592367221779,1.26988286090274,19669719500.5547,9,9,NA,0,TRUE,TRUE,40.5480000000098,"ME","RE",55,NA,NA,NA
0.822926815876444,1.78177151286118,1492170003.04101,8,8,NA,0,TRUE,TRUE,30.4899999999907,"ME","SEC",55,NA,NA,NA
2.68428110632983,-1.07721883118053,5476078373.45241,8,8,NA,0,TRUE,TRUE,46.3809999999939,"ME","VC",55,NA,NA,NA
1.17613097353935,1.39117123278859,109238518209.531,8,8,NA,0,TRUE,TRUE,54.4180000000051,"ME","BO",56,NA,NA,NA
0.970625826742635,0.793784937954398,5443187590.92722,9,9,NA,0,TRUE,TRUE,37.0810000000056,"ME","DD",56,NA,NA,NA
1.76839708469192,1.07288473263141,926234366.550468,9,9,NA,0,TRUE,TRUE,42.4090000000433,"ME","FOF",56,NA,NA,NA
1.29921787089809,0.502745167343836,2354592469.24105,9,9,NA,0,TRUE,TRUE,33.3609999999753,"ME","INF",56,NA,NA,NA
0.67615726053565,1.16784454332207,358802500.433225,8,8,NA,0,TRUE,TRUE,32.8620000000228,"ME","MEZZ",56,NA,NA,NA
-0.940045035139729,0.869758057125259,2845064927.50413,11,11,NA,0,TRUE,TRUE,42.4340000000084,"ME","NATRES",56,NA,NA,NA
0.918592697168743,0.864184506912893,5902691186.81471,8,8,NA,0,TRUE,TRUE,36.4029999999912,"ME","PD",56,NA,NA,NA
1.13747656675205,1.4242495654109,117215081025.497,8,8,NA,0,TRUE,TRUE,70.4159999999683,"ME","PE",56,NA,NA,NA
0.168157978389557,1.25571854304958,19765713751.0899,9,9,NA,0,TRUE,TRUE,42.8670000000275,"ME","RE",56,NA,NA,NA
0.827263455594516,1.77135343165108,1505055229.48804,8,8,NA,0,TRUE,TRUE,29.3389999999781,"ME","SEC",56,NA,NA,NA
2.67623045701489,-1.09991435797552,5532810600.38253,8,8,NA,0,TRUE,TRUE,48.1319999999832,"ME","VC",56,NA,NA,NA
1.16711042557533,1.38416163711368,111076584531.651,9,9,NA,0,TRUE,TRUE,61.38400000002,"ME","BO",57,NA,NA,NA
0.957598850472965,0.804303444941612,5470393534.76285,9,9,NA,0,TRUE,TRUE,37.6060000000289,"ME","DD",57,NA,NA,NA
1.77563438658697,1.05949932583624,932503043.482745,8,8,NA,0,TRUE,TRUE,36.5190000000293,"ME","FOF",57,NA,NA,NA
1.30164243949843,0.499297596662216,2357464701.32091,9,9,NA,0,TRUE,TRUE,36.0750000000116,"ME","INF",57,NA,NA,NA
0.633478189780275,1.1590713162584,367084934.409865,8,8,NA,0,TRUE,TRUE,32.2849999999744,"ME","MEZZ",57,NA,NA,NA
-0.929057256063099,0.850253457679121,2860211278.31677,11,11,NA,0,TRUE,TRUE,42.0040000000154,"ME","NATRES",57,NA,NA,NA
0.906045468308352,0.872797351488497,5938039429.03909,8,8,NA,0,TRUE,TRUE,34.5339999999851,"ME","PD",57,NA,NA,NA
1.13008254843613,1.41691223158936,119187079297.672,8,8,NA,0,TRUE,TRUE,70.7089999999735,"ME","PE",57,NA,NA,NA
0.168339790290917,1.25090947389066,19805507035.728,9,9,NA,0,TRUE,TRUE,40.3410000000149,"ME","RE",57,NA,NA,NA
0.837150135168385,1.75881809907542,1516000394.62033,8,8,NA,0,TRUE,TRUE,30.5119999999879,"ME","SEC",57,NA,NA,NA
2.67427183748459,-1.11822095938546,5581271024.47616,8,8,NA,0,TRUE,TRUE,48.8969999999972,"ME","VC",57,NA,NA,NA
1.16060217524019,1.37749141373322,112754490040.502,8,8,NA,0,TRUE,TRUE,55.4340000000084,"ME","BO",58,NA,NA,NA
