"MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","datetime","validation.error","SMB","HDY","QLT","MOM","ESG","LOV"
2.38857539420686,3.17874767772856,8.94840576725963,49,68,26,1,TRUE,TRUE,306.688,"HML","BO",60,0,"ALL","FW","log_L1",2020-03-16 08:37:08,8.94840576725963,NA,NA,NA,NA,NA,NA
1.4702215185838,NA,8.87373142804061,76,77,32,1,TRUE,TRUE,381.355,"SMB","BO",60,0,"ALL","FW","log_L1",2020-03-16 08:48:21,8.87373142804061,2.85753837877307,NA,NA,NA,NA,NA
1.62636280659363,NA,8.86167214668913,18,43,15,0,TRUE,TRUE,159.685,"HDY","BO",60,0,"ALL","FW","log_L1",2020-03-16 08:54:28,8.86167214668913,NA,4.604901548758,NA,NA,NA,NA
2.93654858375138,NA,8.98065946495513,35,79,25,0,TRUE,TRUE,299.757,"QLT","BO",60,0,"ALL","FW","log_L1",2020-03-16 09:03:28,8.98065946495513,NA,NA,2.31171678983486,NA,NA,NA
1.65477742181399,NA,8.82887913271445,55,62,23,1,TRUE,TRUE,302.919,"MOM","BO",60,0,"ALL","FW","log_L1",2020-03-16 09:12:32,8.82887913271445,NA,NA,NA,3.06494034765474,NA,NA
1.81265596749004,NA,8.91553592538333,47,62,24,1,TRUE,FALSE,280.576,"ESG","BO",60,0,"ALL","FW","log_L1",2020-03-16 09:21:06,8.91553592538333,NA,NA,NA,NA,17.1180950507213,NA
1.92763079074447,NA,8.77131367414994,54,57,20,1,TRUE,TRUE,268.784,"LOV","BO",60,0,"ALL","FW","log_L1",2020-03-16 09:29:46,8.77131367414994,NA,NA,NA,NA,NA,4.31891683977253
1.74086202492611,0.841384910068885,6.56070694928447,78,81,36,1,FALSE,TRUE,288.375,"HML","DD",60,0,"ALL","FW","log_L1",2020-03-16 08:34:33,6.56070694928447,NA,NA,NA,NA,NA,NA
0.189191314543114,NA,6.41549839526227,42,44,19,1,TRUE,TRUE,143.719,"SMB","DD",60,0,"ALL","FW","log_L1",2020-03-16 08:38:25,6.41549839526227,2.82786781405411,NA,NA,NA,NA,NA
0.958001431202106,NA,6.46455907767828,62,65,26,1,TRUE,TRUE,218.759,"HDY","DD",60,0,"ALL","FW","log_L1",2020-03-16 08:43:46,6.46455907767828,NA,3.77214282854623,NA,NA,NA,NA
2.52388693595275,NA,6.38833006630661,81,97,36,1,FALSE,TRUE,317.514,"QLT","DD",60,0,"ALL","FW","log_L1",2020-03-16 08:51:00,6.38833006630661,NA,NA,4.08481697580594,NA,NA,NA
1.16086749506327,NA,6.41498560065147,51,69,26,1,TRUE,TRUE,205.781,"MOM","DD",60,0,"ALL","FW","log_L1",2020-03-16 08:56:12,6.41498560065147,NA,NA,NA,2.52974317849657,NA,NA
1.51473477946445,NA,6.54969633022477,96,96,47,1,TRUE,TRUE,331.834,"ESG","DD",60,0,"ALL","FW","log_L1",2020-03-16 09:03:30,6.54969633022477,NA,NA,NA,NA,4.94726772998193,NA
1.69167574273365,NA,6.32042813592226,83,99,45,0,FALSE,TRUE,324.549,"LOV","DD",60,0,"ALL","FW","log_L1",2020-03-16 09:10:42,6.32042813592226,NA,NA,NA,NA,NA,3.51090631078971
2.55613787936925,4.73866519333467,6.08702672316402,38,34,17,1,TRUE,TRUE,137.867,"HML","FOF",60,0,"ALL","FW","log_L1",2020-03-16 08:32:13,6.08702672316402,NA,NA,NA,NA,NA,NA
2.14624290342535,NA,6.14023634504313,56,78,26,1,TRUE,TRUE,245.407,"SMB","FOF",60,0,"ALL","FW","log_L1",2020-03-16 08:38:30,6.14023634504313,1.76964133700121,NA,NA,NA,NA,NA
1.04254586554393,NA,6.00395678918983,52,71,24,1,TRUE,TRUE,226.767,"HDY","FOF",60,0,"ALL","FW","log_L1",2020-03-16 08:44:33,6.00395678918983,NA,6.80345337693739,NA,NA,NA,NA
3.40348231739213,NA,6.18389884708613,51,74,25,1,TRUE,TRUE,240.679,"QLT","FOF",60,0,"ALL","FW","log_L1",2020-03-16 08:50:57,6.18389884708613,NA,NA,3.36027494962517,NA,NA,NA
