"MKT","Alpha","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","Factor","Type","max.quarter","SMB","HDY","QLT","MOM","ESG","LOV"
NA,NA,NA,8.98846567431158e+307,NA,NA,NA,9999,NA,NA,285.08,"HML","BO",60,NA,NA,NA,NA,NA,NA
NA,NA,NA,8.98846567431158e+307,NA,NA,NA,9999,NA,NA,268.14,"HML","DD",60,NA,NA,NA,NA,NA,NA
-0.58784518437488,0.0228305866040929,2.12327964044834,557983652.040769,47,47,NA,0,FALSE,FALSE,299.59,"HML","FOF",60,NA,NA,NA,NA,NA,NA
NA,NA,NA,8.98846567431158e+307,NA,NA,NA,9999,NA,NA,389,"HML","INF",60,NA,NA,NA,NA,NA,NA
0.62875565574344,0.0101317435507478,3.99341175442006,277733250.909623,59,59,NA,0,FALSE,TRUE,377.66,"HML","MEZZ",60,NA,NA,NA,NA,NA,NA
-1.48266647094772,0.0119149112818336,0.765365049874107,2761739479.54102,38,38,NA,0,FALSE,TRUE,238.02,"HML","NATRES",60,NA,NA,NA,NA,NA,NA
0.420343751731857,0.0181599939330891,0.0382040305661877,3644829602.17864,38,38,NA,0,FALSE,TRUE,242.93,"HML","PD",60,NA,NA,NA,NA,NA,NA
0.498097248229528,0.0168801927060881,1.48686150222226,102062590151.988,44,44,NA,0,FALSE,TRUE,324.09,"HML","PE",60,NA,NA,NA,NA,NA,NA
NA,NA,NA,8.98846567431158e+307,NA,NA,NA,9999,NA,NA,353.56,"HML","RE",60,NA,NA,NA,NA,NA,NA
-0.434596755523764,0.0214256953847381,4.55826108249047,675990266.530822,68,68,NA,0,FALSE,TRUE,420.19,"HML","SEC",60,NA,NA,NA,NA,NA,NA
NA,NA,NA,8.98846567431158e+307,NA,NA,NA,9999,NA,NA,6.67000000000007,"HML","VC",60,NA,NA,NA,NA,NA,NA
0.707189153758494,0.017491686815888,NA,98435260100.3516,41,41,NA,0,FALSE,TRUE,280.02,"SMB","BO",60,-0.0793857252904618,NA,NA,NA,NA,NA
0.07064226302372,0.0142422094975254,NA,3088389154.34829,54,54,NA,0,FALSE,TRUE,337.9,"SMB","DD",60,1.33224228339481,NA,NA,NA,NA,NA
-0.0984993997900843,0.0475114674671482,NA,365793165.220682,67,67,NA,0,FALSE,TRUE,422.53,"SMB","FOF",60,-4.61916436740282,NA,NA,NA,NA,NA
NA,NA,NA,8.98846567431158e+307,NA,NA,NA,9999,NA,NA,181.3,"SMB","INF",60,NA,NA,NA,NA,NA,NA
-0.147817875305042,0.0160798328487249,NA,327915292.372477,27,27,NA,0,FALSE,TRUE,175.54,"SMB","MEZZ",60,0.0631523279399744,NA,NA,NA,NA,NA
-1.1779361098453,0.0132831306020043,NA,2760443769.78224,44,44,NA,0,FALSE,TRUE,276.139999999999,"SMB","NATRES",60,-0.657516131593979,NA,NA,NA,NA,NA
0.126708408617209,0.0146053882117048,NA,3508461461.57441,57,57,NA,0,FALSE,TRUE,369.219999999999,"SMB","PD",60,1.11199388773952,NA,NA,NA,NA,NA
NA,NA,NA,8.98846567431158e+307,NA,NA,NA,9999,NA,NA,441.19,"SMB","PE",60,NA,NA,NA,NA,NA,NA
NA,NA,NA,8.98846567431158e+307,NA,NA,NA,9999,NA,NA,382.67,"SMB","RE",60,NA,NA,NA,NA,NA,NA
-0.432212244189331,0.0359711066065411,NA,744667273.725249,56,56,NA,0,FALSE,TRUE,353.21,"SMB","SEC",60,-1.70743124179998,NA,NA,NA,NA,NA
NA,NA,NA,8.98846567431158e+307,NA,NA,NA,9999,NA,NA,7.27999999999975,"SMB","VC",60,NA,NA,NA,NA,NA,NA
