"MKT","ME","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","Factor","Type","max.quarter","IA","ROE","EG"
1.16220129629453,0.656311465555109,4197720342.82777,9,9,NA,0,TRUE,TRUE,20.4900000000052,"ME","PD",43,NA,NA,NA
1.46639495347073,1.3416902253267,66127563438.1681,10,10,NA,0,TRUE,TRUE,25.5,"ME","PE",43,NA,NA,NA
-0.190535372304626,1.48228521084802,12318471356.4643,8,8,NA,0,TRUE,TRUE,16.1800000000076,"ME","RE",43,NA,NA,NA
1.07435144314399,1.61626097887845,749293191.223239,9,9,NA,0,TRUE,TRUE,17.1100000000006,"ME","SEC",43,NA,NA,NA
2.83110971370543,-0.870753844151859,3779368744.04222,7,7,NA,0,TRUE,TRUE,15.3500000000058,"ME","VC",43,NA,NA,NA
1.52992518785154,1.29520254217041,63909623067.9303,10,10,NA,0,TRUE,TRUE,23.1899999999878,"ME","BO",44,NA,NA,NA
1.2042478858568,0.584997834280172,4082215455.04435,10,10,NA,0,TRUE,TRUE,22.3800000000047,"ME","DD",44,NA,NA,NA
1.81756397004154,1.15649119921068,637190398.334962,9,9,NA,0,TRUE,TRUE,20.3800000000047,"ME","FOF",44,NA,NA,NA
0.585584537646326,1.17288008380694,736373602.958153,9,9,NA,0,TRUE,TRUE,19.3500000000058,"ME","INF",44,NA,NA,NA
1.18770117198149,1.03474385510491,177813911.096359,7,7,NA,0,TRUE,TRUE,14.8300000000017,"ME","MEZZ",44,NA,NA,NA
-1.443038937396,1.47816810506884,1863792015.06756,11,11,NA,0,TRUE,TRUE,24.5500000000029,"ME","NATRES",44,NA,NA,NA
1.16039773676655,0.644527983353044,4330944210.20764,8,8,NA,0,TRUE,TRUE,17.0599999999977,"ME","PD",44,NA,NA,NA
1.45520337451168,1.32800019317857,68542834458.2763,11,11,NA,0,TRUE,TRUE,29.4700000000012,"ME","PE",44,NA,NA,NA
-0.151605100586578,1.43613545045405,12635554319.8058,9,9,NA,0,TRUE,TRUE,18.0800000000017,"ME","RE",44,NA,NA,NA
1.08429645026568,1.58647402056139,760909023.777109,10,10,NA,0,TRUE,TRUE,19.7799999999988,"ME","SEC",44,NA,NA,NA
2.82408311012712,-0.90116859405461,3866487983.45258,7,7,NA,0,TRUE,TRUE,15.25,"ME","VC",44,NA,NA,NA
1.51662679337797,1.27852922086611,66203892370.279,8,8,NA,0,TRUE,TRUE,18.4300000000076,"ME","BO",45,NA,NA,NA
1.21026363359601,0.567548757097344,4208352827.48515,10,10,NA,0,TRUE,TRUE,20.5599999999977,"ME","DD",45,NA,NA,NA
1.81407463864038,1.14371088242988,646720702.482284,9,9,NA,0,TRUE,TRUE,19.75,"ME","FOF",45,NA,NA,NA
0.562386449742041,1.1798572999683,747549588.069587,9,9,NA,0,TRUE,TRUE,19.179999999993,"ME","INF",45,NA,NA,NA
1.13337471558078,1.02689609466615,185402930.655693,8,8,NA,0,TRUE,TRUE,16.5299999999988,"ME","MEZZ",45,NA,NA,NA
-1.447621689019,1.47577038266116,1891388425.87044,10,10,NA,0,TRUE,TRUE,22.1100000000006,"ME","NATRES",45,NA,NA,NA
1.16519080852884,0.627773739150411,4464656617.55058,10,10,NA,0,TRUE,TRUE,21.9199999999983,"ME","PD",45,NA,NA,NA
1.44355222797685,1.31253621786558,70931009724.0817,9,9,NA,0,TRUE,TRUE,23.4199999999983,"ME","PE",45,NA,NA,NA
-0.130308959189583,1.41204967706772,12909138359.6411,9,9,NA,0,TRUE,TRUE,18.8099999999977,"ME","RE",45,NA,NA,NA
1.09193495442714,1.55990041570088,772158690.29666,9,9,NA,0,TRUE,TRUE,17.7299999999959,"ME","SEC",45,NA,NA,NA
2.82614142271695,-0.927766451021485,3941126250.06958,7,7,NA,0,TRUE,TRUE,15.5,"ME","VC",45,NA,NA,NA
1.50109545405521,1.26609011316388,68371701091.8938,9,9,NA,0,TRUE,TRUE,20.0900000000111,"ME","BO",46,NA,NA,NA
1.20415195201405,0.551929415352388,4329076829.26547,10,10,NA,0,TRUE,TRUE,20.2200000000012,"ME","DD",46,NA,NA,NA
1.80259698392759,1.13588393517753,655732906.5506,10,10,NA,0,TRUE,TRUE,21.7199999999866,"ME","FOF",46,NA,NA,NA
0.539927090804048,1.18694533621064,758443942.249305,9,9,NA,0,TRUE,TRUE,19.570000000007,"ME","INF",46,NA,NA,NA
1.06888235906906,1.0229854562697,193259012.280666,8,8,NA,0,TRUE,TRUE,16.929999999993,"ME","MEZZ",46,NA,NA,NA
-1.45174646084161,1.48093693722072,1912870838.42988,10,10,NA,0,TRUE,TRUE,22.2900000000081,"ME","NATRES",46,NA,NA,NA
1.15811901085366,0.612933181998313,4593074425.13602,10,10,NA,0,TRUE,TRUE,23,"ME","PD",46,NA,NA,NA
1.42842645994572,1.30179357574437,73202024144.3083,9,9,NA,0,TRUE,TRUE,24.1499999999942,"ME","PE",46,NA,NA,NA
-0.12660766910348,1.40549819527406,13178393122.3593,9,9,NA,0,TRUE,TRUE,19.5299999999988,"ME","RE",46,NA,NA,NA
1.09481798563813,1.53601531069986,784571431.470513,9,9,NA,0,TRUE,TRUE,17.7299999999959,"ME","SEC",46,NA,NA,NA
2.8246881038282,-0.954675156203769,4016991021.74163,7,7,NA,0,TRUE,TRUE,15.6100000000006,"ME","VC",46,NA,NA,NA
1.48678281738699,1.25582599143502,70509653937.1416,8,8,NA,0,TRUE,TRUE,18.2599999999948,"ME","BO",47,NA,NA,NA
1.19499332092348,0.545293282688031,4425909592.58144,10,10,NA,0,TRUE,TRUE,19,"ME","DD",47,NA,NA,NA
1.79790670187924,1.12464343933759,663941727.189588,8,8,NA,0,TRUE,TRUE,16.1100000000006,"ME","FOF",47,NA,NA,NA
0.525907351169505,1.18553018500131,769109923.360085,9,9,NA,0,TRUE,TRUE,17.5400000000081,"ME","INF",47,NA,NA,NA
1.00844824477105,1.01432998473183,201316219.448501,8,8,NA,0,TRUE,TRUE,16.1300000000047,"ME","MEZZ",47,NA,NA,NA
-1.45619214430116,1.48614573710891,1934310521.73187,10,10,NA,0,TRUE,TRUE,20.3899999999994,"ME","NATRES",47,NA,NA,NA
1.14854296827469,0.606146358442612,4697593600.71599,10,10,NA,0,TRUE,TRUE,22.4500000000116,"ME","PD",47,NA,NA,NA
1.41387743810063,1.29333801259595,75444146836.0268,9,9,NA,0,TRUE,TRUE,23.9899999999907,"ME","PE",47,NA,NA,NA
-0.125936975784914,1.40245910220804,13447921466.4205,9,9,NA,0,TRUE,TRUE,20.9199999999983,"ME","RE",47,NA,NA,NA
1.09960028824419,1.50882175364748,797116942.594568,10,10,NA,0,TRUE,TRUE,23.8800000000047,"ME","SEC",47,NA,NA,NA
2.81783716127248,-0.979802966922482,4091593871.53022,7,7,NA,0,TRUE,TRUE,17.9100000000035,"ME","VC",47,NA,NA,NA
1.45988081075493,1.25343595000981,72718871180.8633,8,8,NA,0,TRUE,TRUE,21.820000000007,"ME","BO",48,NA,NA,NA
1.18462362758188,0.538130923426248,4526336544.41666,10,10,NA,0,TRUE,TRUE,26,"ME","DD",48,NA,NA,NA
1.79838240510043,1.11179115125063,671498402.248995,9,9,NA,0,TRUE,TRUE,20,"ME","FOF",48,NA,NA,NA
0.508698217376741,1.18899235020222,779519943.302686,9,9,NA,0,TRUE,TRUE,21.1399999999849,"ME","INF",48,NA,NA,NA
0.95462879943946,1.00123678158267,209392740.263466,8,8,NA,0,TRUE,TRUE,15.6600000000035,"ME","MEZZ",48,NA,NA,NA
-1.46651370954067,1.4978052025047,1954359126.93927,13,13,NA,0,TRUE,TRUE,36.0100000000093,"ME","NATRES",48,NA,NA,NA
1.13795031720577,0.598662317139049,4805791922.20832,10,10,NA,0,TRUE,TRUE,31.8099999999977,"ME","PD",48,NA,NA,NA
1.38863606993544,1.2923231283399,77758348661.3869,8,8,NA,0,TRUE,TRUE,27.0599999999977,"ME","PE",48,NA,NA,NA
-0.117344578802265,1.37795877378345,13583150895.8512,9,9,NA,0,TRUE,TRUE,25.8399999999965,"ME","RE",48,NA,NA,NA
1.1073057522901,1.48154343910899,809336987.116419,10,10,NA,0,TRUE,TRUE,27.0899999999965,"ME","SEC",48,NA,NA,NA
2.8099353699393,-1.00327118911859,4159716798.9665,7,7,NA,0,TRUE,TRUE,21.4200000000128,"ME","VC",48,NA,NA,NA
1.43135750187727,1.25557674606069,74793884270.8128,9,9,NA,0,TRUE,TRUE,21.0099999999802,"ME","BO",49,NA,NA,NA
1.17952388892217,0.53070675236564,4613020083.01202,9,9,NA,0,TRUE,TRUE,17.4100000000035,"ME","DD",49,NA,NA,NA
1.80263801880584,1.09732736415801,678465365.269357,10,10,NA,0,TRUE,TRUE,23.6699999999837,"ME","FOF",49,NA,NA,NA
0.492964974710381,1.19185454393282,789660939.499012,9,9,NA,0,TRUE,TRUE,18.2699999999895,"ME","INF",49,NA,NA,NA
0.908303890826679,0.985177050051124,217392348.143284,8,8,NA,0,TRUE,TRUE,19.1100000000151,"ME","MEZZ",49,NA,NA,NA
-1.47782486029863,1.51109671754825,1973416191.57256,12,12,NA,0,TRUE,TRUE,29.8299999999872,"ME","NATRES",49,NA,NA,NA
1.13258934739285,0.590763222334421,4900331770.59362,10,10,NA,0,TRUE,TRUE,27.6399999999849,"ME","PD",49,NA,NA,NA
1.36130826872981,1.29593068187653,79931775596.9623,8,8,NA,0,TRUE,TRUE,27.2200000000012,"ME","PE",49,NA,NA,NA
-0.103391941449174,1.35082835378299,13708463097.6383,9,9,NA,0,TRUE,TRUE,27.8600000000151,"ME","RE",49,NA,NA,NA
1.11591707559585,1.45667090217076,821250943.243879,10,10,NA,0,TRUE,TRUE,27.3999999999942,"ME","SEC",49,NA,NA,NA
2.79870995197021,-1.02699905724801,4230591666.99819,7,7,NA,0,TRUE,TRUE,22.75,"ME","VC",49,NA,NA,NA
1.40100906960116,1.2611859313527,76870479745.7302,9,9,NA,0,TRUE,TRUE,29.3899999999849,"ME","BO",50,NA,NA,NA
1.16804944819955,0.532547076904078,4698175167.4841,10,10,NA,0,TRUE,TRUE,24.1399999999849,"ME","DD",50,NA,NA,NA
1.80886879659619,1.08242592892282,684782973.411755,10,10,NA,0,TRUE,TRUE,26.1199999999953,"ME","FOF",50,NA,NA,NA
0.492400367729897,1.18797882775868,794838924.512447,9,9,NA,0,TRUE,TRUE,23.9800000000105,"ME","INF",50,NA,NA,NA
0.865039904997155,0.976220282023817,224836193.43008,8,8,NA,0,TRUE,TRUE,21.4400000000023,"ME","MEZZ",50,NA,NA,NA
-1.48434625153574,1.51683902182397,1988826647.60783,12,12,NA,0,TRUE,TRUE,36.4500000000116,"ME","NATRES",50,NA,NA,NA
1.12102720012786,0.592030825344719,4992792313.98909,10,10,NA,0,TRUE,TRUE,32.4400000000023,"ME","PD",50,NA,NA,NA
1.3307005615893,1.3037680245414,82118499231.2477,8,8,NA,0,TRUE,TRUE,27.5199999999895,"ME","PE",50,NA,NA,NA
-0.089883882785192,1.32278336647201,13836453576.2357,9,9,NA,0,TRUE,TRUE,25.179999999993,"ME","RE",50,NA,NA,NA
1.12350638732463,1.43234593343567,833644712.528394,9,9,NA,0,TRUE,TRUE,24.9700000000012,"ME","SEC",50,NA,NA,NA
2.78904973552733,-1.05072463104992,4301055623.09941,7,7,NA,0,TRUE,TRUE,21.070000000007,"ME","VC",50,NA,NA,NA
1.37090346495994,1.26988153273471,78814201105.8508,8,8,NA,0,TRUE,TRUE,28.929999999993,"ME","BO",51,NA,NA,NA
1.14955552978249,0.543540715296088,4772946822.3098,10,10,NA,0,TRUE,TRUE,28.0799999999872,"ME","DD",51,NA,NA,NA
1.81912200020964,1.06460896347486,690763977.34185,9,9,NA,0,TRUE,TRUE,26.070000000007,"ME","FOF",51,NA,NA,NA
0.48772336143582,1.18802559563547,800331001.172243,9,9,NA,0,TRUE,TRUE,25.5899999999965,"ME","INF",51,NA,NA,NA
0.825436711045794,0.970460511232076,231808981.76683,8,8,NA,0,TRUE,TRUE,26.1199999999953,"ME","MEZZ",51,NA,NA,NA
-1.48879676620131,1.51891731691415,2004364027.62185,12,12,NA,0,TRUE,TRUE,32.5,"ME","NATRES",51,NA,NA,NA
1.10288863961713,0.602074632738016,5074244899.53752,10,10,NA,0,TRUE,TRUE,23.9400000000023,"ME","PD",51,NA,NA,NA
1.30173753415633,1.31339778796836,84168834075.1609,8,8,NA,0,TRUE,TRUE,22.4100000000035,"ME","PE",51,NA,NA,NA
-0.0841777078172674,1.30543698196687,13951572258.475,9,9,NA,0,TRUE,TRUE,30.7200000000012,"ME","RE",51,NA,NA,NA
1.13385242323452,1.40868043383179,845951080.443598,9,9,NA,0,TRUE,TRUE,33.109999999986,"ME","SEC",51,NA,NA,NA
2.77890113904562,-1.07454293056377,4368306104.65337,7,7,NA,0,TRUE,TRUE,21.1900000000023,"ME","VC",51,NA,NA,NA
1.34309562390171,1.27505850874545,80747735318.9634,8,8,NA,0,TRUE,TRUE,29.2999999999884,"ME","BO",52,NA,NA,NA
1.13765514245175,0.552752100134343,4799739028.43293,10,10,NA,0,TRUE,TRUE,25.4700000000012,"ME","DD",52,NA,NA,NA
1.82754795151303,1.04923978359866,696445425.313531,9,9,NA,0,TRUE,TRUE,20.1399999999849,"ME","FOF",52,NA,NA,NA
0.484818271576839,1.18450859216072,806239512.002611,9,9,NA,0,TRUE,TRUE,21.8300000000163,"ME","INF",52,NA,NA,NA
0.769260758280651,0.970633645900285,239179732.757091,8,8,NA,0,TRUE,TRUE,19.4700000000012,"ME","MEZZ",52,NA,NA,NA
-1.49535096307478,1.52517982090259,2019759412.6185,12,12,NA,0,TRUE,TRUE,34.9500000000116,"ME","NATRES",52,NA,NA,NA
1.09045302637935,0.610891869142212,5108491064.00222,10,10,NA,0,TRUE,TRUE,30.8099999999977,"ME","PD",52,NA,NA,NA
1.27568992719772,1.31917141097485,86208055592.9879,8,8,NA,0,TRUE,TRUE,28,"ME","PE",52,NA,NA,NA
-0.0729039097817612,1.28250065107299,14066657217.9421,9,9,NA,0,TRUE,TRUE,27.9200000000128,"ME","RE",52,NA,NA,NA
1.14922730980843,1.38231244032903,858658651.754046,9,9,NA,0,TRUE,TRUE,25.2299999999814,"ME","SEC",52,NA,NA,NA
2.7717245471333,-1.09866729751662,4431353199.94058,7,7,NA,0,TRUE,TRUE,23.5599999999977,"ME","VC",52,NA,NA,NA
1.31788180273817,1.28144270791366,82622494998.1284,8,8,NA,0,TRUE,TRUE,27.7699999999895,"ME","BO",53,NA,NA,NA
1.12481921933074,0.56294410716847,4827039475.75223,10,10,NA,0,TRUE,TRUE,30.4599999999919,"ME","DD",53,NA,NA,NA
1.83589591285892,1.03507411451188,702251743.297304,9,9,NA,0,TRUE,TRUE,29.429999999993,"ME","FOF",53,NA,NA,NA
0.479593089905421,1.18303778698349,812366715.203054,9,9,NA,0,TRUE,TRUE,22.5,"ME","INF",53,NA,NA,NA
0.715016305566688,0.973566875639215,246390876.04969,8,8,NA,0,TRUE,TRUE,18.5699999999779,"ME","MEZZ",53,NA,NA,NA
-1.49457866511569,1.51995774369674,2035488535.59158,12,12,NA,0,TRUE,TRUE,40.7200000000012,"ME","NATRES",53,NA,NA,NA
1.07702523022473,0.620793642849963,5143262181.27215,10,10,NA,0,TRUE,TRUE,32.859999999986,"ME","PD",53,NA,NA,NA
1.25326487802769,1.32505993264258,88190235081.7301,8,8,NA,0,TRUE,TRUE,31.75,"ME","PE",53,NA,NA,NA
-0.0608086464425433,1.25578508673051,14166185765.2063,9,9,NA,0,TRUE,TRUE,26.0200000000186,"ME","RE",53,NA,NA,NA
1.15476811809576,1.36522083640617,871510302.913566,9,9,NA,0,TRUE,TRUE,24.2600000000093,"ME","SEC",53,NA,NA,NA
2.7651378199118,-1.12193052422801,4490530470.31381,8,8,NA,0,TRUE,TRUE,23.640000000014,"ME","VC",53,NA,NA,NA
1.29985263053996,1.28188873711626,84422924599.9992,8,8,NA,0,TRUE,TRUE,19.75,"ME","BO",54,NA,NA,NA
1.11132610306166,0.574063904227762,4854275088.42285,10,10,NA,0,TRUE,TRUE,20.8099999999977,"ME","DD",54,NA,NA,NA
1.84563355446899,1.01990643245118,708032380.599736,9,9,NA,0,TRUE,TRUE,23.1600000000035,"ME","FOF",54,NA,NA,NA
0.486230039069818,1.17268792686826,815943514.282032,9,9,NA,0,TRUE,TRUE,23.9800000000105,"ME","INF",54,NA,NA,NA
0.666020649349,0.972196367297017,253643498.333333,8,8,NA,0,TRUE,TRUE,17.7799999999988,"ME","MEZZ",54,NA,NA,NA
-1.48360192491136,1.49741207085008,2050516129.3923,11,11,NA,0,TRUE,TRUE,28.2799999999988,"ME","NATRES",54,NA,NA,NA
1.06330143118001,0.631119529388989,5178026346.9932,10,10,NA,0,TRUE,TRUE,27.6100000000151,"ME","PD",54,NA,NA,NA
1.23730423008486,1.32529244776462,90106050660.4354,9,9,NA,0,TRUE,TRUE,29.0299999999988,"ME","PE",54,NA,NA,NA
-0.0531202869880661,1.23537812665279,14259258790.0318,9,9,NA,0,TRUE,TRUE,27.179999999993,"ME","RE",54,NA,NA,NA
1.1666960843638,1.34160856939731,884713153.15089,9,9,NA,0,TRUE,TRUE,23.9400000000023,"ME","SEC",54,NA,NA,NA
2.75844522018685,-1.14204889194016,4541727432.15533,8,8,NA,0,TRUE,TRUE,24.390000000014,"ME","VC",54,NA,NA,NA
1.27684205568055,1.28613695888299,86232407903.6381,8,8,NA,0,TRUE,TRUE,26.3899999999849,"ME","BO",55,NA,NA,NA
1.09845790022283,0.584578327742774,4881220871.20145,10,10,NA,0,TRUE,TRUE,27.4500000000116,"ME","DD",55,NA,NA,NA
1.85601077841671,1.00451192962991,713763344.614215,9,9,NA,0,TRUE,TRUE,24.3600000000151,"ME","FOF",55,NA,NA,NA
0.49410341828874,1.16085551661062,819523548.359408,9,9,NA,0,TRUE,TRUE,22.6999999999825,"ME","INF",55,NA,NA,NA
0.619038728282896,0.970033433132543,260790272.18586,8,8,NA,0,TRUE,TRUE,19.9700000000012,"ME","MEZZ",55,NA,NA,NA
-1.46676221557492,1.46661038663084,2066368348.14266,12,12,NA,0,TRUE,TRUE,34.5299999999988,"ME","NATRES",55,NA,NA,NA
1.05010804028174,0.640941391709702,5212575506.18494,10,10,NA,0,TRUE,TRUE,29.0800000000163,"ME","PD",55,NA,NA,NA
1.21820071274607,1.32826857306758,92019274228.749,9,9,NA,0,TRUE,TRUE,37.0599999999977,"ME","PE",55,NA,NA,NA
-0.0380230319771876,1.20941262743894,14348035909.5304,8,8,NA,0,TRUE,TRUE,27.6700000000128,"ME","RE",55,NA,NA,NA
1.17640675139956,1.32543230694948,897220454.19386,9,9,NA,0,TRUE,TRUE,30.960000000021,"ME","SEC",55,NA,NA,NA
2.75034810311359,-1.16294020084909,4594378544.8577,8,8,NA,0,TRUE,TRUE,28.6000000000058,"ME","VC",55,NA,NA,NA
1.26267033792234,1.28317072795776,88034082795.1386,9,9,NA,0,TRUE,TRUE,33.179999999993,"ME","BO",56,NA,NA,NA
1.08665073314271,0.59285814431598,4909017317.21555,10,10,NA,0,TRUE,TRUE,30.2699999999895,"ME","DD",56,NA,NA,NA
1.86353341861516,0.991870066330969,719620137.511907,9,9,NA,0,TRUE,TRUE,21.109999999986,"ME","FOF",56,NA,NA,NA
0.499899557932193,1.15190150105793,823023195.005959,9,9,NA,0,TRUE,TRUE,18.6600000000035,"ME","INF",56,NA,NA,NA
0.574925773597779,0.965740233938379,267732442.272495,8,8,NA,0,TRUE,TRUE,17.0799999999872,"ME","MEZZ",56,NA,NA,NA
-1.44678047346959,1.43294526489304,2082849445.02006,12,12,NA,0,TRUE,TRUE,28.0200000000186,"ME","NATRES",56,NA,NA,NA
1.03800685958567,0.648521141462531,5247844028.12946,10,10,NA,0,TRUE,TRUE,29.2700000000186,"ME","PD",56,NA,NA,NA
1.20698592731436,1.32432237106637,93929774914.052,9,9,NA,0,TRUE,TRUE,34.6199999999953,"ME","PE",56,NA,NA,NA
-0.0318971159358575,1.19314986396966,14434119711.3625,8,8,NA,0,TRUE,TRUE,22.1900000000023,"ME","RE",56,NA,NA,NA
1.1814484304576,1.31414406546403,909330367.633369,9,9,NA,0,TRUE,TRUE,24.4200000000128,"ME","SEC",56,NA,NA,NA
2.74031814996947,-1.18431682700113,4648346735.60962,8,8,NA,0,TRUE,TRUE,23.7400000000198,"ME","VC",56,NA,NA,NA
1.25047150707404,1.27802335446051,89847128398.015,9,9,NA,0,TRUE,TRUE,26.7099999999919,"ME","BO",57,NA,NA,NA
1.07376276637106,0.602616812184217,4936868624.06659,10,10,NA,0,TRUE,TRUE,21.6900000000023,"ME","DD",57,NA,NA,NA
1.870731029501,0.979128044777972,725821660.074438,9,9,NA,0,TRUE,TRUE,23.2099999999919,"ME","FOF",57,NA,NA,NA
0.508565514587856,1.1403818653853,826265750.699633,9,9,NA,0,TRUE,TRUE,23.5400000000081,"ME","INF",57,NA,NA,NA
0.527628133530355,0.960412377608117,274905047.29489,8,8,NA,0,TRUE,TRUE,21.1300000000047,"ME","MEZZ",57,NA,NA,NA
-1.43238349657424,1.40758987857448,2098660594.56246,10,10,NA,0,TRUE,TRUE,26.640000000014,"ME","NATRES",57,NA,NA,NA
1.02512107981557,0.656996463852644,5283551343.32202,10,10,NA,0,TRUE,TRUE,23.320000000007,"ME","PD",57,NA,NA,NA
1.1969788770593,1.31857216618119,95873450256.1309,9,9,NA,0,TRUE,TRUE,28.6700000000128,"ME","PE",57,NA,NA,NA
-0.030720086503854,1.18732273249319,14468944082.0701,8,8,NA,0,TRUE,TRUE,17.8300000000163,"ME","RE",57,NA,NA,NA
1.1933582142409,1.29994431113106,919521202.126253,9,9,NA,0,TRUE,TRUE,20.3999999999942,"ME","SEC",57,NA,NA,NA
2.7368263205703,-1.20138340174881,4694432612.13363,8,8,NA,0,TRUE,TRUE,19.75,"ME","VC",57,NA,NA,NA
1.24111084329756,1.27309940854833,91502930224.257,9,9,NA,0,TRUE,TRUE,23.5400000000081,"ME","BO",58,NA,NA,NA
1.06152603220663,0.611459160490267,4964756420.8834,10,10,NA,0,TRUE,TRUE,20.2399999999907,"ME","DD",58,NA,NA,NA
